product_a,product_a_label,product_b,product_b_label,similarity,shared_attributes,shared_attribute_nodes
PRODUCT:5134,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA,PRODUCT:5276,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA,0.3357,3,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA
PRODUCT:5049,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,PRODUCT:5168,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA,0.3357,3,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA
PRODUCT:5049,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,PRODUCT:5167,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA,0.3357,3,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA
PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,PRODUCT:5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5273,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,PRODUCT:5329,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML C/TAPA BAQUELITA B18,0.3357,3,MATERIAL:VIDRIO|CAPACITY:10ML|MOUTH_SIZE:18MM
PRODUCT:5173,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5235,BOMBA ATOMIZADORA ACANALADO N28 410 BLANCO,PRODUCT:5338,TAPA CHUPON BLANCO B28,0.3357,2,COLOR:BLANCO|MOUTH_SIZE:28MM
PRODUCT:5017,POTE CREMERO SIMPLE 60GR CON TAPA Y LAINA,PRODUCT:5596,CREMERO DE VIDRIO 50GR PAVONADO,0.3357,2,TYPE:CREMERO|SUBTYPE:CREMERO
PRODUCT:5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,0.3357,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5012,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,PRODUCT:5135,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,0.3357,2,MATERIAL:VIDRIO|CAPACITY:10ML
PRODUCT:5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,PRODUCT:5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,PRODUCT:5076,POTE PLASTICO BLANCO 250GR CON TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,PRODUCT:5076,POTE PLASTICO BLANCO 250GR CON TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5029,PASTILLERO PLASTICO NEGRO 40GR CON TAPA,PRODUCT:5457,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA,0.3357,2,MATERIAL:PLASTICO|COLOR:NEGRO
PRODUCT:5148,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5049,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,PRODUCT:5134,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA,0.3357,3,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA
PRODUCT:5148,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18,PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,PRODUCT:5203,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5032,PASTILLERO PLASTICO NEGRO 120GR CON TAPA,PRODUCT:5457,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA,0.3357,2,MATERIAL:PLASTICO|COLOR:NEGRO
PRODUCT:5196,TUBO COLAPSIBLE BLANCO 100ML C/TAPA,PRODUCT:5212,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,0.3357,2,CAPACITY:100ML|COLOR:BLANCO
PRODUCT:5449,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,0.3357,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5300,FRASCO VIDRIO TRANSPARENTE 15ML B18 C/TAPA ESPRAY,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,PRODUCT:5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5151,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5010,PROBADOR VIDRIO TRASPARENTE 3ML CON TAPA SPRAY,PRODUCT:5291,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON,0.3357,2,MATERIAL:VIDRIO|CAPACITY:3ML
PRODUCT:5031,PASTILLERO PLASTICO NEGRO 90GR CON TAPA,PRODUCT:5457,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA,0.3357,2,MATERIAL:PLASTICO|COLOR:NEGRO
PRODUCT:5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,PRODUCT:5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5247,FRASCO VIDRIO TRANSPARENTE 30ML C/TAPA Y TAPON N18,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,PRODUCT:5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,PRODUCT:5456,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,PRODUCT:5076,POTE PLASTICO BLANCO 250GR CON TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5248,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,PRODUCT:5456,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,PRODUCT:5076,POTE PLASTICO BLANCO 250GR CON TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,PRODUCT:5456,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,PRODUCT:5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3357,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5088,VASO PRECIPITADO DE VIDRIO 50ML (BEAKER),PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3357,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5456,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA,PRODUCT:5525,PASTILLERO PLASTICO BLANCO 180ML C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,PRODUCT:5525,PASTILLERO PLASTICO BLANCO 180ML C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,PRODUCT:5247,FRASCO VIDRIO TRANSPARENTE 30ML C/TAPA Y TAPON N18,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,PRODUCT:5248,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5480,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML,PRODUCT:5530,GALONERA PLASTICO NATURAL 1L B36 C/TAPA Y TAPON,0.3357,2,MATERIAL:PLASTICO|COLOR:NATURAL
PRODUCT:5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5479,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML,PRODUCT:5530,GALONERA PLASTICO NATURAL 1L B36 C/TAPA Y TAPON,0.3357,2,MATERIAL:PLASTICO|COLOR:NATURAL
PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,PRODUCT:5359,FRASCO VIDRIO TRANSPARENTE 1.7 LT CON T/100,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5173,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28,PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5203,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,PRODUCT:5525,PASTILLERO PLASTICO BLANCO 180ML C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,0.3357,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,PRODUCT:5449,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,PRODUCT:5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,PRODUCT:5203,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,PRODUCT:5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5212,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,PRODUCT:5606,TUBO COLAPSIBLE 100ML BLANCO C/TAPA,0.3357,2,CAPACITY:100ML|COLOR:BLANCO
PRODUCT:5360,POTE VIDRIO TRANSPARENTE 1L C/TAPA 100,PRODUCT:5512,FRASCO VIDRIO TRANSPARENTE 370 RECTO P-L T/63,0.3357,2,MATERIAL:VIDRIO|COLOR:TRANSPARENTE
PRODUCT:5149,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5359,FRASCO VIDRIO TRANSPARENTE 1.7 LT CON T/100,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,PRODUCT:5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,PRODUCT:5456,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,PRODUCT:5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,PRODUCT:5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,PRODUCT:5203,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,0.3357,2,MATERIAL:VIDRIO|CAPACITY:50ML
PRODUCT:5150,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18,PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5087,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3357,2,MATERIAL:VIDRIO|CAPACITY:100ML
PRODUCT:5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,PRODUCT:5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,PRODUCT:5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5149,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18,PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,0.3357,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5167,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA,PRODUCT:5276,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA,0.3357,3,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA
PRODUCT:5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,PRODUCT:5525,PASTILLERO PLASTICO BLANCO 180ML C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5168,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA,PRODUCT:5276,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA,0.3357,3,TYPE:CREMERO|SUBTYPE:CREMERO|ACCESSORY:LAINA
PRODUCT:5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,PRODUCT:5525,PASTILLERO PLASTICO BLANCO 180ML C/TAPA,0.3357,2,COLOR:BLANCO|MATERIAL:PLASTICO
PRODUCT:5117,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML CON TAPA BAQUELITA B/20,PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5164,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,PRODUCT:5540,FRASCO PET AMBAR 120ML B28 C/TAPA SPRAY,0.3353,3,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO
PRODUCT:5118,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5172,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,PRODUCT:5253,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,0.3353,3,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5488,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,0.3353,3,MATERIAL:VIDRIO|CAPACITY:50ML|COLOR:TRANSPARENTE
PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5392,FRASCO TUBULAR VIDRIO TRANSPARENTE 5ML T/BAQUELITA N13,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5391,FRASCO TUBULAR VIDRIO TRANSPARENTE 4ML T/BAQUELITA N13,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5164,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,PRODUCT:5538,FRASCO PET AMBAR 120ML B28 C/TAPA DISPENSADOR GEL,0.3353,3,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO
PRODUCT:5117,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML CON TAPA BAQUELITA B/20,PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5117,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML CON TAPA BAQUELITA B/20,PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5172,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,PRODUCT:5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,0.3353,3,MOUTH_SIZE:28MM|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5390,FRASCO TUBULAR VIDRIO TRANSPARENTE 3ML T/BAQUELITA N13,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5391,FRASCO TUBULAR VIDRIO TRANSPARENTE 4ML T/BAQUELITA N13,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5390,FRASCO TUBULAR VIDRIO TRANSPARENTE 3ML T/BAQUELITA N13,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5166,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,PRODUCT:5538,FRASCO PET AMBAR 120ML B28 C/TAPA DISPENSADOR GEL,0.3353,3,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO
PRODUCT:5166,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,PRODUCT:5540,FRASCO PET AMBAR 120ML B28 C/TAPA SPRAY,0.3353,3,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO
PRODUCT:5118,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5118,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,PRODUCT:5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5391,FRASCO TUBULAR VIDRIO TRANSPARENTE 4ML T/BAQUELITA N13,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5184,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,PRODUCT:5392,FRASCO TUBULAR VIDRIO TRANSPARENTE 5ML T/BAQUELITA N13,0.3353,3,MATERIAL:VIDRIO|TYPE:FRASCO|COLOR:TRANSPARENTE
PRODUCT:5165,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,PRODUCT:5540,FRASCO PET AMBAR 120ML B28 C/TAPA SPRAY,0.3353,3,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO
PRODUCT:5165,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,PRODUCT:5538,FRASCO PET AMBAR 120ML B28 C/TAPA DISPENSADOR GEL,0.3353,3,COLOR:AMBAR|MOUTH_SIZE:28MM|TYPE:FRASCO
