source,target,relation,weight,evidence
PRODUCT:5419,TYPE:GOTERO,HAS_TYPE,0.95,GOTERO PLASTICO BLANCO 30ML C/TAPA Y TAPON N15
PRODUCT:5419,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,GOTERO PLASTICO BLANCO 30ML C/TAPA Y TAPON N15
PRODUCT:5419,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,GOTERO PLASTICO BLANCO 30ML C/TAPA Y TAPON N15
PRODUCT:5419,COLOR:BLANCO,HAS_COLOR,0.94,GOTERO PLASTICO BLANCO 30ML C/TAPA Y TAPON N15
PRODUCT:5419,CAPACITY:30ML,HAS_CAPACITY,0.95,GOTERO PLASTICO BLANCO 30ML C/TAPA Y TAPON N15
PRODUCT:5419,MOUTH_SIZE:15MM,HAS_MOUTH_SIZE,0.92,GOTERO PLASTICO BLANCO 30ML C/TAPA Y TAPON N15
PRODUCT:5420,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PARA RIMEL 4ML C/TAPA (12CM - 1.5CM) INYEC.
PRODUCT:5420,SUBTYPE:RIMEL,HAS_SUBTYPE,0.95,FRASCO PARA RIMEL 4ML C/TAPA (12CM - 1.5CM) INYEC.
PRODUCT:5420,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PARA RIMEL 4ML C/TAPA (12CM - 1.5CM) INYEC.
PRODUCT:5420,CAPACITY:4ML,HAS_CAPACITY,0.95,FRASCO PARA RIMEL 4ML C/TAPA (12CM - 1.5CM) INYEC.
PRODUCT:5421,TYPE:GOTERO,HAS_TYPE,0.95,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON
PRODUCT:5421,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON
PRODUCT:5421,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON
PRODUCT:5421,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON
PRODUCT:5421,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON
PRODUCT:5421,COLOR:VERDE,HAS_COLOR,0.94,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON
PRODUCT:5421,CAPACITY:10ML,HAS_CAPACITY,0.95,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON
PRODUCT:5422,TYPE:GOTERO,HAS_TYPE,0.95,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON
PRODUCT:5422,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON
PRODUCT:5422,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON
PRODUCT:5422,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON
PRODUCT:5422,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON
PRODUCT:5422,COLOR:VERDE,HAS_COLOR,0.94,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON
PRODUCT:5422,CAPACITY:30ML,HAS_CAPACITY,0.95,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON
PRODUCT:5423,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,PLACA PETRI DE VIDRIO 100*15
PRODUCT:5424,TYPE:ACCESORIO,HAS_TYPE,0.88,GRADILLA CUBIERTA DE PLASTICO 3*4
PRODUCT:5424,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,GRADILLA CUBIERTA DE PLASTICO 3*4
PRODUCT:5425,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 100GR C/TAPA Y LAINA
PRODUCT:5425,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 100GR C/TAPA Y LAINA
PRODUCT:5425,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 100GR C/TAPA Y LAINA
PRODUCT:5425,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 100GR C/TAPA Y LAINA
PRODUCT:5425,COLOR:PLATEADO,HAS_COLOR,0.94,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 100GR C/TAPA Y LAINA
PRODUCT:5425,CAPACITY:100GR,HAS_CAPACITY,0.95,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 100GR C/TAPA Y LAINA
PRODUCT:5427,TYPE:TAPA,HAS_TYPE,0.9,TAPA GASEOSA B28 NEGRO
PRODUCT:5427,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TAPA GASEOSA B28 NEGRO
PRODUCT:5427,COLOR:NEGRO,HAS_COLOR,0.94,TAPA GASEOSA B28 NEGRO
PRODUCT:5427,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,TAPA GASEOSA B28 NEGRO
PRODUCT:5428,TYPE:TAPA,HAS_TYPE,0.9,PET TRANSPARENTE 100ML TAPA DISPENSADOR B20
PRODUCT:5428,SUBTYPE:DISPENSADOR,HAS_SUBTYPE,0.95,PET TRANSPARENTE 100ML TAPA DISPENSADOR B20
PRODUCT:5428,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,PET TRANSPARENTE 100ML TAPA DISPENSADOR B20
PRODUCT:5428,MATERIAL:PET,HAS_MATERIAL,0.94,PET TRANSPARENTE 100ML TAPA DISPENSADOR B20
PRODUCT:5428,COLOR:TRANSPARENTE,HAS_COLOR,0.94,PET TRANSPARENTE 100ML TAPA DISPENSADOR B20
PRODUCT:5428,CAPACITY:100ML,HAS_CAPACITY,0.95,PET TRANSPARENTE 100ML TAPA DISPENSADOR B20
PRODUCT:5428,MOUTH_SIZE:20MM,HAS_MOUTH_SIZE,0.92,PET TRANSPARENTE 100ML TAPA DISPENSADOR B20
PRODUCT:5435,MOUTH_SIZE:38MM,HAS_MOUTH_SIZE,0.92,PRECINTO TERMOENCOGIBLE N38*1000UND
PRODUCT:5436,MATERIAL:PAPEL,HAS_MATERIAL,0.94,PAPEL LENTE 105
PRODUCT:5437,TYPE:TUBO,HAS_TYPE,0.9,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND)
PRODUCT:5437,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND)
PRODUCT:5437,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND)
PRODUCT:5437,SHAPE:CONICO,HAS_SHAPE,0.88,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND)
PRODUCT:5437,FEATURE:NO_ESTERIL,HAS_FEATURE,0.88,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND)
PRODUCT:5437,CAPACITY:10ML,HAS_CAPACITY,0.95,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND)
PRODUCT:5438,TYPE:ACCESORIO,HAS_TYPE,0.88,GRADILLA PLASTIFICADA 48 TUBOS NACIONAL
PRODUCT:5439,TYPE:ACCESORIO,HAS_TYPE,0.88,GRADILLA DE PLASTICO 60 TUBOS  DE 10 Y/O 15ML
PRODUCT:5439,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,GRADILLA DE PLASTICO 60 TUBOS  DE 10 Y/O 15ML
PRODUCT:5439,CAPACITY:15ML,HAS_CAPACITY,0.95,GRADILLA DE PLASTICO 60 TUBOS  DE 10 Y/O 15ML
PRODUCT:5440,TYPE:ACCESORIO,HAS_TYPE,0.88,GRADILLA DE PLASTICA PARA 90 TUBOS DE ENSAYO 13*100
PRODUCT:5441,TYPE:TAPA,HAS_TYPE,0.9,TAPA PLASTICA GASEOSA BLANCO
PRODUCT:5441,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TAPA PLASTICA GASEOSA BLANCO
PRODUCT:5441,COLOR:BLANCO,HAS_COLOR,0.94,TAPA PLASTICA GASEOSA BLANCO
PRODUCT:5442,CAPACITY:30ML,HAS_CAPACITY,0.95,CRISOL 30ML
PRODUCT:5443,COLOR:CELESTE,HAS_COLOR,0.94,ASA SIEMBRA 10UL/INOCULADOR CELESTE (BLS*10UND)
PRODUCT:5444,TYPE:TUBO,HAS_TYPE,0.9,TUBO DE PLASTICO 13*100MM BLS*300UND
PRODUCT:5444,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,TUBO DE PLASTICO 13*100MM BLS*300UND
PRODUCT:5445,CAPACITY:100ML,HAS_CAPACITY,0.95,MATRAZ ERLENMEYER POLIPROPILENO *100ML
PRODUCT:5446,FEATURE:GRADUADO,HAS_FEATURE,0.9,PUNTERA DE 100-1000 UL AZUL GRADUADA (BLS *500UND)
PRODUCT:5446,COLOR:AZUL,HAS_COLOR,0.94,PUNTERA DE 100-1000 UL AZUL GRADUADA (BLS *500UND)
PRODUCT:5448,MATERIAL:PAPEL,HAS_MATERIAL,0.94,PAPEL LENTE 100*150MM WHATMAN TISSUE 105 (CJ *50HJS)
PRODUCT:5449,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63
PRODUCT:5449,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63
PRODUCT:5449,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63
PRODUCT:5449,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63
PRODUCT:5449,MOUTH_SIZE:63MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63
PRODUCT:5450,COLOR:AMARILLO,HAS_COLOR,0.94,PHMETRO DIGITAL AMARILLO
PRODUCT:5451,TYPE:FRASCO,HAS_TYPE,0.93,SOLO FRASCO PET CAMPANA 500ML
PRODUCT:5451,SUBTYPE:CAMPANA,HAS_SUBTYPE,0.94,SOLO FRASCO PET CAMPANA 500ML
PRODUCT:5451,MATERIAL:PET,HAS_MATERIAL,0.94,SOLO FRASCO PET CAMPANA 500ML
PRODUCT:5451,CAPACITY:500ML,HAS_CAPACITY,0.95,SOLO FRASCO PET CAMPANA 500ML
PRODUCT:5452,TYPE:TAPA,HAS_TYPE,0.9,GALONERA NATURAL 4L C/TAPA Y TAPON
PRODUCT:5452,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,GALONERA NATURAL 4L C/TAPA Y TAPON
PRODUCT:5452,COLOR:NATURAL,HAS_COLOR,0.94,GALONERA NATURAL 4L C/TAPA Y TAPON
PRODUCT:5452,CAPACITY:4L,HAS_CAPACITY,0.95,GALONERA NATURAL 4L C/TAPA Y TAPON
PRODUCT:5453,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO BULLET 120ML C/TAPA ATOMIZADOR
PRODUCT:5453,SUBTYPE:ATOMIZADOR,HAS_SUBTYPE,0.95,FRASCO BULLET 120ML C/TAPA ATOMIZADOR
PRODUCT:5453,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO BULLET 120ML C/TAPA ATOMIZADOR
PRODUCT:5453,CAPACITY:120ML,HAS_CAPACITY,0.95,FRASCO BULLET 120ML C/TAPA ATOMIZADOR
PRODUCT:5455,CAPACITY:50ML,HAS_CAPACITY,0.95,FIOLA 50ML
PRODUCT:5456,TYPE:POTE,HAS_TYPE,0.92,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA
PRODUCT:5456,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA
PRODUCT:5456,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA
PRODUCT:5456,COLOR:BLANCO,HAS_COLOR,0.94,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA
PRODUCT:5456,CAPACITY:1KG,HAS_CAPACITY,0.95,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA
PRODUCT:5457,TYPE:POTE,HAS_TYPE,0.92,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA
PRODUCT:5457,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA
PRODUCT:5457,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA
PRODUCT:5457,COLOR:NEGRO,HAS_COLOR,0.94,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA
PRODUCT:5457,CAPACITY:1KG,HAS_CAPACITY,0.95,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA
PRODUCT:5461,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-
PRODUCT:5461,CAPACITY:50ML,HAS_CAPACITY,0.95,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-
PRODUCT:5463,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AZUL 20ML B/18 TAPA ESPRAY
PRODUCT:5463,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AZUL 20ML B/18 TAPA ESPRAY
PRODUCT:5463,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AZUL 20ML B/18 TAPA ESPRAY
PRODUCT:5463,COLOR:AZUL,HAS_COLOR,0.94,FRASCO VIDRIO AZUL 20ML B/18 TAPA ESPRAY
PRODUCT:5463,CAPACITY:20ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AZUL 20ML B/18 TAPA ESPRAY
PRODUCT:5463,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AZUL 20ML B/18 TAPA ESPRAY
PRODUCT:5464,TYPE:BOLSA,HAS_TYPE,0.91,BOLSAS ZIPLOC 9*14*  (BLS100)
PRODUCT:5464,SUBTYPE:ZIPLOC,HAS_SUBTYPE,0.95,BOLSAS ZIPLOC 9*14*  (BLS100)
PRODUCT:5465,TYPE:BOLSA,HAS_TYPE,0.91,BOLSAS ZIPLOC 7*10 (BLS100)
PRODUCT:5465,SUBTYPE:ZIPLOC,HAS_SUBTYPE,0.95,BOLSAS ZIPLOC 7*10 (BLS100)
PRODUCT:5466,TYPE:BOLSA,HAS_TYPE,0.91,BOLSAS ZIPLOC 5*8 (BLS100)
PRODUCT:5466,SUBTYPE:ZIPLOC,HAS_SUBTYPE,0.95,BOLSAS ZIPLOC 5*8 (BLS100)
PRODUCT:5468,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL
PRODUCT:5468,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL
PRODUCT:5468,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL
PRODUCT:5468,COLOR:AZUL,HAS_COLOR,0.94,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL
PRODUCT:5468,CAPACITY:30ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL
PRODUCT:5468,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL
PRODUCT:5470,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,PLACA PETRI DE 60*15MM SIN DIVISION PLASTICO (BLS10)
PRODUCT:5471,COLOR:AMARILLO,HAS_COLOR,0.94,PIPETEADOR DE CREMALLERA AMARILLO (PUMP)
PRODUCT:5472,MATERIAL:PAPEL,HAS_MATERIAL,0.94,PAPEL FILTRO WHATMAN N41 DIAM 125MM (CJ100)
PRODUCT:5472,MOUTH_SIZE:41MM,HAS_MOUTH_SIZE,0.92,PAPEL FILTRO WHATMAN N41 DIAM 125MM (CJ100)
PRODUCT:5473,MATERIAL:PAPEL,HAS_MATERIAL,0.94,PAPEL FILTRO WHATMAN N4 DIAM 125MM (CJ100)
PRODUCT:5474,FEATURE:ESTERIL,HAS_FEATURE,0.9,ASA SIEMBRA MULTIFUNCIONAL 1UL/10UL INOCULADOR ESTERIL (BLS 20)
PRODUCT:5476,COLOR:ROJO,HAS_COLOR,0.94,PIPETEADOR DE CREMALLERA ROJO(PUMP) 25ML
PRODUCT:5476,CAPACITY:25ML,HAS_CAPACITY,0.95,PIPETEADOR DE CREMALLERA ROJO(PUMP) 25ML
PRODUCT:5478,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA
PRODUCT:5478,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA
PRODUCT:5478,MATERIAL:PET,HAS_MATERIAL,0.94,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA
PRODUCT:5478,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA
PRODUCT:5478,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA
PRODUCT:5478,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA
PRODUCT:5479,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML
PRODUCT:5479,COLOR:NATURAL,HAS_COLOR,0.94,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML
PRODUCT:5479,CAPACITY:10ML,HAS_CAPACITY,0.95,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML
PRODUCT:5480,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML
PRODUCT:5480,COLOR:NATURAL,HAS_COLOR,0.94,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML
PRODUCT:5480,CAPACITY:10ML,HAS_CAPACITY,0.95,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML
PRODUCT:5481,TYPE:FRASCO,HAS_TYPE,0.93,ENVASE PEAD BIDON *20LT VERDE C/TAPA Y TAPON
PRODUCT:5481,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,ENVASE PEAD BIDON *20LT VERDE C/TAPA Y TAPON
PRODUCT:5481,MATERIAL:PEAD,HAS_MATERIAL,0.94,ENVASE PEAD BIDON *20LT VERDE C/TAPA Y TAPON
PRODUCT:5481,COLOR:VERDE,HAS_COLOR,0.94,ENVASE PEAD BIDON *20LT VERDE C/TAPA Y TAPON
PRODUCT:5481,CAPACITY:20L,HAS_CAPACITY,0.95,ENVASE PEAD BIDON *20LT VERDE C/TAPA Y TAPON
PRODUCT:5482,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO
PRODUCT:5482,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO
PRODUCT:5482,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO
PRODUCT:5482,COLOR:BLANCO,HAS_COLOR,0.94,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO
PRODUCT:5482,CAPACITY:85ML,HAS_CAPACITY,0.95,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO
PRODUCT:5482,MOUTH_SIZE:43MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO
PRODUCT:5483,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,PLACA PETRI PLASTICO 100*15MM
PRODUCT:5484,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,PLACA PETRI PLASTICO 150*15MM
PRODUCT:5485,TYPE:GOTERO,HAS_TYPE,0.95,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON
PRODUCT:5485,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON
PRODUCT:5485,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON
PRODUCT:5485,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON
PRODUCT:5485,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON
PRODUCT:5485,COLOR:AZUL,HAS_COLOR,0.94,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON
PRODUCT:5485,CAPACITY:5ML,HAS_CAPACITY,0.95,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON
PRODUCT:5487,CAPACITY:40ML,HAS_CAPACITY,0.95,CRISOL 40ML
PRODUCT:5488,TYPE:GOTERO,HAS_TYPE,0.95,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON
PRODUCT:5488,SUBTYPE:CHUPON,HAS_SUBTYPE,0.94,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON
PRODUCT:5488,ACCESSORY:CHUPON,HAS_ACCESSORY,0.92,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON
PRODUCT:5488,ACCESSORY:TAPA,HAS_ACCESSORY,0.92,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON
PRODUCT:5488,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON
PRODUCT:5488,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON
PRODUCT:5488,CAPACITY:50ML,HAS_CAPACITY,0.95,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON
PRODUCT:5489,TYPE:ACCESORIO,HAS_TYPE,0.88,"GRADILLA MULTIFUNCIONAL PARA TUBOS CONICOS DE 10ML, 15ML Y 50ML"
PRODUCT:5489,CAPACITY:10ML,HAS_CAPACITY,0.95,"GRADILLA MULTIFUNCIONAL PARA TUBOS CONICOS DE 10ML, 15ML Y 50ML"
PRODUCT:5490,FEATURE:GRADUADO,HAS_FEATURE,0.9,VASO GRADUADO DE PLASTICO 500ML
PRODUCT:5490,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,VASO GRADUADO DE PLASTICO 500ML
PRODUCT:5490,CAPACITY:500ML,HAS_CAPACITY,0.95,VASO GRADUADO DE PLASTICO 500ML
PRODUCT:5491,CAPACITY:1ML,HAS_CAPACITY,0.95,PIPETAS PASTEUR ESTRILES 1ML BX100
PRODUCT:5492,MATERIAL:METAL,HAS_MATERIAL,0.94,SOPORTE DE BURETA O ABRAZADERA DE METAL
PRODUCT:5493,MATERIAL:PAPEL,HAS_MATERIAL,0.94,PAPEL FILTRO WHATMAN N42 DIAM 125MM (CJ100)
PRODUCT:5493,MOUTH_SIZE:42MM,HAS_MOUTH_SIZE,0.92,PAPEL FILTRO WHATMAN N42 DIAM 125MM (CJ100)
PRODUCT:5494,TYPE:TUBO,HAS_TYPE,0.9,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO 16*150MM
PRODUCT:5495,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON
PRODUCT:5495,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON
PRODUCT:5495,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON
PRODUCT:5495,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON
PRODUCT:5496,MATERIAL:PLASTICO,HAS_MATERIAL,0.94,VASO DE PLASTICO 500ML
PRODUCT:5496,CAPACITY:500ML,HAS_CAPACITY,0.95,VASO DE PLASTICO 500ML
PRODUCT:5497,TYPE:CAJA,HAS_TYPE,0.9,CAJA PARA PORTAOBJETOS *25UND
PRODUCT:5498,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28
PRODUCT:5498,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28
PRODUCT:5498,MATERIAL:PET,HAS_MATERIAL,0.94,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28
PRODUCT:5498,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28
PRODUCT:5498,CAPACITY:120ML,HAS_CAPACITY,0.95,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28
PRODUCT:5498,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28
PRODUCT:5499,TYPE:POTE,HAS_TYPE,0.92,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA
PRODUCT:5499,SUBTYPE:LAINA,HAS_SUBTYPE,0.92,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA
PRODUCT:5499,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA
PRODUCT:5499,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA
PRODUCT:5499,FEATURE:IMPORTADO,HAS_FEATURE,0.8,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA
PRODUCT:5499,COLOR:BLANCO,HAS_COLOR,0.94,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA
PRODUCT:5499,CAPACITY:60GR,HAS_CAPACITY,0.95,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA
PRODUCT:5500,TYPE:ACCESORIO,HAS_TYPE,0.88,"GRADILLA PARA CRIOVIALES TAPA PRESION (EPPENDORF) 0.5ML, 1.5ML Y 2ML"
PRODUCT:5500,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,"GRADILLA PARA CRIOVIALES TAPA PRESION (EPPENDORF) 0.5ML, 1.5ML Y 2ML"
