source,target,relation,weight,evidence
PRODUCT:5125,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28
PRODUCT:5125,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28
PRODUCT:5125,MATERIAL:PET,HAS_MATERIAL,0.94,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28
PRODUCT:5125,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28
PRODUCT:5125,CAPACITY:120ML,HAS_CAPACITY,0.95,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28
PRODUCT:5125,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28
PRODUCT:5126,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,BAGUETA O VARILLAS DE AGITACION DE VIDRIO 20CM
PRODUCT:5127,MATERIAL:METAL,HAS_MATERIAL,0.94,CUCHARA CON ESPATULA DE METAL 20CM
PRODUCT:5128,TYPE:TUBO,HAS_TYPE,0.9,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX
PRODUCT:5128,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX
PRODUCT:5128,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX
PRODUCT:5128,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX
PRODUCT:5130,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,LUNA DE RELOJ DE VIDRIO DE LABORATORIO 100MM G-
PRODUCT:5131,TYPE:TUBO,HAS_TYPE,0.9,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO  13*100MM
PRODUCT:5132,COLOR:NEGRO,HAS_COLOR,0.94,PLUMON DELGADO INDELEBLE NEGRO
PRODUCT:5133,TYPE:TUBO,HAS_TYPE,0.9,CRIOVIAL C/TAPA PRESION DE 1.5ML NO ESTERIL (TUBO EPPENDORF BOLSA*500UND)
PRODUCT:5133,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,CRIOVIAL C/TAPA PRESION DE 1.5ML NO ESTERIL (TUBO EPPENDORF BOLSA*500UND)
PRODUCT:5133,FEATURE:NO_ESTERIL,HAS_FEATURE,0.88,CRIOVIAL C/TAPA PRESION DE 1.5ML NO ESTERIL (TUBO EPPENDORF BOLSA*500UND)
PRODUCT:5133,CAPACITY:5ML,HAS_CAPACITY,0.95,CRIOVIAL C/TAPA PRESION DE 1.5ML NO ESTERIL (TUBO EPPENDORF BOLSA*500UND)
PRODUCT:5134,TYPE:CREMERO,HAS_TYPE,0.94,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA
PRODUCT:5134,SUBTYPE:CREMERO,HAS_SUBTYPE,0.95,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA
PRODUCT:5134,ACCESSORY:LAINA,HAS_ACCESSORY,0.9,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA
PRODUCT:5134,ACCESSORY:TAPA,HAS_ACCESSORY,0.9,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA
PRODUCT:5134,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA
PRODUCT:5134,COLOR:TRANSPARENTE,HAS_COLOR,0.94,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA
PRODUCT:5134,CAPACITY:50GR,HAS_CAPACITY,0.95,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA
PRODUCT:5135,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA
PRODUCT:5135,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA
PRODUCT:5135,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA
PRODUCT:5135,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA
PRODUCT:5135,CAPACITY:10ML,HAS_CAPACITY,0.95,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA
PRODUCT:5136,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO MINI PARA AROMATIZADOR VIDRIO 6ML C/TAPA
PRODUCT:5136,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO MINI PARA AROMATIZADOR VIDRIO 6ML C/TAPA
PRODUCT:5136,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO MINI PARA AROMATIZADOR VIDRIO 6ML C/TAPA
PRODUCT:5136,CAPACITY:6ML,HAS_CAPACITY,0.95,FRASCO MINI PARA AROMATIZADOR VIDRIO 6ML C/TAPA
PRODUCT:5137,TYPE:TUBO,HAS_TYPE,0.9,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE
PRODUCT:5137,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE
PRODUCT:5137,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE
PRODUCT:5138,TYPE:TUBO,HAS_TYPE,0.9,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL
PRODUCT:5138,SUBTYPE:ROSCA,HAS_SUBTYPE,0.9,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL
PRODUCT:5138,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL
PRODUCT:5138,SHAPE:CONICO,HAS_SHAPE,0.88,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL
PRODUCT:5138,FEATURE:NO_ESTERIL,HAS_FEATURE,0.88,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL
PRODUCT:5138,CAPACITY:50ML,HAS_CAPACITY,0.95,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL
PRODUCT:5139,MATERIAL:PAPEL,HAS_MATERIAL,0.94,PAPEL FILTRO RAPIDO X PLIEGO 50*50
PRODUCT:5140,TYPE:BOLSA,HAS_TYPE,0.91,ASA DE SIEMBRA 1 UL/INOCULADOR AZUL (BOLSA 10 UND)
PRODUCT:5140,COLOR:AZUL,HAS_COLOR,0.94,ASA DE SIEMBRA 1 UL/INOCULADOR AZUL (BOLSA 10 UND)
PRODUCT:5142,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18
PRODUCT:5142,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18
PRODUCT:5142,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18
PRODUCT:5142,COLOR:VERDE,HAS_COLOR,0.94,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18
PRODUCT:5142,CAPACITY:5ML,HAS_CAPACITY,0.95,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18
PRODUCT:5142,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18
PRODUCT:5143,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18
PRODUCT:5143,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18
PRODUCT:5143,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18
PRODUCT:5143,COLOR:VERDE,HAS_COLOR,0.94,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18
PRODUCT:5143,CAPACITY:10ML,HAS_CAPACITY,0.95,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18
PRODUCT:5143,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18
PRODUCT:5144,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18
PRODUCT:5144,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18
PRODUCT:5144,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18
PRODUCT:5144,COLOR:VERDE,HAS_COLOR,0.94,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18
PRODUCT:5144,CAPACITY:15ML,HAS_CAPACITY,0.95,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18
PRODUCT:5144,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18
PRODUCT:5145,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18
PRODUCT:5145,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18
PRODUCT:5145,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18
PRODUCT:5145,COLOR:VERDE,HAS_COLOR,0.94,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18
PRODUCT:5145,CAPACITY:20ML,HAS_CAPACITY,0.95,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18
PRODUCT:5145,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18
PRODUCT:5146,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18
PRODUCT:5146,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18
PRODUCT:5146,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18
PRODUCT:5146,COLOR:VERDE,HAS_COLOR,0.94,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18
PRODUCT:5146,CAPACITY:30ML,HAS_CAPACITY,0.95,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18
PRODUCT:5146,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18
PRODUCT:5147,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18
PRODUCT:5147,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18
PRODUCT:5147,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18
PRODUCT:5147,COLOR:VERDE,HAS_COLOR,0.94,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18
PRODUCT:5147,CAPACITY:50ML,HAS_CAPACITY,0.95,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18
PRODUCT:5147,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18
PRODUCT:5148,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18
PRODUCT:5148,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18
PRODUCT:5148,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18
PRODUCT:5148,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18
PRODUCT:5148,CAPACITY:5ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18
PRODUCT:5148,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18
PRODUCT:5149,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18
PRODUCT:5149,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18
PRODUCT:5149,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18
PRODUCT:5149,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18
PRODUCT:5149,CAPACITY:10ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18
PRODUCT:5149,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18
PRODUCT:5150,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18
PRODUCT:5150,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18
PRODUCT:5150,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18
PRODUCT:5150,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18
PRODUCT:5150,CAPACITY:15ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18
PRODUCT:5150,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18
PRODUCT:5151,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18
PRODUCT:5151,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18
PRODUCT:5151,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18
PRODUCT:5151,COLOR:TRANSPARENTE,HAS_COLOR,0.94,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18
PRODUCT:5151,CAPACITY:20ML,HAS_CAPACITY,0.95,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18
PRODUCT:5151,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18
PRODUCT:5152,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18
PRODUCT:5152,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18
PRODUCT:5152,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18
PRODUCT:5152,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18
PRODUCT:5152,CAPACITY:5ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18
PRODUCT:5152,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18
PRODUCT:5153,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18
PRODUCT:5153,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18
PRODUCT:5153,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18
PRODUCT:5153,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18
PRODUCT:5153,CAPACITY:10ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18
PRODUCT:5153,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18
PRODUCT:5154,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18
PRODUCT:5154,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18
PRODUCT:5154,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18
PRODUCT:5154,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18
PRODUCT:5154,CAPACITY:15ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18
PRODUCT:5154,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18
PRODUCT:5155,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18
PRODUCT:5155,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18
PRODUCT:5155,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18
PRODUCT:5155,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18
PRODUCT:5155,CAPACITY:20ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18
PRODUCT:5155,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18
PRODUCT:5156,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18
PRODUCT:5156,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18
PRODUCT:5156,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18
PRODUCT:5156,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18
PRODUCT:5156,CAPACITY:30ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18
PRODUCT:5156,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18
PRODUCT:5157,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18
PRODUCT:5157,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18
PRODUCT:5157,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18
PRODUCT:5157,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18
PRODUCT:5157,CAPACITY:50ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18
PRODUCT:5157,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18
PRODUCT:5158,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18
PRODUCT:5158,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18
PRODUCT:5158,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18
PRODUCT:5158,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18
PRODUCT:5158,CAPACITY:100ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18
PRODUCT:5158,MOUTH_SIZE:18MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18
PRODUCT:5159,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28
PRODUCT:5159,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28
PRODUCT:5159,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28
PRODUCT:5159,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28
PRODUCT:5159,CAPACITY:25ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28
PRODUCT:5159,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28
PRODUCT:5160,TYPE:ACCESORIO,HAS_TYPE,0.9,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28
PRODUCT:5160,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28
PRODUCT:5160,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28
PRODUCT:5160,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28
PRODUCT:5160,CAPACITY:30ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28
PRODUCT:5160,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28
PRODUCT:5161,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28
PRODUCT:5161,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28
PRODUCT:5161,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28
PRODUCT:5161,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28
PRODUCT:5161,CAPACITY:70ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28
PRODUCT:5161,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28
PRODUCT:5162,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28
PRODUCT:5162,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28
PRODUCT:5162,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28
PRODUCT:5162,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28
PRODUCT:5162,CAPACITY:100ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28
PRODUCT:5162,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28
PRODUCT:5163,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28
PRODUCT:5163,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28
PRODUCT:5163,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28
PRODUCT:5163,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28
PRODUCT:5163,CAPACITY:120ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28
PRODUCT:5163,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28
PRODUCT:5164,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28
PRODUCT:5164,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28
PRODUCT:5164,FEATURE:IMPORTADO,HAS_FEATURE,0.8,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28
PRODUCT:5164,MATERIAL:VIDRIO,HAS_MATERIAL,0.94,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28
PRODUCT:5164,COLOR:AMBAR,HAS_COLOR,0.94,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28
PRODUCT:5164,CAPACITY:250ML,HAS_CAPACITY,0.95,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28
PRODUCT:5164,MOUTH_SIZE:28MM,HAS_MOUTH_SIZE,0.92,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28
PRODUCT:5165,TYPE:FRASCO,HAS_TYPE,0.93,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28
PRODUCT:5165,ACCESSORY:TAPA,HAS_ACCESSORY,0.88,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28
