product_id,product_name,supplier,supplier_norm,supplier_options,effective_unit_cost,reference_unit_cost,edge_weight,savings_per_unit,savings_pct,capacity_units,supplier_capacity,purchase_lines,last_purchase,is_negative_edge,scenario_type
5283,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,0.9,0.9,0.0,0.0,0.0,26,2050,1,2025-06-27,False,at_or_above_reference
5285,SOLO MINI TRIGGER BLANCO B28,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.57,0.58375,-0.01375,0.01375,0.023555,3000,6084,8,2026-04-14,True,historical_saving
5286,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,2.3,2.3,0.0,0.0,0.0,50,2050,1,2025-06-30,False,at_or_above_reference
5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,0.4,0.4,0.0,0.0,0.0,50,2050,3,2026-03-31,False,at_or_above_reference
5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,2,0.4,0.4,0.0,0.0,0.0,50,3650,1,2025-11-02,False,at_or_above_reference
5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,0.65,0.65,0.0,0.0,0.0,50,2050,4,2025-08-21,False,at_or_above_reference
5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,2,0.65,0.65,0.0,0.0,0.0,50,3650,1,2025-10-01,False,at_or_above_reference
5289,TAPON PLASTICO IMPORTADO N28,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,0.08,0.08,0.0,0.0,0.0,100,2050,1,2025-06-30,False,at_or_above_reference
5291,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,0.9,0.9,0.0,0.0,0.0,200,2050,2,2025-07-21,False,at_or_above_reference
5292,FRASCO ROLL-ON VIDRIO TRANSPARENTE 7ML C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,0.9,0.9,0.0,0.0,0.0,50,2050,1,2025-07-01,False,at_or_above_reference
5293,PERFUME VIDRIO TRANSPARENTE CUADRADO 30ML TAPA ESPRAY METALIZADA N18,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,2.6,2.6,0.0,0.0,0.0,100,2050,2,2025-07-21,False,at_or_above_reference
5293,PERFUME VIDRIO TRANSPARENTE CUADRADO 30ML TAPA ESPRAY METALIZADA N18,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,2,2.6,2.6,0.0,0.0,0.0,50,3650,1,2025-11-11,False,at_or_above_reference
5294,LIPSTICK/BALSAMO LABIAL 5ML,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.5,1.5,0.0,0.0,0.0,100,2050,3,2025-08-20,False,at_or_above_reference
5294,LIPSTICK/BALSAMO LABIAL 5ML,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,2,1.5,1.5,0.0,0.0,0.0,150,3650,2,2025-11-11,False,at_or_above_reference
5295,FRASCO PLASTICO NEGRO 350ML C/TAPA ESPRAY MINI PISTOLA N24,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.5,1.5,0.0,0.0,0.0,50,4424,1,2026-01-14,False,at_or_above_reference
5295,FRASCO PLASTICO NEGRO 350ML C/TAPA ESPRAY MINI PISTOLA N24,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.5,1.5,0.0,0.0,0.0,30,2050,1,2025-07-02,False,at_or_above_reference
5296,FRASCO PET NEGRO 250ML C/TAPA ESPRAY MINI PISTOLA N24,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,2.1,2.1,0.0,0.0,0.0,100,2050,6,2026-03-13,False,at_or_above_reference
5296,FRASCO PET NEGRO 250ML C/TAPA ESPRAY MINI PISTOLA N24,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,2.1,2.1,0.0,0.0,0.0,100,4424,4,2026-02-03,False,at_or_above_reference
5297,PET COLORES CILINDRICO 120ML TAPA PRESS N20,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.1,1.1,0.0,0.0,0.0,100,2050,2,2026-04-16,False,at_or_above_reference
5298,PROBETA VIDRIO TRANSPARENTE 500ML,MATRAZ PERU E.I.R.L.,MATRAZ PERU E I R L,1,27.97,27.97,0.0,0.0,0.0,2,1697,1,2025-08-13,False,at_or_above_reference
5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.6,1.6,0.0,0.0,0.0,40,2050,2,2025-07-07,False,at_or_above_reference
5300,FRASCO VIDRIO TRANSPARENTE 15ML B18 C/TAPA ESPRAY,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.3,1.3,0.0,0.0,0.0,40,2050,2,2025-07-07,False,at_or_above_reference
5301,MORTERO CON PILON DE PORCELANA 90MM,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,2,8.5,9.5,-1.0,1.0,0.105263,10,1250,6,2026-01-03,True,historical_saving
5301,MORTERO CON PILON DE PORCELANA 90MM,BIO CHEMICALSS S.A.C.,BIO CHEMICALSS S A C,2,10.0,9.5,0.5,-0.5,-0.052632,7,500,2,2026-04-11,False,at_or_above_reference
5302,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 250ML,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,6.0,6.0,0.0,0.0,0.0,20,1250,4,2025-10-25,False,at_or_above_reference
5303,TUBO DE ENSAYO DE VIDRIO 13*100MM (bx250u),CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,0.12,0.12,0.0,0.0,0.0,250,1250,1,2025-07-08,False,at_or_above_reference
5304,TAPON BUTILO ROJO N13,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,0.2,0.2,0.0,0.0,0.0,100,2050,1,2025-07-08,False,at_or_above_reference
5305,PROBADOR PLASTICO 12ML ESPRAY COLORES,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.5,1.5,0.0,0.0,0.0,50,2050,3,2025-08-22,False,at_or_above_reference
5306,AZUL METILENO 500ML,REPRESENTACIONES MARCOS SOCIEDAD ANONIMA CERRADA,REPRESENTACIONES MARCOS SOCIEDAD ANONIMA CERRADA,1,35.0,35.0,0.0,0.0,0.0,1,1,1,2025-07-09,False,at_or_above_reference
5307,LUGOL PARASITOLOGICO MRCS,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,50.0,50.0,0.0,0.0,0.0,1,1250,2,2025-07-10,False,at_or_above_reference
5309,GRADILLA 7*3 21T CONICO 50MM,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,10.0,10.0,0.0,0.0,0.0,23,1250,5,2025-12-13,False,at_or_above_reference
5310,FRASCO PET TRANSPARENTE 250ML C/TAPA PRESS N24,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.8,1.8,0.0,0.0,0.0,25,2050,1,2025-08-28,False,at_or_above_reference
5311,PROBETA PLASTICO 1L,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,2,18.0,21.025,-3.025,3.025,0.143876,10,1250,10,2026-04-29,True,historical_saving
5311,PROBETA PLASTICO 1L,MATRAZ PERU E.I.R.L.,MATRAZ PERU E I R L,2,22.25,21.025,1.225,-1.225,-0.058264,4,1697,1,2025-07-11,False,at_or_above_reference
5312,VIDRIO TUBULAR 20ML C/TAPA BAQUELITA N24 Y LAINA CARTON PTFE,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.1,1.2000000000000002,-0.1,0.1,0.083333,1000,4424,1,2025-12-15,True,historical_saving
5312,VIDRIO TUBULAR 20ML C/TAPA BAQUELITA N24 Y LAINA CARTON PTFE,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.3,1.2000000000000002,0.1,-0.1,-0.083333,50,2050,1,2025-07-11,False,at_or_above_reference
5313,FRASCO PET DE COLORES CILINDRICO 120ML C/TAPA ESPRAY N20,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.3,1.3,0.0,0.0,0.0,100,2050,3,2025-07-24,False,at_or_above_reference
5314,POTE PET TRANSPARENTE 1KG C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,3.3,3.3,0.0,0.0,0.0,100,4424,1,2026-01-01,False,at_or_above_reference
5314,POTE PET TRANSPARENTE 1KG C/TAPA,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,3.3,3.3,0.0,0.0,0.0,27,2050,1,2025-07-10,False,at_or_above_reference
5315,FRASCO PLASTICO INSECTICIDA 125ML C/TAPA Y TAPON,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,3,1.8,1.8,0.0,0.0,0.0,50,4424,1,2026-02-23,False,at_or_above_reference
5315,FRASCO PLASTICO INSECTICIDA 125ML C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,3,1.8,1.8,0.0,0.0,0.0,27,2050,1,2025-07-10,False,at_or_above_reference
5315,FRASCO PLASTICO INSECTICIDA 125ML C/TAPA Y TAPON,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,3,1.8,1.8,0.0,0.0,0.0,30,3650,1,2025-10-27,False,at_or_above_reference
5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.2,1.2,0.0,0.0,0.0,120,2050,7,2026-03-18,False,at_or_above_reference
5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.2,1.2,0.0,0.0,0.0,110,4424,2,2026-01-17,False,at_or_above_reference
5317,FRASCO PARA GEL 30ML DE CARTERA,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,0.8,0.8,0.0,0.0,0.0,100,2050,3,2025-08-23,False,at_or_above_reference
5317,FRASCO PARA GEL 30ML DE CARTERA,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,0.8,0.8,0.0,0.0,0.0,100,4424,1,2026-02-03,False,at_or_above_reference
5318,FRASCO PET BLANCO 60ML C/TAPA PRESS N20,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,0.9,0.9,0.0,0.0,0.0,27,2050,1,2025-07-11,False,at_or_above_reference
5319,CRIOBOX PARA 50CRIOVIALES,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,7.0,7.0,0.0,0.0,0.0,1,1250,2,2025-07-12,False,at_or_above_reference
5320,POTE VIDRIO AMBAR 200GR B45 C/TAPA,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.7,1.7,0.0,0.0,0.0,50,2050,2,2025-07-14,False,at_or_above_reference
5321,BOMBA DISPENSADORA PARA GALONERA 28/410 ACANALADO COLOR BLANCO,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,IMPORTACIONES JIM SAN CHANG SOCIEDAD ANONIMA CERRADA,1,1.0085,1.01505,-0.00655,0.00655,0.006453,200,2000,2,2025-08-19,True,historical_saving
5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,3.2,3.2,0.0,0.0,0.0,50,2050,1,2025-07-14,False,at_or_above_reference
5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,2,3.2,3.2,0.0,0.0,0.0,50,3650,1,2025-11-11,False,at_or_above_reference
5323,VASO DOSIFICADOR PLASTICO GRADUADO 15ML,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,0.12,0.12,0.0,0.0,0.0,200,2050,2,2026-04-15,False,at_or_above_reference
5323,VASO DOSIFICADOR PLASTICO GRADUADO 15ML,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,0.12,0.12,0.0,0.0,0.0,200,4424,1,2025-12-27,False,at_or_above_reference
5325,POTE VIDRIO AMBAR IMPORTADO 120GR B/38 C/TAPA,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.5,1.5,0.0,0.0,0.0,50,2050,1,2025-07-12,False,at_or_above_reference
5326,CORCHO BAJO N4,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,0.4,0.4,0.0,0.0,0.0,400,2050,3,2025-08-28,False,at_or_above_reference
5326,CORCHO BAJO N4,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,2,0.4,0.4,0.0,0.0,0.0,100,3650,1,2025-11-29,False,at_or_above_reference
5327,FRASCO PET 1LT TRANSPARENTE C/TAPA Y TAPON N28.,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,1,1.2,1.2,0.0,0.0,0.0,25,2050,1,2025-07-15,False,at_or_above_reference
5328,ROLL-ON VIDRIO TRANSPARENTE 50ML C/TAPA BLANCA,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,2.0,2.0,0.0,0.0,0.0,50,4424,1,2025-12-15,False,at_or_above_reference
5328,ROLL-ON VIDRIO TRANSPARENTE 50ML C/TAPA BLANCA,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,2.0,2.0,0.0,0.0,0.0,25,2050,1,2025-07-22,False,at_or_above_reference
5329,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML C/TAPA BAQUELITA B18,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.1,1.1,0.0,0.0,0.0,50,2050,2,2026-02-28,False,at_or_above_reference
5329,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML C/TAPA BAQUELITA B18,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.1,1.1,0.0,0.0,0.0,25,4424,1,2025-12-15,False,at_or_above_reference
5330,BOMBA PARA PIPETA,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,7.0,7.833333,-0.833333,0.833333,0.106383,6,1250,6,2026-04-17,True,historical_saving
5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.3,0.3,0.0,0.0,0.0,1000,6084,1,2025-07-25,False,at_or_above_reference
5333,BOTELLA PET TRANSPARENTE 250ML B28 C/TAPA Y TAPON,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.32,0.32,0.0,0.0,0.0,1000,6084,3,2025-08-11,False,at_or_above_reference
5334,BOTELLA PET TRANSPARENTE 500ML B28 SIN TAPA,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.4,0.4,0.0,0.0,0.0,698,6084,2,2026-03-17,False,at_or_above_reference
5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.58,0.585,-0.005,0.005,0.008547,1000,6084,2,2026-04-14,True,historical_saving
5336,PET CAMPANA TRANSPARENTE 300ML S/T B28..,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,2,0.42,0.8099999999999999,-0.39,0.39,0.481481,500,6084,2,2025-09-27,True,historical_saving
5336,PET CAMPANA TRANSPARENTE 300ML S/T B28..,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.2,0.8099999999999999,0.39,-0.39,-0.481481,50,4424,1,2025-11-25,False,at_or_above_reference
5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,3,2.5,2.5,0.0,0.0,0.0,50,2050,4,2025-09-06,False,at_or_above_reference
5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,3,2.5,2.5,0.0,0.0,0.0,100,3650,2,2025-10-07,False,at_or_above_reference
5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,3,2.5,2.5,0.0,0.0,0.0,100,4424,1,2026-01-01,False,at_or_above_reference
5339,FRASCO DE VIDRIO AMBAR 200ML BOCA 28,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,7.0,7.5,-0.5,0.5,0.066667,1,1250,2,2025-09-30,True,historical_saving
5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.3,1.3076925,-0.007692,0.007692,0.005882,200,2050,13,2026-04-25,True,historical_saving
5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.3,1.3076925,-0.007692,0.007692,0.005882,120,4424,4,2026-02-21,True,historical_saving
5342,FRASCO DE VIDRIO BOCA ANCHA TRANSPARENTE TAPA AZUL 100ml,MATRAZ PERU E.I.R.L.,MATRAZ PERU E I R L,2,4.06,4.48,-0.42,0.42,0.09375,10,1697,1,2025-08-13,True,historical_saving
5342,FRASCO DE VIDRIO BOCA ANCHA TRANSPARENTE TAPA AZUL 100ml,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,2,4.5,4.48,0.02,-0.02,-0.004464,10,1250,5,2026-04-11,False,at_or_above_reference
5343,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 100ML,MATRAZ PERU E.I.R.L.,MATRAZ PERU E I R L,2,4.2,4.475,-0.275,0.275,0.061453,59,1697,1,2025-11-29,True,historical_saving
5343,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 100ML,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,2,4.5,4.475,0.025,-0.025,-0.005587,3,1250,2,2025-08-09,False,at_or_above_reference
5346,PHMETRO COMBO SUELOS 4 EN 1 (PH-HUMEDAD-TEMP-LUZ SOLAR) TPH01803,MATRAZ PERU E.I.R.L.,MATRAZ PERU E I R L,1,24.0,24.0,0.0,0.0,0.0,12,1697,1,2025-08-08,False,at_or_above_reference
5347,BAGUETA O VARILLA DE VIDRIO 30ML,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,3.0,3.285714,-0.285714,0.285714,0.086956,10,1250,7,2026-01-12,True,historical_saving
5348,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 250ML,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,2,4.0,4.85,-0.85,0.85,0.175258,2,1250,2,2025-09-26,True,historical_saving
5348,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 250ML,MATRAZ PERU E.I.R.L.,MATRAZ PERU E I R L,2,4.2,4.85,-0.65,0.65,0.134021,80,1697,1,2025-11-29,True,historical_saving
5349,BURETA DE VIDRIO GRADUADO DE 10ML CON LLAVE DE VIDRIO,CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,15.0,15.0,0.0,0.0,0.0,2,1250,1,2025-08-09,False,at_or_above_reference
5351,FRAGANCIA BEBE POETT 10ML,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.9,2.7,-1.8,1.8,0.666667,25,6084,2,2025-08-11,True,historical_saving
5352,FRAGANCIA BRISA MARINA 10ML,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.9,2.7,-1.8,1.8,0.666667,25,6084,2,2025-08-11,True,historical_saving
5353,FRAGANCIA CHICA FRESA 10ML,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,1.0,3.0,-2.0,2.0,0.666667,25,6084,2,2025-08-11,True,historical_saving
5354,FRAGANCIA CHICLE 10ML,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,1.0,3.0,-2.0,2.0,0.666667,25,6084,2,2025-08-11,True,historical_saving
5355,FRAGANCIA CT. PRIMAVERA POETT 10ML,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,1.0,3.0,-2.0,2.0,0.666667,25,6084,2,2025-08-11,True,historical_saving
5356,FRAGANCIA LAVANDA CT POETT 10ML,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.9,2.7,-1.8,1.8,0.666667,25,6084,2,2025-08-11,True,historical_saving
5357,FRAGANCIA LIMON EXTREMO 10ML,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,1.0,3.0,-2.0,2.0,0.666667,25,6084,2,2025-08-11,True,historical_saving
5358,FRAGANCIA MANZANA 10ML,INVERSIONES AGO S.A.C.,INVERSIONES AGO S A C,1,0.9,2.7,-1.8,1.8,0.666667,25,6084,2,2025-08-11,True,historical_saving
5359,FRASCO VIDRIO TRANSPARENTE 1.7 LT CON T/100,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,5.136229,5.13623,-1e-06,1e-06,0.0,55,823,4,2026-03-11,True,historical_saving
5360,POTE VIDRIO TRANSPARENTE 1L C/TAPA 100,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,4.518,4.518526,-0.000526,0.000526,0.000116,80,823,4,2025-11-19,True,historical_saving
5361,FRASCO ESPARRAGUERO 370ML C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,1.769406,1.769408,-2e-06,2e-06,1e-06,108,823,2,2025-09-26,True,historical_saving
5362,FRASCO ESPARRAGUERO 212ML C/TAPA METALICA N58,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,1.278341,1.278348,-7e-06,7e-06,5e-06,196,823,3,2025-09-26,True,historical_saving
5363,FRASCO CUADRADRO 387ML C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,1.642113,1.642113,0.0,0.0,0.0,35,823,1,2025-08-11,False,at_or_above_reference
5364,FRASCO BARRIL 720ML C/TAPA 82,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,2.182953,2.182953,0.0,0.0,0.0,20,823,1,2025-08-11,False,at_or_above_reference
5365,FRASCO VID TRANSPARENTE 370ML BAJO C/TAPA 77,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,2.052971,2.068655,-0.015684,0.015684,0.007582,125,823,3,2026-03-11,True,historical_saving
5366,FRASCO COLMENA 746 C/TAPA 77,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,3.74638,3.764254,-0.017874,0.017874,0.004748,128,823,3,2026-03-11,True,historical_saving
5367,FRASCO 4 ONZAS C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,1.280528,1.280529,-1e-06,1e-06,1e-06,300,823,3,2025-11-19,True,historical_saving
5368,POTE VIDRIO TRANSPARENTE 315ML C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,0.35999,0.870266,-0.510276,0.510276,0.586345,72,823,2,2025-09-12,True,historical_saving
5370,FRASCO VIDRIO TRANSPARENTE ESPARRAGUERO 315ML C/TAPA 63,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,1.55,1.555547,-0.005547,0.005547,0.003566,360,823,3,2025-11-24,True,historical_saving
5372,FRASCO VIDRIO TRANSPARENTE 458ML C/TAPA 82,ENVASES DEL PERU WILDOR EIRL,ENVASES DEL PERU WILDOR EIRL,1,2.31631,2.317978,-0.001668,0.001668,0.00072,108,823,2,2026-03-11,True,historical_saving
5377,FRASCO VIDRIO AMBAR 50ML B18 TAPA ESPRAY,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.6,1.6,0.0,0.0,0.0,27,2050,1,2025-08-18,False,at_or_above_reference
5377,FRASCO VIDRIO AMBAR 50ML B18 TAPA ESPRAY,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,2,1.6,1.6,0.0,0.0,0.0,50,3650,1,2025-10-07,False,at_or_above_reference
5378,FRASCO VIDRIO AMBAR 15ML B18 TAPA ESPRAY,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.3,1.3,0.0,0.0,0.0,100,4424,2,2026-02-23,False,at_or_above_reference
5378,FRASCO VIDRIO AMBAR 15ML B18 TAPA ESPRAY,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.3,1.3,0.0,0.0,0.0,27,2050,1,2025-08-18,False,at_or_above_reference
5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.3,1.35,-0.05,0.05,0.037037,25,2050,1,2025-08-18,True,historical_saving
5379,tapa doradaGOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.4,1.35,0.05,-0.05,-0.037037,550,4424,1,2026-02-13,False,at_or_above_reference
5380,GOTERO VIDRIO AZUL 50ML C/TAPA Y CHUPON,COMERCIAL FERRETERA SARASARA S.A.C.,COMERCIAL FERRETERA SARASARA S A C,2,1.4,1.4,0.0,0.0,0.0,30,4424,1,2025-11-25,False,at_or_above_reference
5380,GOTERO VIDRIO AZUL 50ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.4,1.4,0.0,0.0,0.0,25,2050,1,2025-08-18,False,at_or_above_reference
5381,FRASCO VIDRIO AZUL 50ML B/18 TAPA ESPRAY,ENVIPLAST E.I.R.L.,ENVIPLAST E I R L,2,1.6,1.6,0.0,0.0,0.0,30,2050,1,2025-08-19,False,at_or_above_reference
5381,FRASCO VIDRIO AZUL 50ML B/18 TAPA ESPRAY,ESNA MEDIC INVERSIONES S.A.C.,ESNA MEDIC INVERSIONES S A C,2,1.6,1.6,0.0,0.0,0.0,50,3650,1,2025-10-07,False,at_or_above_reference
5382,TIRAS MEDIDORAS DE PH (CAJA *100UND),CORPORACION PROMELAB E.I.R.L.,CORPORACION PROMELAB E I R L,1,8.0,9.333333,-1.333333,1.333333,0.142857,50,1250,6,2025-12-03,True,historical_saving
5383,PROBETA DE PLASTICO GRADUADA PROBETA DE PLASTICO GRADUADA 500 ML,IMPORTADORA ANDINA E.I.R.L,IMPORTADORA ANDINA E I R L,2,8.914,11.957,-3.043,3.043,0.254495,5,66,1,2025-10-21,True,historical_saving
