product_id,product_name,total_value,sale_lines,value_share,cumulative_share,abc_class
5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON tapa negra,180.0,1,0.00085,0.879619,B
5007,TAPA DISPENSADORA BLANCO B28MM COLOR NEGRO,180.0,2,0.00085,0.880469,B
5301,MORTERO CON PILON DE PORCELANA 90MM,178.5,12,0.000843,0.881312,B
5235,BOMBA ATOMIZADORA ACANALADO N28 410 BLANCO,177.0,23,0.000836,0.882148,B
5097,BURETA DE VIDRIO GRADUADO DE 25 ML CON LLAVE DE VIDRIO,175.0,6,0.000827,0.882975,B
5202,FRASCO ROLL-ON PAVONADO 10ML C/TAPON Y TAPA,174.9,15,0.000826,0.883801,B
5198,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA,174.1,18,0.000822,0.884623,B
5312,VIDRIO TUBULAR 20ML C/TAPA BAQUELITA N24 Y LAINA CARTON PTFE,173.8,8,0.000821,0.885444,B
5578,Balanza 200g-0.01g,173.1,8,0.000818,0.886262,B
5504,FRASCO BULLET 250 ML C/TAPA ATOMIZADOR B/24,170.5,5,0.000805,0.887067,B
5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,170.5,10,0.000805,0.887872,B
5023,FRASCO PET TRANSPARENTE 30ML C/TAPA FLIT TOP N18,166.5,5,0.000786,0.888658,B
5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18 50 plomo,165.0,1,0.000779,0.889437,B
5173,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28,164.3,14,0.000776,0.890213,B
5164,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,164.1,13,0.000775,0.890988,B
5540,FRASCO PET AMBAR 120ML B28 C/TAPA SPRAY,163.0,9,0.00077,0.891758,B
5456,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA,162.5,5,0.000767,0.892525,B
5133,CRIOVIAL C/TAPA PRESION DE 1.5ML NO ESTERIL (TUBO EPPENDORF BOLSA*500UND),160.0,3,0.000756,0.893281,B
5243,VIAL VIDRIO TRANSPARENTE 100ML B20,160.0,2,0.000756,0.894037,B
5429,GALON DE ALCOHOL ISOPROPILICO,159.0,1,0.000751,0.894788,B
5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA,156.0,20,0.000737,0.895525,B
5040,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,155.0,22,0.000732,0.896257,B
5063,FRASCO VIDRIO AMBAR HOMBRO CAIDO 125ML TAPA ESPRAY PISTOLA negro,153.4999898,13,0.000725,0.896982,B
5538,FRASCO PET AMBAR 120ML B28 C/TAPA DISPENSADOR GEL,153.0,8,0.000723,0.897705,B
5326,CORCHO BAJO N4,153.0,3,0.000723,0.898428,B
5072,FRASCO YOGURT 1LT BLANCO CON TAPA 38MM,152.4999999999,7,0.00072,0.899148,B
5476,PIPETEADOR DE CREMALLERA ROJO(PUMP) 25ML,151.9,5,0.000717,0.899865,B
5512,FRASCO VIDRIO TRANSPARENTE 370 RECTO P-L T/63,151.1,6,0.000714,0.900579,B
5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,150.3,15,0.00071,0.901289,B
5179,"POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53 50 blanco, 50 dorado",150.0,1,0.000708,0.901997,B
5074,FRASCO BULLET 100ML CON TAPA ATOMIZADOR 30 con tapa dispensador,150.0,1,0.000708,0.902705,B
5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA,148.6,9,0.000702,0.903407,B
5106,MATRAZ ERLENMEYER DE VIDRIO 500ML,147.0,6,0.000694,0.904101,B
6,MATERIAL MEDICO Guantes nitrilo azul o celestes 6S 6M,144.0,1,0.00068,0.904781,B
5205,LATA DE ALUMINIO PLATEADO 15GR C/TAPA,143.8,13,0.000679,0.90546,B
5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA con tapa,142.5,2,0.000673,0.906133,B
5410,BARRA AGITADORA MAGNETICA C400 40*8 MM (AGITADOR MAGNETICO),142.0,5,0.000671,0.906804,B
5521,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 500ML,142.0,4,0.000671,0.907475,B
5118,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,140.2,17,0.000662,0.908137,B
5180,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN 50 plomo y 50 dorado,140.0,1,0.000661,0.908798,B
5308,TUVO CONICO TAPA AZUL 50ML C/FALDON,140.0,6,0.000661,0.909459,B
5131,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO  13*100MM,138.5,10,0.000654,0.910113,B
10,EQUIPOS DE SEGURIDAD RESPIRADOR 6200 EN 3M,136.0,1,0.000642,0.910755,B
5183,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,135.5,6,0.00064,0.911395,B
5491,PIPETAS PASTEUR ESTRILES 1ML BX100,133.0,8,0.000628,0.912023,B
5068,CRIOVIAL C/TAPA ROSCA NO ESTERIL 2ML TAPA BLANCA (BOLSA*500UND),131.8,8,0.000622,0.912645,B
6,MATERIAL MEDICO 2 JUEGOS DE PINZAS,130.0,1,0.000614,0.913259,B
5242,VIAL VIDRIO TRANSPARENTE 50ML N20 tapa butilo y metal,130.0,1,0.000614,0.913873,B
5405,CALIBRADOR VERNIER DIGITAL - TECAI - 93 / PRECISSO,130.0,3,0.000614,0.914487,B
5563,FRASCO PET AMBAR 60ML CON TAPA Y TAPON B28,129.7,3,0.000613,0.9151,B
5154,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18,129.3,6,0.000611,0.915711,B
5282,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.,127.0,5,0.0006,0.916311,B
5554,FRASCO PET COLORES BOSTON 120ML C/TAPA DISPENSADOR B20,123.6,7,0.000584,0.916895,B
5010,PROBADOR VIDRIO TRASPARENTE 3ML CON TAPA SPRAY,122.475,14,0.000578,0.917473,B
5043,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,122.3,3,0.000578,0.918051,B
5252,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,122.0,6,0.000576,0.918627,B
5565,FRASCO DE VIDRIO AMBAR BOCA ANCHA TAPA AZUL 1L MATRAZ,120.0,1,0.000567,0.919194,B
5533,FRASCO VIDRIO AMBAR IMPORTADO 125ML C/TAPA Y TAPON INTERNO. con ta,120.0,1,0.000567,0.919761,B
5341,GUANTES BOX*100UND AZUL,120.0,1,0.000567,0.920328,B
5089,PROBETA DE VIDRIO GRADUADA C/PICO 10 ML,118.0,12,0.000557,0.920885,B
5451,SOLO FRASCO PET CAMPANA 500ML,118.0,8,0.000557,0.921442,B
5368,POTE VIDRIO TRANSPARENTE 315ML C/TAPA 63,117.4,2,0.000554,0.921996,B
5486,VASO COPLIN PARA 5 LAMINAS VERTICAL,117.0,3,0.000553,0.922549,B
5413,"REFRACTOMETRO BRIX, 0-85",115.0,1,0.000543,0.923092,B
5162,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,114.5,10,0.000541,0.923633,B
5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,111.5,3,0.000527,0.92416,B
5109,PINZA DE MADERA PARA TUBO DE ENSAYO,111.5,9,0.000527,0.924687,B
5009,PROBADOR VIDRIO TRASPARENTE 2ML CON TAPA SPRAY,110.85,11,0.000524,0.925211,B
5467,PARAFILM SEAFILM,110.0,1,0.00052,0.925731,B
6,MATERIAL MEDICO TOCAS,110.0,2,0.00052,0.926251,B
10,EQUIPOS DE SEGURIDAD TRAJE ANSELL 2300,110.0,1,0.00052,0.926771,B
5116,FRASCO VIDRIO TRANSPARENTE TUBULAR 15ML CON TAPA BAQUELITA N18,109.8,17,0.000519,0.92729,B
5407,MICROPIPETA BOECO RANGO VARIABLE 100-1000UL,109.0,1,0.000515,0.927805,B
5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,108.8,5,0.000514,0.928319,B
5,ARTICULOS DE FERRETERIA GUANTES SHOWA 7 - 27,108.0,1,0.00051,0.928829,B
5403,MATRAZ ERLENMEYER DE VIDRIO 1L,108.0,4,0.00051,0.929339,B
5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,107.3,15,0.000507,0.929846,B
5404,FRASCO BOCA ANCHA TRANSPARENTE TAPA AZUL 50ML,107.0,2,0.000505,0.930351,B
5537,FRASCO VIDRIO AMBAR IMPORTADO 100ML C/TAPA Y TAPON INTERNO.,105.4,9,0.000498,0.930849,B
5377,FRASCO VIDRIO AMBAR 50ML B18 TAPA ESPRAY,105.2,7,0.000497,0.931346,B
5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,105.0,7,0.000496,0.931842,B
5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON SOLO CHUPON Y PIPETA,105.0,1,0.000496,0.932338,B
5482,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO,105.0,6,0.000496,0.932834,B
5385,VASO GRADUADO DE POLIPROPILENO 100ML,105.0,7,0.000496,0.93333,B
10,EQUIPOS DE SEGURIDAD FILTROS 6003,104.0,1,0.000491,0.933821,B
5039,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,103.9,19,0.000491,0.934312,B
5348,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 250ML,103.0,5,0.000486,0.934798,B
5172,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,102.2,13,0.000483,0.935281,B
5602,PIPETA SEREOLOGICA GRADUADA VIDRIO 2ML,102.0,2,0.000482,0.935763,B
5438,GRADILLA PLASTIFICADA 48 TUBOS NACIONAL,100.0,7,0.000472,0.936235,B
5472,PAPEL FILTRO WHATMAN N41 DIAM 125MM (CJ100),100.0,3,0.000472,0.936707,B
6,MATERIAL MEDICO MASCARILLAS KN95 MAYFIELD,100.0,1,0.000472,0.937179,B
6,MATERIAL MEDICO,100.0,5,0.000472,0.937651,B
5135,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,99.7,10,0.000471,0.938122,B
5408,FIOLA VOLUMETRICA C/PICO 100ML,99.4,4,0.000469,0.938591,B
5164,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28 con tapa minigatillo negro,99.0,1,0.000468,0.939059,B
5412,PROBETA VIDRIO GRADUADA 1L,98.0,1,0.000463,0.939522,B
5386,VASO GRADUADO DE POLIPROPILENO 250ML-300ML,98.0,7,0.000463,0.939985,B
5448,PAPEL LENTE 100*150MM WHATMAN TISSUE 105 (CJ *50HJS),98.0,8,0.000463,0.940448,B
5466,BOLSAS ZIPLOC 5*8 (BLS100),98.0,4,0.000463,0.940911,B
5334,BOTELLA PET TRANSPARENTE 500ML B28 SIN TAPA,97.8,10,0.000462,0.941373,B
5495,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON,96.3,4,0.000455,0.941828,B
5398,FRASCO VIDRIO AMBAR 30ML B18 C/TAPA ESPRAY,96.0,4,0.000453,0.942281,B
5420,FRASCO PARA RIMEL 4ML C/TAPA (12CM - 1.5CM) INYEC.,96.0,6,0.000453,0.942734,B
6,MATERIAL MEDICO ALCOHOL 96,96.0,1,0.000453,0.943187,B
5464,BOLSAS ZIPLOC 9*14*  (BLS100),95.0,3,0.000449,0.943636,B
5057,PASTILLERO PVC/CRISTAL N°3 50GR TAPA Blanca,92.6,11,0.000437,0.944073,B
5527,VASO PRECIPITADO DE VIDRIO 25ML (BEAKER),92.5,10,0.000437,0.94451,B
6,MATERIAL MEDICO ESTUCHE DISECCION,92.5,1,0.000437,0.944947,B
5059,POTE PLASTICO PEAD BLANCO 1KG CON TAPA N°97,92.0,4,0.000435,0.945382,B
5545,REFRACTROMETRO ATC 0-32% BRIX,90.5,1,0.000427,0.945809,B
5560,LIPSTICK / BALSAMO LABIAL BLANCO 15ML,90.19999999999999,6,0.000426,0.946235,B
5102,SOPORTE UNIVERSAL C/BASE Y VARILLA PINTADA - INTEK mas abrazadera 4 puntos,90.0,1,0.000425,0.94666,B
5190,MECHERO DE ALCOHOL 250ML,90.0,7,0.000425,0.947085,B
5333,BOTELLA PET TRANSPARENTE 250ML B28 C/TAPA Y TAPON con tapa y tapon,90.0,1,0.000425,0.94751,B
5310,FRASCO PET TRANSPARENTE 250ML C/TAPA PRESS N24,90.0,7,0.000425,0.947935,B
5157,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18,89.5,7,0.000423,0.948358,B
5098,PROBADOR PLASTICO NATURAL FORMA BAJA 5ML CON TAPA ESPRAY,89.3,8,0.000422,0.94878,B
5401,PROBETA VIDRIO 25ML,88.0,5,0.000416,0.949196,B
5300,FRASCO VIDRIO TRANSPARENTE 15ML B18 C/TAPA ESPRAY,87.5,2,0.000413,0.949609,B
5436,PAPEL LENTE 105,87.0,4,0.000411,0.95002,C
5286,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24,85.5,13,0.000404,0.950424,C
5406,PUNTAS BLANCAS PARA PIPETA (B200U) bolsa *300,85.0,1,0.000401,0.950825,C
5056,PASTILLERO PVC/CRISTAL N°4 80GR T/ROSCA Blanca,84.5,9,0.000399,0.951224,C
5272,PROBADOR PLASTICO 10ML ESPRAY COLORES,84.1,11,0.000397,0.951621,C
10,EQUIPOS DE SEGURIDAD LENTES DE ALTO IMPACTO,84.0,1,0.000397,0.952018,C
5536,FRASCO VIDRIO AMBAR IMPORTADO 60ML C/TAPA Y TAPON INTERNO.,84.0,11,0.000397,0.952415,C
5078,GOTERO PLASTICO 7ML NATURAL S/P B15MM C/TAPA Y TAPON,83.7,7,0.000395,0.95281,C
5336,PET CAMPANA TRANSPARENTE 300ML S/T B28..,82.0,6,0.000387,0.953197,C
5577,POTE PROTEINA BLANCO 3.3 KG,81.5,4,0.000385,0.953582,C
5221,LATA DE ALUMINIO PLATEADA 100GR C/TAPA,81.1,8,0.000383,0.953965,C
5055,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA DISPENSADOR GEL,80.6,5,0.000381,0.954346,C
5016,FRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLA,80.5,6,0.00038,0.954726,C
5320,POTE VIDRIO AMBAR 200GR B45 C/TAPA,80.3,9,0.000379,0.955105,C
5269,TERMOMETRO DIGITAL DE VASTAGO PARA COCINA DE 30CM,80.0,3,0.000378,0.955483,C
5455,FIOLA 50ML,80.0,1,0.000378,0.955861,C
5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,79.5,2,0.000375,0.956236,C
5341,GUANTES BOX*100UND,79.0,4,0.000373,0.956609,C
5103,TUBO DE ENSAYO DE VIDRIO 12*75MM (PAQ 250UND),78.5,6,0.000371,0.95698,C
5328,ROLL-ON VIDRIO TRANSPARENTE 50ML C/TAPA BLANCA,78.4,5,0.00037,0.95735,C
5491,PIPETAS PASTEUR ESTRILES 1ML BX100 milimetrada de vidrio 1ml zul,78.0,1,0.000368,0.957718,C
5175,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28,77.0,6,0.000364,0.958082,C
5270,PIPETEADOR DE CREMALLERA VERDE (PUMP) 10ML VERDE  Y AZUL,76.0,1,0.000359,0.958441,C
5317,FRASCO PARA GEL 30ML DE CARTERA con alcohol,75.0,1,0.000354,0.958795,C
5485,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON,75.0,2,0.000354,0.959149,C
5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON precinto de seguridad grueso,75.0,1,0.000354,0.959503,C
5477,CONDUCTIMETRO Y TDS DIGITAL CON SENSOR DE TEMPERATURA,75.0,2,0.000354,0.959857,C
5115,POTE CREMERO VIDRIO PAVONADO 30GR CON LAINA Y TAPA FALTA ENTREGAR TODO,75.0,1,0.000354,0.960211,C
5176,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN,74.7,10,0.000353,0.960564,C
5041,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,74.6,7,0.000352,0.960916,C
5030,PASTILLERO PLASTICO NEGRO 60GR CON TAPA,73.8,5,0.000349,0.961265,C
5099,PROBADOR PLASTICO 5ML ESPRAY COLORES,72.3,9,0.000341,0.961606,C
5302,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 250ML MATRAZ,72.0,1,0.00034,0.961946,C
5264,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML PLASTICO,72.0,1,0.00034,0.962286,C
5214,FRASCO GOTERO VIDRIO TRANSPARENTE 20ML C/TAPA Y CHUPON,71.2,7,0.000336,0.962622,C
5450,PHMETRO DIGITAL AMARILLO y conductimetro,70.0,1,0.000331,0.962953,C
5427,TAPA GASEOSA B28 NEGRO,70.0,2,0.000331,0.963284,C
5523,GOTERO VIDRIO AMBAR 15ML B18 C/TAPA Y CHUPON C/SEGURO verde,70.0,1,0.000331,0.963615,C
5200,FRASCO PET BOLON 400ML TRANSPARENTE C/TAPA ESPRAY PISTOLA N28,69.5,7,0.000328,0.963943,C
5397,FRASCO VIDRIO AMBAR 20ML B18 C/TAPA ESPRAY,69.3,5,0.000327,0.96427,C
5237,BOMBA ATOMIZADORA ACANALADO N28 410 NEGRO,68.4,10,0.000323,0.964593,C
5552,CREMERO SIMPLE 30GR C/ TAPA Y LAINA NEGRO,68.0,12,0.000321,0.964914,C
5015,POTE PLASTICO 1KG B110 BLANCO C/TAPA productos varios,67.7,1,0.00032,0.965234,C
5497,CAJA PARA PORTAOBJETOS *25UND,67.5,6,0.000319,0.965553,C
5129,ESPATULA MANGO DE MADERA 20 CM,67.0,5,0.000316,0.965869,C
5343,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 100ML,66.0,5,0.000312,0.966181,C
6,"MATERIAL MEDICO mascarillas, estuche, mango bisturi, bisturi, estuche diseccion",64.0,1,0.000302,0.966483,C
5522,PLACA PETRI DE VIDRIO 60,63.5,5,0.0003,0.966783,C
5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,63.5,7,0.0003,0.967083,C
5417,ESPATULA ASA DRIGALSKI DE VIDRIO,63.0,1,0.000298,0.967381,C
5134,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA FALTAN 5 NEGROS Y 4 FUCSIA,62.5,1,0.000295,0.967676,C
5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,61.5,6,0.00029,0.967966,C
5389,PROBADOR VIDRIO 1ML TAPON PLUMILLA,61.5,4,0.00029,0.968256,C
5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA con tapa,60.0,1,0.000283,0.968539,C
5341,GUANTES BOX*100UND NITRILO AZUL L,60.0,1,0.000283,0.968822,C
5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,59.5,5,0.000281,0.969103,C
5283,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.,58.5,5,0.000276,0.969379,C
5450,PHMETRO DIGITAL AMARILLO +3 REPUESTOS 9.00,58.0,1,0.000274,0.969653,C
5177,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63 TAPA NEGRA,57.5,1,0.000272,0.969925,C
5291,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON,56.7,6,0.000268,0.970193,C
5494,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO 16*150MM,56.5,9,0.000267,0.97046,C
5251,VASO DAPPEN,56.5,10,0.000267,0.970727,C
5346,PHMETRO COMBO SUELOS 4 EN 1 (PH-HUMEDAD-TEMP-LUZ SOLAR) TPH01803 con bateria,55.0,1,0.00026,0.970987,C
5097,BURETA DE VIDRIO GRADUADO DE 25 ML CON LLAVE DE VIDRIO bureta de 50ML,55.0,1,0.00026,0.971247,C
5201,VIAL VIDRIO TRANSPARENTE 20ML B20 C/TAPON BUTILO GRIS N20 con tapa de aluminio,55.0,1,0.00026,0.971507,C
5111,MECHERO BUNSEN PLOMO,55.0,1,0.00026,0.971767,C
5363,FRASCO CUADRADRO 387ML C/TAPA 63,54.599999999999994,2,0.000258,0.972025,C
5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO. con tapa dispensador,54.0,1,0.000255,0.97228,C
5258,PIPETAS PASTEUR ESTRILES 5ML (BLS100),53.0,7,0.00025,0.97253,C
5136,FRASCO MINI PARA AROMATIZADOR VIDRIO 6ML C/TAPA,52.5,3,0.000248,0.972778,C
5367,FRASCO 4 ONZAS C/TAPA 63 TAPA NEGRA,52.5,1,0.000248,0.973026,C
5064,GATILLO PULVERIZADOR 28/410 punta de acero,51.6,1,0.000244,0.97327,C
5325,POTE VIDRIO AMBAR IMPORTADO 120GR B/38 C/TAPA,51.2,6,0.000242,0.973512,C
5100,PINZA PARA TUBO DE ENSAYO DE METAL 11.5CM,51.0,2,0.000241,0.973753,C
5179,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53 FALTAN 26 PLATEADA,50.0,1,0.000236,0.973989,C
5007,TAPA DISPENSADORA BLANCO B28MM por cambio de otro producto,50.0,1,0.000236,0.974225,C
5473,PAPEL FILTRO WHATMAN N4 DIAM 125MM (CJ100),50.0,2,0.000236,0.974461,C
5307,LUGOL PARASITOLOGICO MRCS,50.0,1,0.000236,0.974697,C
5585,FRASCO VIDRIO AZUL 30ML B/18 TAPA ESPRAY,50.0,1,0.000236,0.974933,C
5264,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML MATRAZ,50.0,1,0.000236,0.975169,C
5353,FRAGANCIA CHICA FRESA 10ML,50.0,2,0.000236,0.975405,C
5381,FRASCO VIDRIO AZUL 50ML B/18 TAPA ESPRAY,49.4,5,0.000233,0.975638,C
5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,48.75,2,0.00023,0.975868,C
5160,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28,48.0,5,0.000227,0.976095,C
5115,POTE CREMERO VIDRIO PAVONADO 30GR CON LAINA Y TAPA 50 GR,48.0,2,0.000227,0.976322,C
5315,FRASCO PLASTICO INSECTICIDA 125ML C/TAPA Y TAPON,48.0,4,0.000227,0.976549,C
5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28 TAPA DISPENSADOR,48.0,1,0.000227,0.976776,C
5215,LATA DE ALUMINIO NEGRO 15GR C/TAPA,47.7,6,0.000225,0.977001,C
5539,FRASCO PET AMBAR 120ML B28 C/TAPA TRIGGER,47.5,6,0.000224,0.977225,C
5532,PET TRANSPARENTE 75ML TAPA DISPENSADOR B20,47.1,5,0.000222,0.977447,C
5049,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 30GR CON TAPA Y LAINA,47.0,4,0.000222,0.977669,C
5446,PUNTERA DE 100-1000 UL AZUL GRADUADA (BLS *500UND),47.0,2,0.000222,0.977891,C
5153,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18,46.5,2,0.00022,0.978111,C
5531,PET TRANSPARENTE 120ML TAPA DISPENSADOR B20,46.0,4,0.000217,0.978328,C
5220,LATA DE ALUMINIO NEGRO 50GR C/TAPA,45.9,4,0.000217,0.978545,C
5306,AZUL METILENO 500ML,45.0,1,0.000213,0.978758,C
5542,TRIPODE,45.0,2,0.000213,0.978971,C
6,MATERIAL MEDICO PINZA DE DISECCION,45.0,1,0.000213,0.979184,C
5156,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18,44.5,3,0.00021,0.979394,C
5453,FRASCO BULLET 120ML C/TAPA ATOMIZADOR tapa trigger,42.5,1,0.000201,0.979595,C
5613,SOLO TRIGGER MINI GATILLO BLANCO B24 con frasco gatillo. Se aumentan 8 de anterior factura,42.0,1,0.000198,0.979793,C
6,MATERIAL MEDICO lactodensimetro,42.0,1,0.000198,0.979991,C
5529,LACTODENSIMETRO CON TERMOMETRO RANGO 0-40 BOECO,40.0,1,0.000189,0.98018,C
5496,VASO DE PLASTICO 500ML,40.0,4,0.000189,0.980369,C
5023,"FRASCO PET TRANSPARENTE 30ML C/TAPA FLIT TOP N18 falta entregar 50 jebes de colores variados, falta cancelar 20 soles",40.0,1,0.000189,0.980558,C
5048,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28 tapa spray gatilllo,40.0,1,0.000189,0.980747,C
5620,bolsa ziploc 8*10,40.0,1,0.000189,0.980936,C
5505,CUCHARA PLASTICO 10GR,39.2,4,0.000185,0.981121,C
5298,PROBETA VIDRIO TRANSPARENTE 500ML,39.0,1,0.000184,0.981305,C
5478,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA tapa varios,39.0,1,0.000184,0.981489,C
5048,FRASCO PLASTICO BLANCO 1LT CON TAPA Y TAPON N28 dispensador,39.0,1,0.000184,0.981673,C
5051,TAPA DE PLASTICO ROSCA,39.0,2,0.000184,0.981857,C
5293,PERFUME VIDRIO TRANSPARENTE CUADRADO 30ML TAPA ESPRAY METALIZADA N18,38.3,4,0.000181,0.982038,C
5579,FRASCO ESMALTE VIDRIO TRANSPARENTE 15ML CON BROCHA Y TAPA,38.0,3,0.000179,0.982217,C
5138,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL reintegro por compra anterior. error de sistema,37.5,1,0.000177,0.982394,C
5086,VASO PRECIPITADO DE VIDRIO FORMA ALTA 250 ML (BEAKER),37.5,3,0.000177,0.982571,C
5152,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18,37.4,6,0.000177,0.982748,C
5270,PIPETEADOR DE CREMALLERA VERDE (PUMP) 10ML,36.5,2,0.000172,0.98292,C
5607,TUBO PARA BRILLO LABIAL 10ML GLOSS,36.0,1,0.00017,0.98309,C
5036,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM Con tapa press,36.0,1,0.00017,0.98326,C
5333,BOTELLA PET TRANSPARENTE 250ML B28 C/TAPA Y TAPON con tapa dispensador,36.0,2,0.00017,0.98343,C
5239,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO con tapa aluminio,35.0,1,0.000165,0.983595,C
6,MATERIAL MEDICO MASCARILLAS QUIRURGICAS,35.0,1,0.000165,0.98376,C
6,MATERIAL MEDICO BASTON,35.0,1,0.000165,0.983925,C
5588,TAPA DISPENSADORA NEGRO B28MM,35.0,6,0.000165,0.98409,C
5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28 tapa  dispensador b28,35.0,1,0.000165,0.984255,C
5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,35.0,2,0.000165,0.98442,C
5437,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND),34.5,4,0.000163,0.984583,C
5556,FRASCO GOTERO INTERNO VIDRIO AMBAR 15ML B18 C/TAPA,34.0,2,0.000161,0.984744,C
5329,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML C/TAPA BAQUELITA B18,33.4,4,0.000158,0.984902,C
5290,ALCOHOL PADS,33.0,2,0.000156,0.985058,C
5507,FRASCO GOTERO VIDRIO AZUL 100ML C/TAPA Y CHUPON,33.0,2,0.000156,0.985214,C
