product,product_label,leiden_community,connected_component
PRODUCT:5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,4,0
PRODUCT:5205,LATA DE ALUMINIO PLATEADO 15GR C/TAPA,1,0
PRODUCT:5206,LATA DE ALUMINIO PLATEADA 50GR C/TAPA,1,0
PRODUCT:5207,LATA DE ALUMINIO PLATEADA 30GR C/TAPA,1,0
PRODUCT:5208,FRASCO PET TRANSPARENTE 30ML C/TAPA PRESS N20,0,0
PRODUCT:5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,0,0
PRODUCT:5211,PROBETA VIDRIO TRANSPARENTE 250ML,5,0
PRODUCT:5212,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,0,0
PRODUCT:5213,FRASCO PET TRANSPARENTE ESPUMERO 200ML C/ TAPA,0,0
PRODUCT:5214,FRASCO GOTERO VIDRIO TRANSPARENTE 20ML C/TAPA Y CHUPON,6,0
PRODUCT:5215,LATA DE ALUMINIO NEGRO 15GR C/TAPA,1,0
PRODUCT:5216,FRASCO PET TRANSPARENTE 60ML C/TAPA Y TAPON N28,0,0
PRODUCT:5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,0,0
PRODUCT:5218,FRASCO PET TRANSPARENTE ALTO 120ML C/TAPA Y TAPON N28,0,0
PRODUCT:5219,LATA DE ALUMINIO NEGRO 30GR C/TAPA,1,0
PRODUCT:5220,LATA DE ALUMINIO NEGRO 50GR C/TAPA,1,0
PRODUCT:5221,LATA DE ALUMINIO PLATEADA 100GR C/TAPA,1,0
PRODUCT:5222,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,0,0
PRODUCT:5223,PROPIPETA VERDE 10ML,5,0
PRODUCT:5224,VASO VIDRIO BORO GRADUADO 2LT,5,0
PRODUCT:5227,TAPON BUTILO COLOR GRIS N20,10,0
PRODUCT:5228,VIAL VIDRIO TRANSPARENTE 7ML B20 C/TAPA BUTILO COLOR GRIS,10,0
PRODUCT:5229,BOMBA ATOMIZADORA ACANALADO 20 410 BLANCO,1,0
PRODUCT:5230,BOMBA ATOMIZADORA ACANALADO N28 410 FUCSIA,1,0
PRODUCT:5231,BOMBA ATOMIZADORA ACANALADO 20 410 TRANSPARENTE,0,0
PRODUCT:5232,BOMBA ATOMIZADORA ACANALADO 20/410 NEGRO,1,0
PRODUCT:5233,BOMBA ATOMIZADORA ACANALADO 20/410 CELESTE,1,0
PRODUCT:5234,BOMBA ATOMIZADORA ACANALADO N20 410 FUCSIA,1,0
PRODUCT:5235,BOMBA ATOMIZADORA ACANALADO N28 410 BLANCO,1,0
PRODUCT:5236,BOMBA ATOMIZADORA ACANALADO N28 410 TRANSPARENTE,0,0
PRODUCT:5237,BOMBA ATOMIZADORA ACANALADO N28 410 NEGRO,1,0
PRODUCT:5238,BOMBA ATOMIZADORA ACANALADO N28 410 CELESTE,1,0
PRODUCT:5239,VIAL VIDRIO TRANSPARENTE 10ML B20 C/TAPA BUTILO,10,0
PRODUCT:5240,VIAL VIDRIO TRANSPARENTE ALTO 15ML B20,10,0
PRODUCT:5241,VIAL VIDRIO TRANSPARENTE 30ML B20,10,0
PRODUCT:5242,VIAL VIDRIO TRANSPARENTE 50ML N20,10,0
PRODUCT:5243,VIAL VIDRIO TRANSPARENTE 100ML B20,10,0
PRODUCT:5244,VIAL VIDRIO TRANSPARENTE 5ML B20 C/TAPA BUTILO GRIS,10,0
PRODUCT:5245,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA BAQUELITA N24 Y LAINA SILICONA,3,0
PRODUCT:5246,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,6,0
PRODUCT:5247,FRASCO VIDRIO TRANSPARENTE 30ML C/TAPA Y TAPON N18,3,0
PRODUCT:5248,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,3,0
PRODUCT:5249,SOLO MINI TRIGGER NEGRO B28,1,0
PRODUCT:5250,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL,9,2
PRODUCT:5252,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,6,0
PRODUCT:5253,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,0,0
PRODUCT:5254,POTE ACRILICO 5GR C/TAPA ROSCA,14,3
PRODUCT:5256,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA,4,0
PRODUCT:5257,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA,5,0
PRODUCT:5259,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 1L NIU S/20.0,2,0
PRODUCT:5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,6,0
PRODUCT:5261,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15,1,0
PRODUCT:5262,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15,1,0
PRODUCT:5263,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15,1,0
PRODUCT:5264,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML,2,0
PRODUCT:5265,PIPETA SEREOLOGICA GRADUADA VIDRIO 5ML - CITOGLAS,5,0
PRODUCT:5270,PIPETEADOR DE CREMALLERA VERDE (PUMP) 10ML,5,0
PRODUCT:5272,PROBADOR PLASTICO 10ML ESPRAY COLORES,1,0
PRODUCT:5273,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,6,0
PRODUCT:5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,6,0
PRODUCT:5275,SOLO TAPA PRESS N28.,1,0
PRODUCT:5276,POTE CREMERO DOBLE FONDO BLANCO IMPORTADO 30GR C/TAPA Y LAINA,8,0
PRODUCT:5277,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL,8,0
PRODUCT:5278,POTE PASTILLERO PLASTICO BLANCO 19GR C/TAPA B/20,4,0
PRODUCT:5279,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20,4,0
PRODUCT:5280,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20,4,0
PRODUCT:5281,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON,6,0
PRODUCT:5282,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.,6,0
PRODUCT:5283,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.,6,0
PRODUCT:5284,TAPON IMPORTADO B28,1,0
PRODUCT:5285,SOLO MINI TRIGGER BLANCO B28,1,0
PRODUCT:5286,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24,0,0
PRODUCT:5287,POTE PLASTICO BLANCO TIPO FROTACION 50GR C/TAPA,4,0
PRODUCT:5288,POTE PLASTICO BLANCO TIPO FROTACION 100GR C/TAPA,4,0
PRODUCT:5289,TAPON PLASTICO IMPORTADO N28,1,0
PRODUCT:5291,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON,3,0
PRODUCT:5292,FRASCO ROLL-ON VIDRIO TRANSPARENTE 7ML C/TAPA Y TAPON,3,0
PRODUCT:5293,PERFUME VIDRIO TRANSPARENTE CUADRADO 30ML TAPA ESPRAY METALIZADA N18,3,0
PRODUCT:5295,FRASCO PLASTICO NEGRO 350ML C/TAPA ESPRAY MINI PISTOLA N24,7,0
PRODUCT:5296,FRASCO PET NEGRO 250ML C/TAPA ESPRAY MINI PISTOLA N24,0,0
PRODUCT:5297,PET COLORES CILINDRICO 120ML TAPA PRESS N20,0,0
PRODUCT:5298,PROBETA VIDRIO TRANSPARENTE 500ML,5,0
PRODUCT:5299,FRASCO VIDRIO TRANSPARENTE 50ML B18 C/TAPA ESPRAY,3,0
PRODUCT:5300,FRASCO VIDRIO TRANSPARENTE 15ML B18 C/TAPA ESPRAY,3,0
PRODUCT:5302,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 250ML,2,0
PRODUCT:5303,TUBO DE ENSAYO DE VIDRIO 13*100MM (bx250u),9,2
PRODUCT:5306,AZUL METILENO 500ML,2,0
PRODUCT:5308,TUVO CONICO TAPA AZUL 50ML C/FALDON,2,0
PRODUCT:5310,FRASCO PET TRANSPARENTE 250ML C/TAPA PRESS N24,0,0
PRODUCT:5311,PROBETA PLASTICO 1L,4,0
PRODUCT:5312,VIDRIO TUBULAR 20ML C/TAPA BAQUELITA N24 Y LAINA CARTON PTFE,3,0
PRODUCT:5313,FRASCO PET DE COLORES CILINDRICO 120ML C/TAPA ESPRAY N20,0,0
PRODUCT:5314,POTE PET TRANSPARENTE 1KG C/TAPA,5,0
PRODUCT:5315,FRASCO PLASTICO INSECTICIDA 125ML C/TAPA Y TAPON,7,0
PRODUCT:5316,GOTERO VIDRIO AMBAR 30ML C/TAPA Y CHUPON C/SEGURO,6,0
PRODUCT:5317,FRASCO PARA GEL 30ML DE CARTERA,0,0
PRODUCT:5318,FRASCO PET BLANCO 60ML C/TAPA PRESS N20,0,0
PRODUCT:5320,POTE VIDRIO AMBAR 200GR B45 C/TAPA,2,0
PRODUCT:5321,BOMBA DISPENSADORA PARA GALONERA 28/410 ACANALADO COLOR BLANCO,1,0
PRODUCT:5322,FRASCO VIDRIO TRANSPARENTE 100ML PERFUME C/TAPA SPRAY METALIZADO N18,3,0
PRODUCT:5323,VASO DOSIFICADOR PLASTICO GRADUADO 15ML,4,0
PRODUCT:5324,FRASCO BLANCO TIPO LAVABAJILLA 650ML C/TAPA FLIT TOP B28,7,0
PRODUCT:5325,POTE VIDRIO AMBAR IMPORTADO 120GR B/38 C/TAPA,2,0
PRODUCT:5327,FRASCO PET 1LT TRANSPARENTE C/TAPA Y TAPON N28.,0,0
PRODUCT:5328,ROLL-ON VIDRIO TRANSPARENTE 50ML C/TAPA BLANCA,3,0
PRODUCT:5329,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML C/TAPA BAQUELITA B18,3,0
PRODUCT:5331,BOTELLA PET TRANSPARENTE 120ML B28 SIN TAPA,0,0
PRODUCT:5333,BOTELLA PET TRANSPARENTE 250ML B28 C/TAPA Y TAPON,0,0
