product,product_label,leiden_community,connected_component
PRODUCT:5334,BOTELLA PET TRANSPARENTE 500ML B28 SIN TAPA,0,0
PRODUCT:5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA,0,0
PRODUCT:5336,PET CAMPANA TRANSPARENTE 300ML S/T B28..,0,0
PRODUCT:5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,5,0
PRODUCT:5338,TAPA CHUPON BLANCO B28,1,0
PRODUCT:5339,FRASCO DE VIDRIO AMBAR 200ML BOCA 28,2,0
PRODUCT:5340,FRASCO PET COLORES BOSTON 120ML C/TAPA ESPRAY B20,0,0
PRODUCT:5342,FRASCO DE VIDRIO BOCA ANCHA TRANSPARENTE TAPA AZUL 100ml,2,0
PRODUCT:5343,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 100ML,2,0
PRODUCT:5344,TAPA FLIT TOP B28,1,0
PRODUCT:5347,BAGUETA O VARILLA DE VIDRIO 30ML,6,0
PRODUCT:5348,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 250ML,2,0
PRODUCT:5349,BURETA DE VIDRIO GRADUADO DE 10ML CON LLAVE DE VIDRIO,5,0
PRODUCT:5359,FRASCO VIDRIO TRANSPARENTE 1.7 LT CON T/100,3,0
PRODUCT:5360,POTE VIDRIO TRANSPARENTE 1L C/TAPA 100,5,0
PRODUCT:5361,FRASCO ESPARRAGUERO 370ML C/TAPA 63,0,0
PRODUCT:5365,FRASCO VID TRANSPARENTE 370ML BAJO C/TAPA 77,0,0
PRODUCT:5368,POTE VIDRIO TRANSPARENTE 315ML C/TAPA 63,5,0
PRODUCT:5370,FRASCO VIDRIO TRANSPARENTE ESPARRAGUERO 315ML C/TAPA 63,3,0
PRODUCT:5372,FRASCO VIDRIO TRANSPARENTE 458ML C/TAPA 82,3,0
PRODUCT:5374,TAPA METALICA N82 DORADO,1,0
PRODUCT:5375,TAPA METALICA N82 NEGRO,1,0
PRODUCT:5377,FRASCO VIDRIO AMBAR 50ML B18 TAPA ESPRAY,2,0
PRODUCT:5378,FRASCO VIDRIO AMBAR 15ML B18 TAPA ESPRAY,2,0
PRODUCT:5379,GOTERO VIDRIO AZUL 30ML C/TAPA Y CHUPON,6,0
PRODUCT:5380,GOTERO VIDRIO AZUL 50ML C/TAPA Y CHUPON,6,0
PRODUCT:5381,FRASCO VIDRIO AZUL 50ML B/18 TAPA ESPRAY,3,0
PRODUCT:5383,PROBETA DE PLASTICO GRADUADA PROBETA DE PLASTICO GRADUADA 500 ML,4,0
PRODUCT:5384,VASO DE VIDRIO BORO GRADUADO 10ML,5,0
PRODUCT:5385,VASO GRADUADO DE POLIPROPILENO 100ML,5,0
PRODUCT:5386,VASO GRADUADO DE POLIPROPILENO 250ML-300ML,4,0
PRODUCT:5387,FRASCO VIDRIO ROSADO 10ML C/TAPA ESPRAY N18,3,0
PRODUCT:5388,FRASCO VIDRIO ROSADO 30ML C/TAPA ESPRAY N18,3,0
PRODUCT:5389,PROBADOR VIDRIO 1ML TAPON PLUMILLA,3,0
PRODUCT:5390,FRASCO TUBULAR VIDRIO TRANSPARENTE 3ML T/BAQUELITA N13,3,0
PRODUCT:5391,FRASCO TUBULAR VIDRIO TRANSPARENTE 4ML T/BAQUELITA N13,3,0
PRODUCT:5392,FRASCO TUBULAR VIDRIO TRANSPARENTE 5ML T/BAQUELITA N13,3,0
PRODUCT:5393,FRASCO PET BLANCO 60ML C/TAPA FLIP TOP N20,0,0
PRODUCT:5394,PET TRANSPARENTE 10ML C/GOTERO CHUPON N18,6,0
PRODUCT:5395,GOTERO PET TRANSPARENTE 20ML N18,6,0
PRODUCT:5396,GOTERO PET TRANSPARENTE 30ML C/ TAPA Y CHUPON N18,6,0
PRODUCT:5397,FRASCO VIDRIO AMBAR 20ML B18 C/TAPA ESPRAY,2,0
PRODUCT:5398,FRASCO VIDRIO AMBAR 30ML B18 C/TAPA ESPRAY,2,0
PRODUCT:5400,GOTERO  VIDRIO AMBAR 30ML TAPA METALIZADA DORADA Y CHUPON,6,0
PRODUCT:5401,PROBETA VIDRIO 25ML,5,0
PRODUCT:5402,MATRAZ ERLENMEYER DE VIDRIO BORO 100ML,2,0
PRODUCT:5403,MATRAZ ERLENMEYER DE VIDRIO 1L,5,0
PRODUCT:5404,FRASCO BOCA ANCHA TRANSPARENTE TAPA AZUL 50ML,2,0
PRODUCT:5409,FIOLA VOLUMETRICA GRADUADO DE VIDRIO 1000ML - BOECO,5,0
PRODUCT:5412,PROBETA VIDRIO GRADUADA 1L,5,0
PRODUCT:5414,PET JABONERA 37GR 400ML C/TAPA DISPENSADOR B28,1,0
PRODUCT:5415,BOTELLA PET TRANSPARENTE 30ML B28 C/TAPA,0,0
PRODUCT:5418,FRASCO PERFUME 100ML C/TAPA CHUPON DORADO IMPORTADO,6,0
PRODUCT:5419,GOTERO PLASTICO BLANCO 30ML C/TAPA Y TAPON N15,1,0
PRODUCT:5420,FRASCO PARA RIMEL 4ML C/TAPA (12CM - 1.5CM) INYEC.,2,0
PRODUCT:5421,FRASCO GOTERO VIDRIO VERDE 10ML C/TAPA Y CHUPON,6,0
PRODUCT:5422,FRASCO GOTERO VIDRIO VERDE 30ML C/TAPA Y CHUPON,6,0
PRODUCT:5424,GRADILLA CUBIERTA DE PLASTICO 3*4,4,0
PRODUCT:5425,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 100GR C/TAPA Y LAINA,8,0
PRODUCT:5427,TAPA GASEOSA B28 NEGRO,1,0
PRODUCT:5428,PET TRANSPARENTE 100ML TAPA DISPENSADOR B20,0,0
PRODUCT:5437,TUBO CONICO C/TAPA ROSCA NO ESTERIL DE 10ML (BLS*100UND),9,2
PRODUCT:5439,GRADILLA DE PLASTICO 60 TUBOS  DE 10 Y/O 15ML,4,0
PRODUCT:5441,TAPA PLASTICA GASEOSA BLANCO,1,0
PRODUCT:5449,FRASCO VIDRIO TRANSPARENTE ALIMENTO 250ML T/63,3,0
PRODUCT:5451,SOLO FRASCO PET CAMPANA 500ML,0,0
PRODUCT:5452,GALONERA NATURAL 4L C/TAPA Y TAPON,1,0
PRODUCT:5453,FRASCO BULLET 120ML C/TAPA ATOMIZADOR,0,0
PRODUCT:5456,POTE PLASTICO TIPO PROTEINA BLANCO 1KG C/TAPA,4,0
PRODUCT:5457,POTE PLASTICO TIPO PROTEINA NEGRO 1KG C/TAPA,4,0
PRODUCT:5461,MATRAZ ERLENMEYER DE VIDRIO BORO 50ML g-,6,0
PRODUCT:5463,FRASCO VIDRIO AZUL 20ML B/18 TAPA ESPRAY,3,0
PRODUCT:5464,BOLSAS ZIPLOC 9*14*  (BLS100),12,5
PRODUCT:5465,BOLSAS ZIPLOC 7*10 (BLS100),12,5
PRODUCT:5466,BOLSAS ZIPLOC 5*8 (BLS100),12,5
PRODUCT:5468,FRASCO VIDRIO AZUL 30ML B/18 TAPA MINIGEL,3,0
PRODUCT:5478,FRASCO CILINDRO PET TRANSPARENTE 250ML B28 SIN TAPA,0,0
PRODUCT:5479,PROBADOR PLASTICO NATURAL CON ATOMIZDOR 10ML,1,0
PRODUCT:5480,PROBADOR PLASTICO NATURAL C/GANCHO CON ATOMIZDOR 10ML,1,0
PRODUCT:5481,ENVASE PEAD BIDON *20LT VERDE C/TAPA Y TAPON,7,0
PRODUCT:5482,FRASCO VIDRIO 85ML T/43 C/TAPA PLASTICO N43 BLANCO,7,0
PRODUCT:5485,GOTERO VIDRIO AZUL 5ML C/TAPA Y CHUPON,6,0
PRODUCT:5488,FRASCO GOTERO VIDRIO TRANSPARENTE 50ML C/TAPA Y CHUPON,6,0
PRODUCT:5489,"GRADILLA MULTIFUNCIONAL PARA TUBOS CONICOS DE 10ML, 15ML Y 50ML",5,0
PRODUCT:5490,VASO GRADUADO DE PLASTICO 500ML,4,0
PRODUCT:5495,FRASCO PLASTICO INSECTICIDA 250ML C/TAPA Y TAPON,7,0
PRODUCT:5496,VASO DE PLASTICO 500ML,4,0
PRODUCT:5498,FRASCO PET AMBAR 120ML C/TAPA Y TAPON N28,0,0
PRODUCT:5499,POTE DOBLE FONDO BLANCO IMPORTADO 60GR C/TAPA Y LAINA,4,0
PRODUCT:5502,VIAL VIDRIO AMBAR 50ML B20,10,0
PRODUCT:5503,PRECINTO DE ALUMINIO PLATEADO #20,1,0
PRODUCT:5504,FRASCO BULLET 250 ML C/TAPA ATOMIZADOR B/24,0,0
PRODUCT:5505,CUCHARA PLASTICO 10GR,4,0
PRODUCT:5506,LAINA PLASTICO N58,4,0
PRODUCT:5507,FRASCO GOTERO VIDRIO AZUL 100ML C/TAPA Y CHUPON,6,0
PRODUCT:5508,FRASCO GOTERO VIDRIO VERDE 50ML C/TAPA Y CHUPON,6,0
PRODUCT:5509,TUBO COLAPSIBLE 30ML NATURAL C/TAPA,7,0
PRODUCT:5510,POTE DOBLE FONDO BLANCO IMPORTADO 120GR C/TAPA Y LAINA,4,0
PRODUCT:5511,POTE PET TRANSPARENTE 750ML C/TAPA,5,0
PRODUCT:5512,FRASCO VIDRIO TRANSPARENTE 370 RECTO P-L T/63,3,0
PRODUCT:5513,TUBO ENSAYO PYREX 13*100 (BX250) 10ml,9,2
PRODUCT:5514,PIPETA SEREOLOGICA GRADUADA VIDRIO 25ML,5,0
PRODUCT:5515,FIOLA DE VIDRIO 250ML,2,0
PRODUCT:5518,FRASCO PET DE COLORES BOSTON 120ML C/TAPA FLIP TOP N20,0,0
PRODUCT:5521,FRASCO DE VIDRIO BOCA ANCHA AMBAR TAPA AZUL 500ML,2,0
PRODUCT:5523,GOTERO VIDRIO AMBAR 15ML B18 C/TAPA Y CHUPON C/SEGURO,6,0
PRODUCT:5524,TAPA PRESS N20,10,0
PRODUCT:5525,PASTILLERO PLASTICO BLANCO 180ML C/TAPA,4,0
PRODUCT:5527,VASO PRECIPITADO DE VIDRIO 25ML (BEAKER),5,0
PRODUCT:5530,GALONERA PLASTICO NATURAL 1L B36 C/TAPA Y TAPON,1,0
PRODUCT:5531,PET TRANSPARENTE 120ML TAPA DISPENSADOR B20,0,0
PRODUCT:5532,PET TRANSPARENTE 75ML TAPA DISPENSADOR B20,0,0
PRODUCT:5533,FRASCO VIDRIO AMBAR IMPORTADO 125ML C/TAPA Y TAPON INTERNO.,2,0
PRODUCT:5534,FRASCO VIDRIO AMBAR IMPORTADO 250ML C/TAPA Y TAPON INTERNO.,2,0
PRODUCT:5535,FRASCO VIDRIO AMBAR IMPORTADO 500ML C/TAPA Y TAPON INTERNO.,2,0
PRODUCT:5536,FRASCO VIDRIO AMBAR IMPORTADO 60ML C/TAPA Y TAPON INTERNO.,2,0
PRODUCT:5537,FRASCO VIDRIO AMBAR IMPORTADO 100ML C/TAPA Y TAPON INTERNO.,2,0
PRODUCT:5538,FRASCO PET AMBAR 120ML B28 C/TAPA DISPENSADOR GEL,0,0
PRODUCT:5539,FRASCO PET AMBAR 120ML B28 C/TAPA TRIGGER,0,0
PRODUCT:5540,FRASCO PET AMBAR 120ML B28 C/TAPA SPRAY,0,0
PRODUCT:5546,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML C/TAPA Y CHUPON DORADO N18,3,0
PRODUCT:5549,GOTERO VIDRIO AMBAR 100ML TAPA METALIZADA DORADA Y CHUPON,6,0
PRODUCT:5550,GOTERO VIDRIO AMBAR 50ML TAPA METALIZADA DORADA Y CHUPON,6,0
PRODUCT:5551,TAPA FLIP TOP BLANCO N20,1,0
PRODUCT:5552,CREMERO SIMPLE 30GR C/ TAPA Y LAINA NEGRO,8,0
PRODUCT:5553,FRASCO PET BLANCO 60ML C/TAPA DISPENSADOR N20,0,0
PRODUCT:5554,FRASCO PET COLORES BOSTON 120ML C/TAPA DISPENSADOR B20,0,0
PRODUCT:5555,FRASCO GOTERO INTERNO VIDRIO AMBAR  50ML B18 C/TAPA,6,0
PRODUCT:5556,FRASCO GOTERO INTERNO VIDRIO AMBAR 15ML B18 C/TAPA,6,0
PRODUCT:5557,Gotero interno 50ml,6,0
PRODUCT:5558,FRASCO PET TRANSPARENTE 200ML CON TAPA SPRAY N24,0,0
PRODUCT:5559,FRASCO VIDRIO NEGRO 10ML C/TAPA Y TAPON N18,3,0
PRODUCT:5561,FRASCO ESMALTE VIDRIO TRANSPARENTE OVALADO 8ML CON BROCHA Y TAPA,3,0
PRODUCT:5562,POTE PLASTICO BLANCO 20GR CON TAPA B40,4,0
PRODUCT:5563,FRASCO PET AMBAR 60ML CON TAPA Y TAPON B28,0,0
PRODUCT:5564,FRASCO PET BLANCO 60ML C/TAPA SPRAY N20,0,0
PRODUCT:5565,FRASCO DE VIDRIO AMBAR BOCA ANCHA TAPA AZUL 1L,2,0
PRODUCT:5566,CEPILLO DE LIMPIEZA PARA PROBETA DE 100ML,5,0
PRODUCT:5567,CEPILLO DE LIMPIEZA PARA PROBETA DE 250ML,5,0
PRODUCT:5568,CEPILLO DE LIMPIEZA PARA PROBETA DE 500ML,5,0
PRODUCT:5569,FRASCO PEAD PLASTICO AMARILLO CILINDRO 350ML,7,0
PRODUCT:5570,FRASCO PEAD PLASTICO AMARILLO CILINDRO 150ML,7,0
PRODUCT:5571,BOMBA ATOMIZADORA ACANALADO N24/410 NEGRO,1,0
PRODUCT:5573,TAPA PILFER N°28,1,0
PRODUCT:5575,TUBO DE ENSAYO T/ROSCA 20*150MM - PYREX,9,2
PRODUCT:5576,FRASCO VIDRIO AMBAR 5ML B18 TAPA ESPRAY,2,0
PRODUCT:5577,POTE PROTEINA BLANCO 3.3 KG,4,0
PRODUCT:5579,FRASCO ESMALTE VIDRIO TRANSPARENTE 15ML CON BROCHA Y TAPA,3,0
PRODUCT:5580,POTE PROTEINA 3.3KG,4,0
PRODUCT:5581,SOLO TAPA SPRAY MINI PISTOLA NEGRA N20,5,0
PRODUCT:5583,FRASCO PET CAMPANA 300ML BLANCO C/T SPRAY PISTOLA PVE,0,0
PRODUCT:5584,SOLO TAPA ESPUMERO B28,1,0
PRODUCT:5585,FRASCO VIDRIO AZUL 30ML B/18 TAPA ESPRAY,3,0
PRODUCT:5586,ENVASE PEAD BLANCO CILINDRO 350ML,7,0
PRODUCT:5587,VASO DE PLASTICO GRADUADO ALTO RELIEVE 500ML ISOLAB,4,0
PRODUCT:5588,TAPA DISPENSADORA NEGRO B28MM,1,0
PRODUCT:5589,POTE CREMERO BLANCO 25ML PLASTICO,8,0
PRODUCT:5590,FIOLA 1L VIDRIO,5,0
PRODUCT:5591,BOLSAS ZIPLOC 10*15* (BLS100),12,5
PRODUCT:5592,BOLSAS ZIPLOC 4*8 (BLS100),12,5
PRODUCT:5593,FRASCO PET AZUL 250ML C/TAPA DISPENSADORA N24,0,0
PRODUCT:5594,POTE CREMERO SIMPLE C/ CINTILLO PLATEADO 200GR C/TAPA Y LAINA,8,0
PRODUCT:5595,FRASCO GOTERO INTERNO VIDRIO AZUL 10ML B/18 C/TAPA,6,0
PRODUCT:5596,CREMERO DE VIDRIO 50GR PAVONADO,8,0
PRODUCT:5597,POTE DE VIDRIO RECTO TRANPARENTE C/ TAPA METALIZADA 458ML,5,0
PRODUCT:5598,TAPA PRESS N°24,1,0
PRODUCT:5599,POTE PLASTICO BLANCO ALTO 300GR C/TAPA Y LAINA,4,0
PRODUCT:5600,POTE PLASTICO BLANCO 200GR C/TAPA Y LAINA,4,0
PRODUCT:5601,FRASCO PET AMBAR 60ML CON TAPA MINIGATILLO B28,0,0
PRODUCT:5602,PIPETA SEREOLOGICA GRADUADA VIDRIO 2ML,5,0
PRODUCT:5603,PIPETA SEREOLOGICA GRADUADA VIDRIO 3ML,5,0
PRODUCT:5604,SOLO TAPA GOTERO INTERNO Y TAPON N18,6,0
PRODUCT:5605,MATRAZ CON PICO KITAZATO DE VIDRIO 500ML,5,0
PRODUCT:5606,TUBO COLAPSIBLE 100ML BLANCO C/TAPA,7,0
PRODUCT:5607,TUBO PARA BRILLO LABIAL 10ML GLOSS,9,2
PRODUCT:5609,FRASCO VIDRIO TRANSPARENTE 100ML TAPA SPRAY METALIZADA,3,0
PRODUCT:5610,FRASCO LAVAVAJILLA PET 500ML S/TAPA,0,0
PRODUCT:5611,FRASCO PET TRANSPARENTE GATILLO 650ML MOD IP S/TAPA B28,0,0
PRODUCT:5612,PET JABONERA TRANSPARENTE 28GR 400ML S/TAPA B28,0,0
PRODUCT:5613,SOLO TRIGGER MINI GATILLO BLANCO B24,1,0
PRODUCT:5614,BURETA DE VIDRIO C/LLAVE TEFLON 50ML,6,0
PRODUCT:5616,TUBO DE ENSAYO T/ROSCA 20*125 PYREX,9,2
PRODUCT:5618,FRASCO PET AMBAR 250ML C/TAPA DISPENSADORA N24,0,0
PRODUCT:5619,TAPA DISPENSADORA PLASTICO B24,1,0
PRODUCT:6514,GOTERO VIDRIO AMBAR 20ML TAPA METALIZADA DORADA Y CHUPON,6,0
