product_id,supplier_norm,product_name,supplier,unit_cost,avg_unit_cost,capacity_units,purchase_lines,last_purchase,supplier_capacity,delivery_days
5108,IMPORTADORA ANDINA E I R L,EMBUDO DE VIDRIO DE BOROSILICATO DE 100MM,IMPORTADORA ANDINA E.I.R.L,10.86,10.86,6,1,2025-09-17,66,1
5109,CORPORACION PROMELAB E I R L,PINZA DE MADERA PARA TUBO DE ENSAYO,CORPORACION PROMELAB E.I.R.L.,2.0,2.125,5,4,2025-05-30,1250,1
5109,RIVERA BAILON CIRO FELIX,PINZA DE MADERA PARA TUBO DE ENSAYO,RIVERA BAILON CIRO FELIX,3.5,3.5,10,1,2025-09-08,62,1
5110,BIO CHEMICALSS S A C,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,BIO CHEMICALSS S.A.C.,6.0,6.0,12,1,2026-04-29,500,1
5110,CORPORACION PROMELAB E I R L,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,CORPORACION PROMELAB E.I.R.L.,5.0,6.0,10,6,2026-03-27,1250,1
5111,CORPORACION PROMELAB E I R L,MECHERO BUNSEN PLOMO,CORPORACION PROMELAB E.I.R.L.,35.0,41.25,2,4,2025-12-04,1250,1
5112,CORPORACION PROMELAB E I R L,LENTES DE PROTECCION DE MARCO NEGRO,CORPORACION PROMELAB E.I.R.L.,2.5,2.5,1,1,2025-04-28,1250,1
5113,CORPORACION PROMELAB E I R L,TERMOMETRO  DIGITAL DE VASTAGO PARA COCINA DE 15CM,CORPORACION PROMELAB E.I.R.L.,10.0,10.0,5,4,2025-07-22,1250,1
5113,MATRAZ PERU E I R L,TERMOMETRO  DIGITAL DE VASTAGO PARA COCINA DE 15CM,MATRAZ PERU E.I.R.L.,5.5,5.5,100,1,2025-10-06,1697,1
5114,CORPORACION PROMELAB E I R L,GRADILLA ACRILICA PARA 50 TUBOS,CORPORACION PROMELAB E.I.R.L.,10.0,10.0,12,11,2026-03-06,1250,1
5115,ENVIPLAST E I R L,POTE CREMERO VIDRIO PAVONADO 30GR CON LAINA Y TAPA,ENVIPLAST E.I.R.L.,2.0,2.0,80,5,2025-07-24,2050,1
5115,ESNA MEDIC INVERSIONES S A C,POTE CREMERO VIDRIO PAVONADO 30GR CON LAINA Y TAPA,ESNA MEDIC INVERSIONES S.A.C.,2.0,2.0,100,1,2025-11-11,3650,1
5116,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE TUBULAR 15ML CON TAPA BAQUELITA N18,ENVIPLAST E.I.R.L.,1.2,1.2,30,3,2025-07-21,2050,1
5117,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE TUBULAR 10ML CON TAPA BAQUELITA B/20,ENVIPLAST E.I.R.L.,1.1,1.1,40,4,2025-07-21,2050,1
5118,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,COMERCIAL FERRETERA SARASARA S.A.C.,1.0,1.0,25,1,2025-12-15,4424,3
5118,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,ENVIPLAST E.I.R.L.,1.0,1.0,50,3,2025-07-21,2050,1
5118,ESNA MEDIC INVERSIONES S A C,FRASCO VIDRIO TRANSPARENTE TUBULAR 5ML CON TAPA BAQUELITA N20,ESNA MEDIC INVERSIONES S.A.C.,1.0,1.0,50,1,2025-11-06,3650,1
5119,ENVIPLAST E I R L,FRASCO PET CAMPANA TRANSPARENTE 500ML B/28 TAPA ESPRAY PISTOLA..,ENVIPLAST E.I.R.L.,2.2,2.2,100,3,2025-06-25,2050,1
5120,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE 60ML B/20 C/TAPA DISPENSADOR,ENVIPLAST E.I.R.L.,1.0,1.0,100,3,2025-08-07,2050,1
5121,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE 30ML B/20 TAPA DISPENSADOR GEL,ENVIPLAST E.I.R.L.,1.0,1.0,100,4,2025-09-02,2050,1
5121,ESNA MEDIC INVERSIONES S A C,FRASCO PET TRANSPARENTE 30ML B/20 TAPA DISPENSADOR GEL,ESNA MEDIC INVERSIONES S.A.C.,1.0,1.0,250,1,2025-09-15,3650,1
5122,ENVIPLAST E I R L,POTE ACRILICO 10GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,1.0,1.222222,1000,9,2025-09-02,2050,1
5122,ESNA MEDIC INVERSIONES S A C,POTE ACRILICO 10GR C/TAPA ROSCA,ESNA MEDIC INVERSIONES S.A.C.,1.0,1.0,500,2,2025-10-10,3650,1
5123,ENVIPLAST E I R L,POTE VIDRIO AMBAR IMPORTADO 1KG C/TAPA,ENVIPLAST E.I.R.L.,6.0,6.333333,36,3,2026-04-09,2050,1
5124,COMERCIAL FERRETERA SARASARA S A C,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,COMERCIAL FERRETERA SARASARA S.A.C.,4.0,4.0,36,1,2025-12-27,4424,3
5124,ENVIPLAST E I R L,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,ENVIPLAST E.I.R.L.,3.7,3.9,25,3,2026-03-21,2050,1
5125,ENVIPLAST E I R L,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28,ENVIPLAST E.I.R.L.,0.8,1.475,50,4,2025-06-10,2050,1
5126,CORPORACION PROMELAB E I R L,BAGUETA O VARILLAS DE AGITACION DE VIDRIO 20CM,CORPORACION PROMELAB E.I.R.L.,2.0,2.0,12,9,2026-01-09,1250,1
5127,BIO CHEMICALSS S A C,CUCHARA CON ESPATULA DE METAL 20CM,BIO CHEMICALSS S.A.C.,22.0,22.0,4,1,2025-05-14,500,1
5127,CORPORACION PROMELAB E I R L,CUCHARA CON ESPATULA DE METAL 20CM,CORPORACION PROMELAB E.I.R.L.,4.0,7.0,11,6,2026-04-16,1250,1
5128,BIO CHEMICALSS S A C,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX,BIO CHEMICALSS S.A.C.,1.5,1.5,100,3,2026-04-30,500,1
5128,CORPORACION PROMELAB E I R L,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX,CORPORACION PROMELAB E.I.R.L.,1.5,1.5,20,1,2025-05-14,1250,1
5128,RIVERA BAILON CIRO FELIX,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX,RIVERA BAILON CIRO FELIX,2.7,2.7,50,1,2026-03-20,62,1
5129,CORPORACION PROMELAB E I R L,ESPATULA MANGO DE MADERA 20 CM,CORPORACION PROMELAB E.I.R.L.,6.0,7.0,2,2,2025-09-30,1250,1
5130,CORPORACION PROMELAB E I R L,LUNA DE RELOJ DE VIDRIO DE LABORATORIO 100MM G-,CORPORACION PROMELAB E.I.R.L.,7.0,7.5,10,2,2025-08-05,1250,1
5130,MATRAZ PERU E I R L,LUNA DE RELOJ DE VIDRIO DE LABORATORIO 100MM G-,MATRAZ PERU E.I.R.L.,2.8,2.8,130,1,2025-11-29,1697,1
5131,CORPORACION PROMELAB E I R L,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO  13*100MM,CORPORACION PROMELAB E.I.R.L.,0.6,2.4,10,4,2026-02-26,1250,1
5131,RIVERA BAILON CIRO FELIX,CEPILLO DE LIMPIEZA PARA TUBO DE ENSAYO  13*100MM,RIVERA BAILON CIRO FELIX,2.0,3.0,6,2,2026-03-20,62,1
5133,CORPORACION PROMELAB E I R L,CRIOVIAL C/TAPA PRESION DE 1.5ML NO ESTERIL (TUBO EPPENDORF BOLSA*500UND),CORPORACION PROMELAB E.I.R.L.,15.0,15.0,5,3,2025-11-03,1250,1
5134,COMERCIAL FERRETERA SARASARA S A C,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA,COMERCIAL FERRETERA SARASARA S.A.C.,1.8,1.8,50,1,2025-11-12,4424,3
5134,ENVIPLAST E I R L,POTE CREMERO VIDRIO TRANSPARENTE 50GR C/TAPA METALIZADA Y LAINA,ENVIPLAST E.I.R.L.,1.0,1.666667,100,6,2026-03-03,2050,1
5135,ENVIPLAST E I R L,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,ENVIPLAST E.I.R.L.,1.0,1.133333,50,3,2025-07-09,2050,1
5135,ESNA MEDIC INVERSIONES S A C,FRASCO ROLL-ON VIDRIO AMBAR 10ML C/TAPON Y TAPA,ESNA MEDIC INVERSIONES S.A.C.,1.2,1.2,50,2,2025-11-11,3650,1
5136,ENVIPLAST E I R L,FRASCO MINI PARA AROMATIZADOR VIDRIO 6ML C/TAPA,ENVIPLAST E.I.R.L.,1.2,1.85,25,2,2025-06-03,2050,1
5137,BIO CHEMICALSS S A C,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE,BIO CHEMICALSS S.A.C.,0.85,0.85,250,2,2025-10-15,500,1
5138,CORPORACION PROMELAB E I R L,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL,CORPORACION PROMELAB E.I.R.L.,0.5,0.56,750,5,2025-11-20,1250,1
5139,BIO CHEMICALSS S A C,PAPEL FILTRO RAPIDO X PLIEGO 50*50,BIO CHEMICALSS S.A.C.,2.0,2.0,2,1,2025-05-16,500,1
5139,CORPORACION PROMELAB E I R L,PAPEL FILTRO RAPIDO X PLIEGO 50*50,CORPORACION PROMELAB E.I.R.L.,1.1,1.536364,500,11,2025-12-03,1250,1
5140,CORPORACION PROMELAB E I R L,ASA DE SIEMBRA 1 UL/INOCULADOR AZUL (BOLSA 10 UND),CORPORACION PROMELAB E.I.R.L.,3.0,3.0,2,2,2026-04-04,1250,1
5141,CORPORACION PROMELAB E I R L,LAMINILLA CUBREOBJETO 22*22MM*100UND,CORPORACION PROMELAB E.I.R.L.,2.0,3.777778,30,9,2026-04-25,1250,1
5142,ENVIPLAST E I R L,FRASCO VIDRIO VERDE 5ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.0,1.05,25,2,2025-05-22,2050,1
5143,ENVIPLAST E I R L,FRASCO VIDRIO VERDE 10ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.2,1.2,1,1,2025-05-17,2050,1
5144,ENVIPLAST E I R L,FRASCO VIDRIO VERDE 15ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.0,1.1,25,2,2025-06-02,2050,1
5145,ENVIPLAST E I R L,FRASCO VIDRIO VERDE 20ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.2,1.2,1,1,2025-05-17,2050,1
5146,ENVIPLAST E I R L,FRASCO VIDRIO VERDE 30ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,1.0,1.1,26,2,2025-06-09,2050,1
5147,ENVIPLAST E I R L,FRASCO VIDRIO VERDE 50ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,1.2,1.2,25,2,2026-04-01,2050,1
5148,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 5ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.7,0.85,25,2,2025-05-22,2050,1
5149,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 10ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.0,1.0,1,1,2025-05-17,2050,1
5150,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 15ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,0.8,0.9,25,2,2025-06-02,2050,1
5151,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 20ML C/TAPA Y TAPON N18,ENVIPLAST E.I.R.L.,1.0,1.0,1,1,2025-05-17,2050,1
5152,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18,COMERCIAL FERRETERA SARASARA S.A.C.,0.6,0.6,100,2,2026-01-01,4424,3
5152,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 5ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.6,0.7,25,2,2025-05-22,2050,1
5153,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 10ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.85,0.85,1,1,2025-05-17,2050,1
5154,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18,COMERCIAL FERRETERA SARASARA S.A.C.,0.65,0.65,100,2,2026-01-01,4424,3
5154,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.65,0.716667,156,3,2025-06-24,2050,1
5155,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 20ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.9,0.9,1,1,2025-05-17,2050,1
5156,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18,COMERCIAL FERRETERA SARASARA S.A.C.,0.7,0.7,100,1,2026-01-01,4424,3
5156,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 30ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,0.7,0.8,30,2,2025-08-19,2050,1
5157,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 50ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,1.2,1.2,1,1,2025-05-17,2050,1
5158,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18,COMERCIAL FERRETERA SARASARA S.A.C.,1.1,1.1,100,2,2026-01-17,4424,3
5158,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 100ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,1.1,1.2,25,2,2025-07-03,2050,1
5159,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,1.1,1.166667,200,3,2025-06-20,2050,1
5160,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR PASTILLERO 30ML C/TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,1.0,1.1,25,2,2025-06-02,2050,1
5161,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.2,1.233333,50,6,2025-09-03,2050,1
5161,ESNA MEDIC INVERSIONES S A C,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,1.2,1.2,50,1,2025-10-07,3650,1
5162,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,1.2,1.2,150,2,2025-12-15,4424,3
5162,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.2,1.25,50,4,2025-08-25,2050,1
5162,ESNA MEDIC INVERSIONES S A C,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,1.2,1.2,50,2,2025-11-02,3650,1
5163,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,1.2,1.2,150,2,2026-02-03,4424,3
5163,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.2,1.25,100,4,2025-08-29,2050,1
5163,ESNA MEDIC INVERSIONES S A C,FRASCO VIDRIO AMBAR 120ML TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,1.2,1.2,300,2,2025-10-10,3650,1
5164,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,2.0,2.04,30,5,2026-04-10,2050,1
5164,ESNA MEDIC INVERSIONES S A C,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,2.0,2.0,50,2,2025-10-14,3650,1
5165,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,COMERCIAL FERRETERA SARASARA S.A.C.,2.5,2.5,25,1,2025-12-15,4424,3
5165,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,2.5,2.55,100,4,2025-08-08,2050,1
5165,ESNA MEDIC INVERSIONES S A C,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,ESNA MEDIC INVERSIONES S.A.C.,2.5,2.5,50,2,2025-11-12,3650,1
5166,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,COMERCIAL FERRETERA SARASARA S.A.C.,6.0,6.0,50,1,2025-11-24,4424,3
5166,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,ENVIPLAST E.I.R.L.,6.0,6.05,50,4,2026-04-09,2050,1
5166,MULTIGLASS PLASTIC E I R L,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,MULTIGLASS & PLASTIC E.I.R.L.,7.0,7.0,25,1,2025-09-08,2350,1
5167,COMERCIAL FERRETERA SARASARA S A C,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA,COMERCIAL FERRETERA SARASARA S.A.C.,2.0,2.0,200,4,2026-02-03,4424,3
5167,ENVIPLAST E I R L,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA,ENVIPLAST E.I.R.L.,2.0,2.05,315,4,2026-03-10,2050,1
5167,ESNA MEDIC INVERSIONES S A C,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA,ESNA MEDIC INVERSIONES S.A.C.,2.0,2.0,50,1,2025-11-01,3650,1
5168,COMERCIAL FERRETERA SARASARA S A C,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA,COMERCIAL FERRETERA SARASARA S.A.C.,2.2,2.2,390,1,2026-02-23,4424,3
5168,ENVIPLAST E I R L,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA,ENVIPLAST E.I.R.L.,2.2,2.225,1000,8,2026-04-04,2050,1
5169,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,4.5,4.6,25,2,2025-06-20,2050,1
5170,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,2.2,2.3,25,2,2025-06-20,2050,1
5171,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.7,1.75,50,4,2026-04-10,2050,1
5172,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,1.2,1.366667,50,6,2026-03-09,2050,1
5173,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,0.9,0.966667,100,3,2026-03-06,2050,1
5173,VARIOS,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28,VARIOS,0.9,0.9,40,1,2025-06-09,100,1
5174,ENVASES DEL PERU WILDOR EIRL,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA DE METAL,ENVASES DEL PERU WILDOR EIRL,1.6,1.6,216,1,2026-03-11,823,3
5174,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA DE METAL,ENVIPLAST E.I.R.L.,2.6,2.6,1,1,2025-05-17,2050,1
5175,ENVIPLAST E I R L,FRASCO VIDRIO AMBAR IMPORTADO 30ML C/TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,1.1,1.2,50,2,2025-07-04,2050,1
5176,ENVIPLAST E I R L,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN,ENVIPLAST E.I.R.L.,1.3,1.4,90,2,2025-07-12,2050,1
5177,ENVASES DEL PERU WILDOR EIRL,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63,ENVASES DEL PERU WILDOR EIRL,1.485,1.5358,200,3,2026-03-11,823,3
5177,ENVIPLAST E I R L,POTE VIDRIO TRANSPARENTE 212GR BAJA TAPA METAL N63,ENVIPLAST E.I.R.L.,2.3,2.3,1,1,2025-05-17,2050,1
5178,COMERCIAL FERRETERA SARASARA S A C,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63,COMERCIAL FERRETERA SARASARA S.A.C.,1.2,1.2,50,2,2025-12-15,4424,3
5178,ENVIPLAST E I R L,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63,ENVIPLAST E.I.R.L.,1.1,1.14,500,5,2025-07-21,2050,1
5179,COMERCIAL FERRETERA SARASARA S A C,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53,COMERCIAL FERRETERA SARASARA S.A.C.,1.1,1.1,100,2,2026-02-23,4424,3
5179,ENVIPLAST E I R L,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53,ENVIPLAST E.I.R.L.,1.1,1.125,100,8,2025-08-21,2050,1
5179,ESNA MEDIC INVERSIONES S A C,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53,ESNA MEDIC INVERSIONES S.A.C.,1.1,1.1,100,1,2025-10-21,3650,1
5180,COMERCIAL FERRETERA SARASARA S A C,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN,COMERCIAL FERRETERA SARASARA S.A.C.,1.0,1.0,50,1,2025-11-25,4424,3
5180,ENVIPLAST E I R L,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN,ENVIPLAST E.I.R.L.,1.0,1.05,200,8,2026-03-02,2050,1
5180,ESNA MEDIC INVERSIONES S A C,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN,ESNA MEDIC INVERSIONES S.A.C.,1.0,1.0,50,1,2025-10-07,3650,1
5181,COMERCIAL FERRETERA SARASARA S A C,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA,COMERCIAL FERRETERA SARASARA S.A.C.,2.5,2.5,36,1,2025-11-25,4424,3
5181,ENVIPLAST E I R L,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA,ENVIPLAST E.I.R.L.,2.5,2.5,25,2,2025-08-04,2050,1
5182,COMERCIAL FERRETERA SARASARA S A C,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA,COMERCIAL FERRETERA SARASARA S.A.C.,1.0,1.0,70,2,2025-11-28,4424,3
5182,ENVIPLAST E I R L,STAPA ESPRAY PLASTICO BLANCO N28 C/SOBRE TAPA ALTA,ENVIPLAST E.I.R.L.,1.0,1.0,30,2,2025-08-15,2050,1
5183,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE ALTO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,ENVIPLAST E.I.R.L.,2.8,2.8,50,4,2025-07-21,2050,1
5184,COMERCIAL FERRETERA SARASARA S A C,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,COMERCIAL FERRETERA SARASARA S.A.C.,2.8,2.8,650,6,2026-02-13,4424,3
5184,ENVIPLAST E I R L,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,ENVIPLAST E.I.R.L.,2.8,2.8,25,1,2025-05-20,2050,1
5184,ESNA MEDIC INVERSIONES S A C,FRASCO VIDRIO TRANSPARENTE CUADRADO 50ML PERFUME C/TAPA SPRAY METALIZADO N18,ESNA MEDIC INVERSIONES S.A.C.,2.8,2.8,50,1,2025-11-11,3650,1
5185,COMERCIAL FERRETERA SARASARA S A C,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON,COMERCIAL FERRETERA SARASARA S.A.C.,2.6,2.6,25,1,2025-11-12,4424,3
5185,ENVIPLAST E I R L,FRASCO PLASTICO INSECTICIDA BLANCO 500ML C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,2.6,2.6,100,2,2026-03-16,2050,1
5186,COMERCIAL FERRETERA SARASARA S A C,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON,COMERCIAL FERRETERA SARASARA S.A.C.,2.9,2.9,100,2,2026-01-14,4424,3
5186,ENVIPLAST E I R L,FRASCO PLASTICO INSECTICIDA BLANCO 1LT C/TAPA Y TAPON,ENVIPLAST E.I.R.L.,2.9,2.9,25,1,2025-05-20,2050,1
5187,CORPORACION PROMELAB E I R L,EMBUDO VIDRIO 60MM,CORPORACION PROMELAB E.I.R.L.,4.0,4.857143,12,7,2025-11-04,1250,1
5188,BIO CHEMICALSS S A C,TUBO DE ENSAYO T/ROSCA 16*150 - PYREX,BIO CHEMICALSS S.A.C.,0.7,1.314286,250,7,2026-04-16,500,1
5188,CORPORACION PROMELAB E I R L,TUBO DE ENSAYO T/ROSCA 16*150 - PYREX,CORPORACION PROMELAB E.I.R.L.,1.5,1.58,30,5,2026-04-10,1250,1
5189,COMERCIAL FERRETERA SARASARA S A C,MECHERO DE ALCOHOL 150ML,COMERCIAL FERRETERA SARASARA S.A.C.,11.5,11.5,2,1,2026-01-01,4424,3
5189,CORPORACION PROMELAB E I R L,MECHERO DE ALCOHOL 150ML,CORPORACION PROMELAB E.I.R.L.,4.0,4.0,13,7,2026-02-10,1250,1
5189,IMPORTADORA ANDINA E I R L,MECHERO DE ALCOHOL 150ML,IMPORTADORA ANDINA E.I.R.L,5.53,5.677,10,2,2026-04-23,66,1
5190,COMERCIAL FERRETERA SARASARA S A C,MECHERO DE ALCOHOL 250ML,COMERCIAL FERRETERA SARASARA S.A.C.,13.0,13.0,2,1,2026-01-01,4424,3
5190,CORPORACION PROMELAB E I R L,MECHERO DE ALCOHOL 250ML,CORPORACION PROMELAB E.I.R.L.,5.0,5.0,5,5,2026-04-18,1250,1
5190,IMPORTADORA ANDINA E I R L,MECHERO DE ALCOHOL 250ML,IMPORTADORA ANDINA E.I.R.L,5.531,5.531,3,1,2025-10-25,66,1
5191,CORPORACION PROMELAB E I R L,MORTERO DE 150MM C/PILON,CORPORACION PROMELAB E.I.R.L.,20.0,20.0,11,4,2025-11-27,1250,1
5192,ENVIPLAST E I R L,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..,ENVIPLAST E.I.R.L.,1.8,1.966667,30,3,2025-07-11,2050,1
5193,ENVIPLAST E I R L,TUBO COLAPSIBLE BLANCO 30ML C/TAPA,ENVIPLAST E.I.R.L.,1.3,1.3,50,4,2025-08-12,2050,1
5193,ESNA MEDIC INVERSIONES S A C,TUBO COLAPSIBLE BLANCO 30ML C/TAPA,ESNA MEDIC INVERSIONES S.A.C.,1.3,1.3,50,1,2025-10-07,3650,1
5194,ENVIPLAST E I R L,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA,ENVIPLAST E.I.R.L.,0.8,0.8,100,5,2025-07-17,2050,1
