date,product_id,product_name,supplier,quantity,unit_cost_net,unit_cost_gross,subtotal_net,tax_amount,total_gross,is_cancelled,is_adjustment,is_active,analysis_unit_cost,analysis_total,product_name_norm,supplier_norm,source_dataset
2025-06-10,5269,TERMOMETRO DIGITAL DE VASTAGO PARA COCINA DE 30CM,CORPORACION PROMELAB E.I.R.L.,2,12.7118644068,15.0,25.4237288136,4.5762711864,30.0,False,False,True,15.0,30.0,TERMOMETRO DIGITAL DE VASTAGO PARA COCINA DE 30CM,CORPORACION PROMELAB E I R L,purchases
2025-06-10,5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,ENVIPLAST E.I.R.L.,50,1.3559322034,1.6,67.7966101695,12.2033898305,80.0,False,False,True,1.6,80.0,FRASCO PET TRANSPARENTE 120ML B 28 C TAPA DISPENSADOR GEL,ENVIPLAST E I R L,purchases
2025-06-10,5039,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,12,0.593220339,0.7,7.1186440678,1.2813559322,8.4,False,False,True,0.7,8.4,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-10,5125,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28,ENVIPLAST E.I.R.L.,50,1.6101694915,1.9,80.5084745763,14.4915254237,95.0,False,False,True,1.9,95.0,FRASCO PET TRANSPARENTE 120ML CON TAPA ESPRAY N28,ENVIPLAST E I R L,purchases
2025-06-11,5180,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN,ENVIPLAST E.I.R.L.,50,0.8474576271,1.0,42.3728813559,7.6271186441,50.0,False,False,True,1.0,50.0,POTE VIDRIO TRANSPARENTE 30GR C TAPA METAL N43 MN,ENVIPLAST E I R L,purchases
2025-06-11,5119,FRASCO PET CAMPANA TRANSPARENTE 500ML B/28 TAPA ESPRAY PISTOLA..,ENVIPLAST E.I.R.L.,100,1.8644067797,2.2,186.4406779661,33.5593220339,220.0,False,False,True,2.2,220.0,FRASCO PET CAMPANA TRANSPARENTE 500ML B 28 TAPA ESPRAY PISTOLA,ENVIPLAST E I R L,purchases
2025-06-11,5029,PASTILLERO PLASTICO NEGRO 40GR CON TAPA,ENVIPLAST E.I.R.L.,25,0.5254237288,0.62,13.1355932203,2.3644067797,15.5,False,False,True,0.62,15.5,PASTILLERO PLASTICO NEGRO 40GR CON TAPA,ENVIPLAST E I R L,purchases
2025-06-11,5030,PASTILLERO PLASTICO NEGRO 60GR CON TAPA,ENVIPLAST E.I.R.L.,25,0.5762711864,0.68,14.406779661,2.593220339,17.0,False,False,True,0.68,17.0,PASTILLERO PLASTICO NEGRO 60GR CON TAPA,ENVIPLAST E I R L,purchases
2025-06-11,5248,FRASCO VIDRIO TRANSPARENTE 100ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,26,0.9322033898,1.1,24.2372881356,4.3627118644,28.6,False,False,True,1.1,28.6,FRASCO VIDRIO TRANSPARENTE 100ML C TAPA Y TAPON B18,ENVIPLAST E I R L,purchases
2025-06-11,5172,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,25,1.0169491525,1.2,25.4237288136,4.5762711864,30.0,False,False,True,1.2,30.0,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-12,5005,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,50,1.186440678,1.4,59.3220338983,10.6779661017,70.0,False,False,True,1.4,70.0,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,ENVIPLAST E I R L,purchases
2025-06-12,5040,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,50,0.593220339,0.7,29.6610169492,5.3389830508,35.0,False,False,True,0.7,35.0,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-13,5161,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,25,1.0169491525,1.2,25.4237288136,4.5762711864,30.0,False,False,True,1.2,30.0,FRASCO VIDRIO AMBAR 70ML C TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-16,5060,POTE PLASTICO PEAD BLANCO 500GR CON TAPA,ENVIPLAST E.I.R.L.,25,1.5677966102,1.85,39.1949152542,7.0550847458,46.25,False,False,True,1.85,46.25,POTE PLASTICO PEAD BLANCO 500GR CON TAPA,ENVIPLAST E I R L,purchases
2025-06-16,5172,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,50,1.0169491525,1.2,50.8474576271,9.1525423729,60.0,False,False,True,1.2,60.0,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-16,5053,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA,ENVIPLAST E.I.R.L.,30,1.0169491525,1.2,30.5084745763,5.4915254237,36.0,False,False,True,1.2,36.0,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA PLASTICO ROSCA,ENVIPLAST E I R L,purchases
2025-06-16,5249,SOLO MINI TRIGGER NEGRO B28,VIPLASTIC S.A.C.,50,1.2711864407,1.5,63.5593220339,11.4406779661,75.0,False,False,True,1.5,75.0,SOLO MINI TRIGGER NEGRO B28,VIPLASTIC S A C,purchases
2025-06-16,5064,GATILLO PULVERIZADOR 28/410,ENVIPLAST E.I.R.L.,50,0.6779661017,0.8,33.8983050847,6.1016949153,40.0,False,False,True,0.8,40.0,GATILLO PULVERIZADOR 28 410,ENVIPLAST E I R L,purchases
2025-06-16,5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,50,0.6779661017,0.8,33.8983050847,6.1016949153,40.0,False,False,True,0.8,40.0,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,ENVIPLAST E I R L,purchases
2025-06-18,5250,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL,CORPORACION PROMELAB E.I.R.L.,100,0.2542372881,0.3,25.4237288136,4.5762711864,30.0,False,False,True,0.3,30.0,TUBO CONICO CON TAPA ROSCA DE 15ML NO ESTERIL,CORPORACION PROMELAB E I R L,purchases
2025-06-18,5139,PAPEL FILTRO RAPIDO X PLIEGO 50*50,CORPORACION PROMELAB E.I.R.L.,1,1.3559322034,1.6,1.3559322034,0.2440677966,1.6,False,False,True,1.6,1.6,PAPEL FILTRO RAPIDO X PLIEGO 50 50,CORPORACION PROMELAB E I R L,purchases
2025-06-18,5085,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,CORPORACION PROMELAB E.I.R.L.,12,4.2372881356,5.0,50.8474576271,9.1525423729,60.0,False,False,True,5.0,60.0,VASO PRECIPITADO DE VIDRIO 250 ML BEAKER G,CORPORACION PROMELAB E I R L,purchases
2025-06-18,5138,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL,CORPORACION PROMELAB E.I.R.L.,50,0.5084745763,0.6,25.4237288136,4.5762711864,30.0,False,False,True,0.6,30.0,TUBO CONICO CON TAPA ROSCA DE 50ML NO ESTERIL,CORPORACION PROMELAB E I R L,purchases
2025-06-19,5178,POTE VIDRIO TRANSPARENTE 200ML C/TAPA METAL N63,ENVIPLAST E.I.R.L.,25,0.9322033898,1.1,23.3050847458,4.1949152542,27.5,False,False,True,1.1,27.5,POTE VIDRIO TRANSPARENTE 200ML C TAPA METAL N63,ENVIPLAST E I R L,purchases
2025-06-19,5194,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA,ENVIPLAST E.I.R.L.,40,0.6779661017,0.8,27.1186440678,4.8813559322,32.0,False,False,True,0.8,32.0,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C BROCHA Y TAPA,ENVIPLAST E I R L,purchases
2025-06-20,5255,VASELINERO 7GR,ENVIPLAST E.I.R.L.,50,0.1694915254,0.2,8.4745762712,1.5254237288,10.0,False,False,True,0.2,10.0,VASELINERO 7GR,ENVIPLAST E I R L,purchases
2025-06-20,5254,POTE ACRILICO 5GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,50,0.7627118644,0.9,38.1355932203,6.8644067797,45.0,False,False,True,0.9,45.0,POTE ACRILICO 5GR C TAPA ROSCA,ENVIPLAST E I R L,purchases
2025-06-20,5122,POTE ACRILICO 10GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,50,0.8474576271,1.0,42.3728813559,7.6271186441,50.0,False,False,True,1.0,50.0,POTE ACRILICO 10GR C TAPA ROSCA,ENVIPLAST E I R L,purchases
2025-06-20,5256,TALQUERA PLASTICO 140GR C/TAPA Y REJILLA,ENVIPLAST E.I.R.L.,25,2.3728813559,2.8,59.3220338983,10.6779661017,70.0,False,False,True,2.8,70.0,TALQUERA PLASTICO 140GR C TAPA Y REJILLA,ENVIPLAST E I R L,purchases
2025-06-20,5199,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA,ENVIPLAST E.I.R.L.,50,1.8644067797,2.2,93.2203389831,16.7796610169,110.0,False,False,True,2.2,110.0,TALQUERA PLASTICO 70GR C TAPA Y REJILLA,ENVIPLAST E I R L,purchases
2025-06-20,5172,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,25,1.186440678,1.4,29.6610169492,5.3389830508,35.0,False,False,True,1.4,35.0,FRASCO VIDRIO TRANSPARENTE IMPORTADO 125ML C TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-20,5173,FRASCO VIDRIO TRANSPARENTE 60ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,25,0.7627118644,0.9,19.0677966102,3.4322033898,22.5,False,False,True,0.9,22.5,FRASCO VIDRIO TRANSPARENTE 60ML C TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-20,5257,POTE PET TRANSPARENTE 250GR C/TAPA ROSCA,ENVIPLAST E.I.R.L.,50,1.8644067797,2.2,93.2203389831,16.7796610169,110.0,False,False,True,2.2,110.0,POTE PET TRANSPARENTE 250GR C TAPA ROSCA,ENVIPLAST E I R L,purchases
2025-06-20,5128,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX,BIO CHEMICALSS S.A.C.,100,1.2711864407,1.5,127.1186440678,22.8813559322,150.0,False,False,True,1.5,150.0,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16 125 PYREX,BIO CHEMICALSS S A C,purchases
2025-06-20,5253,FRASCO PET 1LT TRANSPARENTE C/SPRAY PISTOLA N28,ENVIPLAST E.I.R.L.,50,1.5254237288,1.8,76.2711864407,13.7288135593,90.0,False,False,True,1.8,90.0,FRASCO PET 1LT TRANSPARENTE C SPRAY PISTOLA N28,ENVIPLAST E I R L,purchases
2025-06-20,5252,GOTERO VIDRIO TRANSPARENTE 100ML C/TAOA Y CHUPON,ENVIPLAST E.I.R.L.,35,1.3559322034,1.6,47.4576271186,8.5423728814,56.0,False,False,True,1.6,56.0,GOTERO VIDRIO TRANSPARENTE 100ML C TAOA Y CHUPON,ENVIPLAST E I R L,purchases
2025-06-20,5065,PISETA 250ML,CORPORACION PROMELAB E.I.R.L.,200,1.6101694915,1.9,322.0338983051,57.9661016949,380.0,False,False,True,1.9,380.0,PISETA 250ML,CORPORACION PROMELAB E I R L,purchases
2025-06-20,5266,ABRAZADERA CRUZADA DE LABORATORIO (DOBLE NUEZ),CORPORACION PROMELAB E.I.R.L.,1,11.8644067797,14.0,11.8644067797,2.1355932203,14.0,False,False,True,14.0,14.0,ABRAZADERA CRUZADA DE LABORATORIO DOBLE NUEZ,CORPORACION PROMELAB E I R L,purchases
2025-06-20,5267,ABRAZADERA PARA MATRAZ,CORPORACION PROMELAB E.I.R.L.,1,12.7118644068,15.0,12.7118644068,2.2881355932,15.0,False,False,True,15.0,15.0,ABRAZADERA PARA MATRAZ,CORPORACION PROMELAB E I R L,purchases
2025-06-20,5159,FRASCO VIDRIO AMBAR 25ML C/TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,25,0.9322033898,1.1,23.3050847458,4.1949152542,27.5,False,False,True,1.1,27.5,FRASCO VIDRIO AMBAR 25ML C TAPA Y TAPON B28,ENVIPLAST E I R L,purchases
2025-06-20,5192,FRASCO PET CAMPANA BLANCO 300ML C/TAPA DISPENSADOR N28..,ENVIPLAST E.I.R.L.,30,1.5254237288,1.8,45.7627118644,8.2372881356,54.0,False,False,True,1.8,54.0,FRASCO PET CAMPANA BLANCO 300ML C TAPA DISPENSADOR N28,ENVIPLAST E I R L,purchases
2025-06-20,5215,LATA DE ALUMINIO NEGRO 15GR C/TAPA,ENVIPLAST E.I.R.L.,25,1.2711864407,1.5,31.7796610169,5.7203389831,37.5,False,False,True,1.5,37.5,LATA DE ALUMINIO NEGRO 15GR C TAPA,ENVIPLAST E I R L,purchases
2025-06-20,5169,FRASCO VIDRIO TRANSPARENTE 1LT C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,25,3.813559322,4.5,95.3389830508,17.1610169492,112.5,False,False,True,4.5,112.5,FRASCO VIDRIO TRANSPARENTE 1LT C TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-20,5170,FRASCO VIDRIO TRANSPARENTE 500ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,25,1.8644067797,2.2,46.6101694915,8.3898305085,55.0,False,False,True,2.2,55.0,FRASCO VIDRIO TRANSPARENTE 500ML C TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-20,5171,FRASCO VIDRIO TRANSPARENTE 250ML C/TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,25,1.4406779661,1.7,36.0169491525,6.4830508475,42.5,False,False,True,1.7,42.5,FRASCO VIDRIO TRANSPARENTE 250ML C TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-21,5265,PIPETA SEREOLOGICA GRADUADA VIDRIO 5ML - CITOGLAS,CORPORACION PROMELAB E.I.R.L.,2,5.0847457627,6.0,10.1694915254,1.8305084746,12.0,False,False,True,6.0,12.0,PIPETA SEREOLOGICA GRADUADA VIDRIO 5ML CITOGLAS,CORPORACION PROMELAB E I R L,purchases
2025-06-21,5180,POTE VIDRIO TRANSPARENTE 30GR C/TAPA METAL N43 MN,ENVIPLAST E.I.R.L.,50,0.8474576271,1.0,42.3728813559,7.6271186441,50.0,False,False,True,1.0,50.0,POTE VIDRIO TRANSPARENTE 30GR C TAPA METAL N43 MN,ENVIPLAST E I R L,purchases
2025-06-21,0002,ORTOPEDIA,MULTI SALUX E.I.R.L.,1,127.1186440678,150.0,127.1186440678,22.8813559322,150.0,False,False,True,150.0,150.0,ORTOPEDIA,MULTI SALUX E I R L,purchases
2025-06-21,5264,FRASCO DE  VIDRIO BOCA ANCHA TAPA AZUL 500ML,CORPORACION PROMELAB E.I.R.L.,2,6.3559322034,7.5,12.7118644068,2.2881355932,15.0,False,False,True,7.5,15.0,FRASCO DE VIDRIO BOCA ANCHA TAPA AZUL 500ML,CORPORACION PROMELAB E I R L,purchases
2025-06-23,5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,ENVIPLAST E.I.R.L.,100,0.6779661017,0.8,67.7966101695,12.2033898305,80.0,False,False,True,0.8,80.0,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,ENVIPLAST E I R L,purchases
2025-06-23,5098,PROBADOR PLASTICO NATURAL FORMA BAJA 5ML CON TAPA ESPRAY,ENVIPLAST E.I.R.L.,50,0.8050847458,0.95,40.2542372881,7.2457627119,47.5,False,False,True,0.95,47.5,PROBADOR PLASTICO NATURAL FORMA BAJA 5ML CON TAPA ESPRAY,ENVIPLAST E I R L,purchases
2025-06-23,5212,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,ENVIPLAST E.I.R.L.,25,2.2881355932,2.7,57.2033898305,10.2966101695,67.5,False,False,True,2.7,67.5,FRASCO PET BLANCO ESPUMERO 100ML C TAPA,ENVIPLAST E I R L,purchases
2025-06-23,5050,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML,ENVIPLAST E.I.R.L.,25,1.8644067797,2.2,46.6101694915,8.3898305085,55.0,False,False,True,2.2,55.0,POTE CREMERO DOBLE FONDO NEGRO IMPORTADO 60ML,ENVIPLAST E I R L,purchases
2025-06-23,5261,GOTER PLASTICO BLANCO 5ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,100,0.2542372881,0.3,25.4237288136,4.5762711864,30.0,False,False,True,0.3,30.0,GOTER PLASTICO BLANCO 5ML C TAPA Y TAPON N15,ENVIPLAST E I R L,purchases
2025-06-23,5262,GOTERO PLASTICO BLANCO 10ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,100,0.2542372881,0.3,25.4237288136,4.5762711864,30.0,False,False,True,0.3,30.0,GOTERO PLASTICO BLANCO 10ML C TAPA Y TAPON N15,ENVIPLAST E I R L,purchases
2025-06-23,5263,GOTERO PLASTICO BLANCO 7ML C/TAPA Y TAPON N15,ENVIPLAST E.I.R.L.,100,0.2542372881,0.3,25.4237288136,4.5762711864,30.0,False,False,True,0.3,30.0,GOTERO PLASTICO BLANCO 7ML C TAPA Y TAPON N15,ENVIPLAST E I R L,purchases
2025-06-23,5115,POTE CREMERO VIDRIO PAVONADO 30GR CON LAINA Y TAPA,ENVIPLAST E.I.R.L.,40,1.6949152542,2.0,67.7966101695,12.2033898305,80.0,False,False,True,2.0,80.0,POTE CREMERO VIDRIO PAVONADO 30GR CON LAINA Y TAPA,ENVIPLAST E I R L,purchases
2025-06-23,5260,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,50,1.1016949153,1.3,55.0847457627,9.9152542373,65.0,False,False,True,1.3,65.0,FRASCO GOTERO VIDRIO TRANSPARENTE 30ML C TAPA Y CHUPON,ENVIPLAST E I R L,purchases
2025-06-24,5045,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,50,0.313559322,0.37,15.6779661017,2.8220338983,18.5,False,False,True,0.37,18.5,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-24,5272,PROBADOR PLASTICO 10ML ESPRAY COLORES,ENVIPLAST E.I.R.L.,40,1.1016949153,1.3,44.0677966102,7.9322033898,52.0,False,False,True,1.3,52.0,PROBADOR PLASTICO 10ML ESPRAY COLORES,ENVIPLAST E I R L,purchases
2025-06-24,5267,ABRAZADERA PARA MATRAZ,MATRAZ PERU E.I.R.L.,1,12.7118644068,15.0,12.7118644068,2.2881355932,15.0,False,False,True,15.0,15.0,ABRAZADERA PARA MATRAZ,MATRAZ PERU E I R L,purchases
2025-06-24,5058,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T/ESP,ENVIPLAST E.I.R.L.,76,1.6525423729,1.95,125.593220339,22.606779661,148.2,False,False,True,1.95,148.2,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T ESP,ENVIPLAST E I R L,purchases
2025-06-24,5099,PROBADOR PLASTICO 5ML ESPRAY COLORES,ENVIPLAST E.I.R.L.,50,1.0169491525,1.2,50.8474576271,9.1525423729,60.0,False,False,True,1.2,60.0,PROBADOR PLASTICO 5ML ESPRAY COLORES,ENVIPLAST E I R L,purchases
2025-06-24,5164,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,30,1.6949152542,2.0,50.8474576271,9.1525423729,60.0,False,False,True,2.0,60.0,FRASCO VIDRIO AMBAR IMPORTADO 250ML TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-24,5154,FRASCO VIDRIO AMBAR 15ML C/TAPA Y TAPON B18,ENVIPLAST E.I.R.L.,156,0.5508474576,0.65,85.9322033898,15.4677966102,101.4,False,False,True,0.65,101.4,FRASCO VIDRIO AMBAR 15ML C TAPA Y TAPON B18,ENVIPLAST E I R L,purchases
2025-06-24,5058,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T/ESP,ENVIPLAST E.I.R.L.,25,1.6525423729,1.95,41.313559322,7.436440678,48.75,False,False,True,1.95,48.75,PASTILLERO ESPECIAL PVC CRISTAL 150GR CON T ESP,ENVIPLAST E I R L,purchases
2025-06-24,5266,ABRAZADERA CRUZADA DE LABORATORIO (DOBLE NUEZ),MATRAZ PERU E.I.R.L.,1,12.7118644068,15.0,12.7118644068,2.2881355932,15.0,False,False,True,15.0,15.0,ABRAZADERA CRUZADA DE LABORATORIO DOBLE NUEZ,MATRAZ PERU E I R L,purchases
2025-06-25,5273,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,ENVIPLAST E.I.R.L.,30,1.0169491525,1.2,30.5084745763,5.4915254237,36.0,False,False,True,1.2,36.0,GOTERO VIDRIO PAVONADO 10ML B18 TAPA Y CHUPON,ENVIPLAST E I R L,purchases
2025-06-25,5274,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,ENVIPLAST E.I.R.L.,30,1.2711864407,1.5,38.1355932203,6.8644067797,45.0,False,False,True,1.5,45.0,GOTERO VIDRIO PAVONADO 30ML B18 TAPA Y CHUPON,ENVIPLAST E I R L,purchases
2025-06-25,5162,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,30,1.0169491525,1.2,30.5084745763,5.4915254237,36.0,False,False,True,1.2,36.0,FRASCO VIDRIO AMBAR 100ML TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-25,5179,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53,ENVIPLAST E.I.R.L.,25,0.9322033898,1.1,23.3050847458,4.1949152542,27.5,False,False,True,1.1,27.5,POTE VIDRIO TRANSPARENTE 100GR C TAPA METAL N53,ENVIPLAST E I R L,purchases
2025-06-25,5179,POTE VIDRIO TRANSPARENTE 100GR C/TAPA METAL N53,ENVIPLAST E.I.R.L.,25,0.9322033898,1.1,23.3050847458,4.1949152542,27.5,False,False,True,1.1,27.5,POTE VIDRIO TRANSPARENTE 100GR C TAPA METAL N53,ENVIPLAST E I R L,purchases
2025-06-25,5242,VIAL VIDRIO TRANSPARENTE 50ML N20,ENVIPLAST E.I.R.L.,40,0.7627118644,0.9,30.5084745763,5.4915254237,36.0,False,False,True,0.9,36.0,VIAL VIDRIO TRANSPARENTE 50ML N20,ENVIPLAST E I R L,purchases
2025-06-25,5227,TAPON BUTILO COLOR GRIS N20,ENVIPLAST E.I.R.L.,40,0.0847457627,0.1,3.3898305085,0.6101694915,4.0,False,False,True,0.1,4.0,TAPON BUTILO COLOR GRIS N20,ENVIPLAST E I R L,purchases
2025-06-25,5246,GOTERO VIDRIO TRANSPARENTE 10ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,25,0.8474576271,1.0,21.186440678,3.813559322,25.0,False,False,True,1.0,25.0,GOTERO VIDRIO TRANSPARENTE 10ML C TAPA Y CHUPON,ENVIPLAST E I R L,purchases
2025-06-25,5255,VASELINERO 7GR,ENVIPLAST E.I.R.L.,50,0.1694915254,0.2,8.4745762712,1.5254237288,10.0,False,False,True,0.2,10.0,VASELINERO 7GR,ENVIPLAST E I R L,purchases
2025-06-25,5119,FRASCO PET CAMPANA TRANSPARENTE 500ML B/28 TAPA ESPRAY PISTOLA..,ENVIPLAST E.I.R.L.,30,1.8644067797,2.2,55.9322033898,10.0677966102,66.0,False,False,True,2.2,66.0,FRASCO PET CAMPANA TRANSPARENTE 500ML B 28 TAPA ESPRAY PISTOLA,ENVIPLAST E I R L,purchases
2025-06-25,5222,FRASCO PET AMBAR 120ML B28 C/TAPA GATILLO,ENVIPLAST E.I.R.L.,40,0.6949152542,0.82,27.7966101695,5.0033898305,32.8,False,False,True,0.82,32.8,FRASCO PET AMBAR 120ML B28 C TAPA GATILLO,ENVIPLAST E I R L,purchases
2025-06-26,5275,SOLO TAPA PRESS N28.,ENVIPLAST E.I.R.L.,100,0.6779661017,0.8,67.7966101695,12.2033898305,80.0,False,False,True,0.8,80.0,SOLO TAPA PRESS N28,ENVIPLAST E I R L,purchases
2025-06-27,5279,POTE PASTILLERO PLASTICO BLANCO 12GR C/TAPA B/20,ENVIPLAST E.I.R.L.,26,0.2711864407,0.32,7.0508474576,1.2691525424,8.32,False,False,True,0.32,8.32,POTE PASTILLERO PLASTICO BLANCO 12GR C TAPA B 20,ENVIPLAST E I R L,purchases
2025-06-27,5280,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20,ENVIPLAST E.I.R.L.,26,0.2627118644,0.31,6.8305084746,1.2294915254,8.06,False,False,True,0.31,8.06,POTE PASTILLERO PLASTICO BLANCO 10GR C TAPA B 20,ENVIPLAST E I R L,purchases
2025-06-27,5042,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,ENVIPLAST E.I.R.L.,30,1.0169491525,1.2,30.5084745763,5.4915254237,36.0,False,False,True,1.2,36.0,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,ENVIPLAST E I R L,purchases
2025-06-27,5282,FRASCO GOTERO INTERNO VIDRIO AMBAR B/18 5ML TAPA S.,ENVIPLAST E.I.R.L.,26,0.593220339,0.7,15.4237288136,2.7762711864,18.2,False,False,True,0.7,18.2,FRASCO GOTERO INTERNO VIDRIO AMBAR B 18 5ML TAPA S,ENVIPLAST E I R L,purchases
2025-06-27,5283,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B/18 C/TAPA P.,ENVIPLAST E.I.R.L.,26,0.7627118644,0.9,19.8305084746,3.5694915254,23.4,False,False,True,0.9,23.4,FRASCO GOTERO INTERNO VIDRIO AMBAR 10ML B 18 C TAPA P,ENVIPLAST E I R L,purchases
2025-06-27,5198,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA,ENVIPLAST E.I.R.L.,50,1.5254237288,1.8,76.2711864407,13.7288135593,90.0,False,False,True,1.8,90.0,POTE CREMERO VIDRIO PAVONADO 15GR CON LAINA Y TAPA,ENVIPLAST E I R L,purchases
2025-06-27,5249,SOLO MINI TRIGGER NEGRO B28,ENVIPLAST E.I.R.L.,55,0.7627118644,0.9,41.9491525424,7.5508474576,49.5,False,False,True,0.9,49.5,SOLO MINI TRIGGER NEGRO B28,ENVIPLAST E I R L,purchases
2025-06-27,5002,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,40,0.7627118644,0.9,30.5084745763,5.4915254237,36.0,False,False,True,0.9,36.0,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,ENVIPLAST E I R L,purchases
2025-06-27,5003,FRASCO GOTERO VIDRIO AMBAR 20ML CON TAPA Y CHUPON,ENVIPLAST E.I.R.L.,30,0.8474576271,1.0,25.4237288136,4.5762711864,30.0,False,False,True,1.0,30.0,FRASCO GOTERO VIDRIO AMBAR 20ML CON TAPA Y CHUPON,ENVIPLAST E I R L,purchases
2025-06-27,5281,GOTERO VIDRIO TRANSPARENTE 5ML C/TAPA Y CHUPON,ENVIPLAST E.I.R.L.,40,0.7627118644,0.9,30.5084745763,5.4915254237,36.0,False,False,True,0.9,36.0,GOTERO VIDRIO TRANSPARENTE 5ML C TAPA Y CHUPON,ENVIPLAST E I R L,purchases
