date,product_id,product_name,customer,quantity,unit_price_net,unit_price_gross,subtotal_net,tax_amount,total_gross,is_cancelled,is_cancelled_source,is_adjustment,is_active,analysis_unit_price,analysis_total,product_name_norm,customer_norm,source_dataset
2025-09-03,5085,VASO PRECIPITADO DE VIDRIO 250 ML (BEAKER) G-,VARIOS,3.0,6.3559322034,7.5,19.0677966102,3.4322033898,22.5,False,NO,False,True,7.5,22.5,VASO PRECIPITADO DE VIDRIO 250 ML BEAKER G,VARIOS,sales
2025-09-03,5208,FRASCO PET TRANSPARENTE 30ML C/TAPA PRESS N20,FUNDACION PARA EL DESARROLLO AGRARIO,24.0,1.6949152542,2.0,40.6779661017,7.3220338983,48.0,False,NO,False,True,2.0,48.0,FRASCO PET TRANSPARENTE 30ML C TAPA PRESS N20,FUNDACION PARA EL DESARROLLO AGRARIO,sales
2025-09-04,5137,TUBO DE ENSAYO C/TAPA ROSCA 13*100 SIMPLE,LIMA TRADING S.A.C.,10.0,1.2711864407,1.5,12.7118644068,2.2881355932,15.0,False,NO,False,True,1.5,15.0,TUBO DE ENSAYO C TAPA ROSCA 13 100 SIMPLE,LIMA TRADING S A C,sales
2025-09-04,5114,GRADILLA ACRILICA PARA 50 TUBOS,LIMA TRADING S.A.C.,1.0,12.7118644068,15.0,12.7118644068,2.2881355932,15.0,False,NO,False,True,15.0,15.0,GRADILLA ACRILICA PARA 50 TUBOS,LIMA TRADING S A C,sales
2025-09-04,5065,PISETA 250ML,LIMA TRADING S.A.C.,2.0,3.813559322,4.5,7.6271186441,1.3728813559,9.0,False,NO,False,True,4.5,9.0,PISETA 250ML,LIMA TRADING S A C,sales
2025-09-04,5089,PROBETA DE VIDRIO GRADUADA C/PICO 10 ML,LIMA TRADING S.A.C.,4.0,5.9322033898,7.0,23.7288135593,4.2711864407,28.0,False,NO,False,True,7.0,28.0,PROBETA DE VIDRIO GRADUADA C PICO 10 ML,LIMA TRADING S A C,sales
2025-09-04,5105,MATRAZ ERLENMEYER DE VIDRIO 250ML,LIMA TRADING S.A.C.,2.0,8.4745762712,10.0,16.9491525424,3.0508474576,20.0,False,NO,False,True,10.0,20.0,MATRAZ ERLENMEYER DE VIDRIO 250ML,LIMA TRADING S A C,sales
2025-09-04,5110,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML - CITOGLAS,LIMA TRADING S.A.C.,2.0,8.4745762712,10.0,16.9491525424,3.0508474576,20.0,False,NO,False,True,10.0,20.0,PIPETA SEREOLOGICA GRADUADA DE VIDRIO DE 10ML CITOGLAS,LIMA TRADING S A C,sales
2025-09-04,5087,VASO PRECIPITADO DE VIDRIO 100 ML (BEAKER),LIMA TRADING S.A.C.,4.0,5.0847457627,6.0,20.3389830508,3.6610169492,24.0,False,NO,False,True,6.0,24.0,VASO PRECIPITADO DE VIDRIO 100 ML BEAKER,LIMA TRADING S A C,sales
2025-09-04,5128,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX,LIMA TRADING S.A.C.,4.0,2.1186440678,2.5,8.4745762712,1.5254237288,10.0,False,NO,False,True,2.5,10.0,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16 125 PYREX,LIMA TRADING S A C,sales
2025-09-04,5401,PROBETA VIDRIO 25ML,LIMA TRADING S.A.C.,1.0,8.4745762712,10.0,8.4745762712,1.5254237288,10.0,False,NO,False,True,10.0,10.0,PROBETA VIDRIO 25ML,LIMA TRADING S A C,sales
2025-09-04,5111,MECHERO BUNSEN PLOMO,LIMA TRADING S.A.C.,1.0,46.6101694915,55.0,46.6101694915,8.3898305085,55.0,False,NO,False,True,55.0,55.0,MECHERO BUNSEN PLOMO,LIMA TRADING S A C,sales
2025-09-04,5167,POTE CREMERO VIDRIO AMBAR 50GR C/TAPA NEGRA Y LAINA,VARIOS,6.0,2.5423728814,3.0,15.2542372881,2.7457627119,18.0,False,NO,False,True,3.0,18.0,POTE CREMERO VIDRIO AMBAR 50GR C TAPA NEGRA Y LAINA,VARIOS,sales
2025-09-04,5317,FRASCO PARA GEL 30ML DE CARTERA,VARIOS,4.0,0.5084745763,0.6,2.0338983051,0.3661016949,2.4,False,NO,False,True,0.6,2.4,FRASCO PARA GEL 30ML DE CARTERA,VARIOS,sales
2025-09-04,5181,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 50GR C/TAPA Y LAINA,VARIOS,1.0,2.9661016949,3.5,2.9661016949,0.5338983051,3.5,False,NO,False,True,3.5,3.5,POTE CREMERO DOBLE FONDO C CINTILLO PLATEADO 50GR C TAPA Y LAINA,VARIOS,sales
2025-09-04,5212,FRASCO PET BLANCO ESPUMERO 100ML C/TAPA,VARIOS,5.0,3.3898305085,4.0,16.9491525424,3.0508474576,20.0,False,NO,False,True,4.0,20.0,FRASCO PET BLANCO ESPUMERO 100ML C TAPA,VARIOS,sales
2025-09-04,5296,FRASCO PET NEGRO 250ML C/TAPA ESPRAY MINI PISTOLA N24,VARIOS,10.0,2.9661016949,3.5,29.6610169492,5.3389830508,35.0,False,NO,False,True,3.5,35.0,FRASCO PET NEGRO 250ML C TAPA ESPRAY MINI PISTOLA N24,VARIOS,sales
2025-09-04,5014,POTE CREMERO SIMPLE 30GR CON TAPA Y LAINA,VARIOS,50.0,0.4237288136,0.5,21.186440678,3.813559322,25.0,False,NO,False,True,0.5,25.0,POTE CREMERO SIMPLE 30GR CON TAPA Y LAINA,VARIOS,sales
2025-09-04,5291,FRASCO ROLL-ON VIDRIO TRANSPARENTE 3ML C/TAPA Y TAPON,NATURAL DREAMS PERU E.I.R.L.,21.0,1.1016949153,1.3,23.1355932203,4.1644067797,27.3,False,NO,False,True,1.3,27.3,FRASCO ROLL ON VIDRIO TRANSPARENTE 3ML C TAPA Y TAPON,NATURAL DREAMS PERU E I R L,sales
2025-09-04,5015,POTE PLASTICO 1KG B110 BLANCO C/TAPA,BIOANDEN E INVERSIONES EIRL,25.0,2.1186440678,2.5,52.9661016949,9.5338983051,62.5,False,NO,False,True,2.5,62.5,POTE PLASTICO 1KG B110 BLANCO C TAPA,BIOANDEN E INVERSIONES EIRL,sales
2025-09-04,5124,POTE VIDRIO AMBAR 500GR IMPORTADO C/TAPA,VARIOS,4.0,4.2372881356,5.0,16.9491525424,3.0508474576,20.0,False,NO,False,True,5.0,20.0,POTE VIDRIO AMBAR 500GR IMPORTADO C TAPA,VARIOS,sales
2025-09-05,5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,LLUTARI COAQUIRA EDGAR JAIME,30.0,1.0593220339,1.25,31.7796610169,5.7203389831,37.5,False,NO,False,True,1.25,37.5,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,LLUTARI COAQUIRA EDGAR JAIME,sales
2025-09-05,5076,POTE PLASTICO BLANCO 250GR CON TAPA,LLUTARI COAQUIRA EDGAR JAIME,1.0,1.1016949153,1.3,1.1016949153,0.1983050847,1.3,False,NO,False,True,1.3,1.3,POTE PLASTICO BLANCO 250GR CON TAPA,LLUTARI COAQUIRA EDGAR JAIME,sales
2025-09-05,5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,LLUTARI COAQUIRA EDGAR JAIME,1.0,1.0169491525,1.2,1.0169491525,0.1830508475,1.2,False,NO,False,True,1.2,1.2,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,LLUTARI COAQUIRA EDGAR JAIME,sales
2025-09-05,5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,LLUTARI COAQUIRA EDGAR JAIME,100.0,0.6694915254,0.79,66.9491525424,12.0508474576,79.0,False,NO,False,True,0.79,79.0,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C TAPA,LLUTARI COAQUIRA EDGAR JAIME,sales
2025-09-05,5203,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C/TAPA,LLUTARI COAQUIRA EDGAR JAIME,100.0,0.6694915254,0.79,66.9491525424,12.0508474576,79.0,False,NO,False,True,0.79,79.0,POTE PLASTICO BLANCO TIPO ANALISIS 120GR C TAPA,LLUTARI COAQUIRA EDGAR JAIME,sales
2025-09-05,5202,FRASCO ROLL-ON PAVONADO 10ML C/TAPON Y TAPA,BARBOZA DELGADO ANA,8.0,1.6949152542,2.0,13.5593220339,2.4406779661,16.0,False,NO,False,True,2.0,16.0,FRASCO ROLL ON PAVONADO 10ML C TAPON Y TAPA,BARBOZA DELGADO ANA,sales
2025-09-05,5337,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,BARBOZA DELGADO ANA,4.0,2.9661016949,3.5,11.8644067797,2.1355932203,14.0,False,NO,False,True,3.5,14.0,PROBADOR DE VIDRIO 5ML METALIZADO RECARGABLE,BARBOZA DELGADO ANA,sales
2025-09-05,5090,PROBETA DE VIDRIO GRADUADA C/PICO 50 ML G-,VARIOS,1.0,11.0169491525,13.0,11.0169491525,1.9830508475,13.0,False,NO,False,True,13.0,13.0,PROBETA DE VIDRIO GRADUADA C PICO 50 ML G,VARIOS,sales
2025-09-05,5084,VASO PRECIPITADO DE VIDRIO 500 ML (BEAKER),VARIOS,1.0,10.1694915254,12.0,10.1694915254,1.8305084746,12.0,False,NO,False,True,12.0,12.0,VASO PRECIPITADO DE VIDRIO 500 ML BEAKER,VARIOS,sales
2025-09-05,5126,BAGUETA O VARILLAS DE AGITACION DE VIDRIO 20CM,VARIOS,1.0,4.2372881356,5.0,4.2372881356,0.7627118644,5.0,False,NO,False,True,5.0,5.0,BAGUETA O VARILLAS DE AGITACION DE VIDRIO 20CM,VARIOS,sales
2025-09-05,5216,FRASCO PET TRANSPARENTE 60ML C/TAPA Y TAPON N28,VARIOS,12.0,0.4237288136,0.5,5.0847457627,0.9152542373,6.0,False,NO,False,True,0.5,6.0,FRASCO PET TRANSPARENTE 60ML C TAPA Y TAPON N28,VARIOS,sales
2025-09-05,5013,FRASCO PARA RIMEL 5ML(9CM X 1CM) CON TAPA,VARIOS,12.0,2.5423728814,3.0,30.5084745763,5.4915254237,36.0,False,NO,False,True,3.0,36.0,FRASCO PARA RIMEL 5ML 9CM X 1CM CON TAPA,VARIOS,sales
2025-09-05,5333,BOTELLA PET TRANSPARENTE 250ML B28 C/TAPA Y TAPON,VARIOS,12.0,2.1186440678,2.5,25.4237288136,4.5762711864,30.0,False,NO,False,True,2.5,30.0,BOTELLA PET TRANSPARENTE 250ML B28 C TAPA Y TAPON,VARIOS,sales
2025-09-05,5083,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),VARIOS,1.0,15.2542372881,18.0,15.2542372881,2.7457627119,18.0,False,NO,False,True,18.0,18.0,VASO PRECIPITADO DE VIDRIO 1L BEAKER,VARIOS,sales
2025-09-05,5347,BAGUETA O VARILLA DE VIDRIO 30ML,VARIOS,1.0,4.6610169492,5.5,4.6610169492,0.8389830508,5.5,False,NO,False,True,5.5,5.5,BAGUETA O VARILLA DE VIDRIO 30ML,VARIOS,sales
2025-09-05,5199,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA,VARIOS,12.0,2.2881355932,2.7,27.4576271186,4.9423728814,32.4,False,NO,False,True,2.7,32.4,TALQUERA PLASTICO 70GR C TAPA Y REJILLA,VARIOS,sales
2025-09-05,5204,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C/TAPA,VARIOS,7.0,0.8474576271,1.0,5.9322033898,1.0677966102,7.0,False,NO,False,True,1.0,7.0,POTE PLASTICO BLANCO TIPO ANALISIS 100GR C TAPA,VARIOS,sales
2025-09-05,5126,BAGUETA O VARILLAS DE AGITACION DE VIDRIO 20CM,VARIOS,2.0,2.9661016949,3.5,5.9322033898,1.0677966102,7.0,False,NO,False,True,3.5,7.0,BAGUETA O VARILLAS DE AGITACION DE VIDRIO 20CM,VARIOS,sales
2025-09-05,5120,FRASCO PET TRANSPARENTE 60ML B/20 C/TAPA DISPENSADOR,COLEGIO MARIA DE LOS ANGELES MONTER.EIRL,8.0,2.1186440678,2.5,16.9491525424,3.0508474576,20.0,False,NO,False,True,2.5,20.0,FRASCO PET TRANSPARENTE 60ML B 20 C TAPA DISPENSADOR,COLEGIO MARIA DE LOS ANGELES MONTER EIRL,sales
2025-09-05,5384,VASO DE VIDRIO BORO GRADUADO 10ML,GAMARRA GÜERE CARLOS DANTE,20.0,2.3305084746,2.75,46.6101694915,8.3898305085,55.0,False,NO,False,True,2.75,55.0,VASO DE VIDRIO BORO GRADUADO 10ML,GAMARRA GUERE CARLOS DANTE,sales
2025-09-05,5335,BOTELLA PET TRANSPARENTE 1LT (37gr) B28 SIN TAPA,PROCESADORA PACKING-MAITO S.A.C.,2.0,2.1186440678,2.5,4.2372881356,0.7627118644,5.0,False,NO,False,True,2.5,5.0,BOTELLA PET TRANSPARENTE 1LT 37GR B28 SIN TAPA,PROCESADORA PACKING MAITO S A C,sales
2025-09-05,5007,TAPA DISPENSADORA BLANCO B28MM,PROCESADORA PACKING-MAITO S.A.C.,2.0,1.6949152542,2.0,3.3898305085,0.6101694915,4.0,False,NO,False,True,2.0,4.0,TAPA DISPENSADORA BLANCO B28MM,PROCESADORA PACKING MAITO S A C,sales
2025-09-06,5043,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,VARIOS,12.0,0.7627118644,0.9,9.1525423729,1.6474576271,10.8,False,NO,False,True,0.9,10.8,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,VARIOS,sales
2025-09-06,5044,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28,VARIOS,12.0,0.7627118644,0.9,9.1525423729,1.6474576271,10.8,False,NO,False,True,0.9,10.8,FRASCO PLASTICO BLANCO 60ML CON TAPA Y TAPON N28,VARIOS,sales
2025-09-06,5045,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,VARIOS,12.0,0.7627118644,0.9,9.1525423729,1.6474576271,10.8,False,NO,False,True,0.9,10.8,FRASCO PLASTICO BLANCO 120ML CON TAPA Y TAPON N28,VARIOS,sales
2025-09-06,5280,POTE PASTILLERO PLASTICO BLANCO 10GR C/TAPA B/20,VARIOS,12.0,0.593220339,0.7,7.1186440678,1.2813559322,8.4,False,NO,False,True,0.7,8.4,POTE PASTILLERO PLASTICO BLANCO 10GR C TAPA B 20,VARIOS,sales
2025-09-06,5362,FRASCO ESPARRAGUERO 212ML C/TAPA METALICA N58,VARIOS,40.0,1.9491525424,2.3,77.9661016949,14.0338983051,92.0,False,NO,False,True,2.3,92.0,FRASCO ESPARRAGUERO 212ML C TAPA METALICA N58,VARIOS,sales
2025-09-06,5165,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,BARRETO BALTA MARIA RODHE,12.0,2.8813559322,3.4,34.5762711864,6.2237288136,40.8,False,NO,False,True,3.4,40.8,FRASCO VIDRIO AMBAR IMPORTADO 500ML TAPA Y TAPON N28,BARRETO BALTA MARIA RODHE,sales
2025-09-06,5006,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,BARRETO BALTA MARIA RODHE,12.0,2.1186440678,2.5,25.4237288136,4.5762711864,30.0,False,NO,False,True,2.5,30.0,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,BARRETO BALTA MARIA RODHE,sales
2025-09-06,5313,FRASCO PET DE COLORES CILINDRICO 120ML C/TAPA ESPRAY N20,BARRETO BALTA MARIA RODHE,12.0,1.6101694915,1.9,19.3220338983,3.4779661017,22.8,False,NO,False,True,1.9,22.8,FRASCO PET DE COLORES CILINDRICO 120ML C TAPA ESPRAY N20,BARRETO BALTA MARIA RODHE,sales
2025-09-06,5323,VASO DOSIFICADOR PLASTICO GRADUADO 15ML,BARRETO BALTA MARIA RODHE,12.0,0.4237288136,0.5,5.0847457627,0.9152542373,6.0,False,NO,False,True,0.5,6.0,VASO DOSIFICADOR PLASTICO GRADUADO 15ML,BARRETO BALTA MARIA RODHE,sales
2025-09-06,5229,BOMBA ATOMIZADORA ACANALADO 20 410 BLANCO,GALVEZ QUINTANA KAESSY ASTRID MAGDA,25.0,1.0169491525,1.2,25.4237288136,4.5762711864,30.0,False,NO,False,True,1.2,30.0,BOMBA ATOMIZADORA ACANALADO 20 410 BLANCO,GALVEZ QUINTANA KAESSY ASTRID MAGDA,sales
2025-09-08,5036,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,BUREKI S.A.C.,50.0,1.0169491525,1.2,50.8474576271,9.1525423729,60.0,False,NO,False,True,1.2,60.0,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,BUREKI S A C,sales
2025-09-08,5037,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,BUREKI S.A.C.,50.0,1.1475,1.35405,57.375,10.3275,67.7025,False,NO,False,True,1.35405,67.7025,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,BUREKI S A C,sales
2025-09-08,5064,GATILLO PULVERIZADOR 28/410,BUREKI S.A.C.,3.0,1.6949152542,2.0,5.0847457627,0.9152542373,6.0,False,NO,False,True,2.0,6.0,GATILLO PULVERIZADOR 28 410,BUREKI S A C,sales
2025-09-08,5064,GATILLO PULVERIZADOR 28/410 blanco,BUREKI S.A.C.,3.0,1.6949152542,2.0,5.0847457627,0.9152542373,6.0,False,NO,False,True,2.0,6.0,GATILLO PULVERIZADOR 28 410 BLANCO,BUREKI S A C,sales
2025-09-08,5128,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16*125-PYREX,D PLUS CLEAN E.I.R.L.,12.0,1.6949152542,2.0,20.3389830508,3.6610169492,24.0,False,NO,False,True,2.0,24.0,TUBO DE ENSAYO DE VIDRIO CON TAPA ROSCA 16 125 PYREX,D PLUS CLEAN E I R L,sales
2025-09-08,5109,PINZA DE MADERA PARA TUBO DE ENSAYO,D PLUS CLEAN E.I.R.L.,4.0,2.5423728814,3.0,10.1694915254,1.8305084746,12.0,False,NO,False,True,3.0,12.0,PINZA DE MADERA PARA TUBO DE ENSAYO,D PLUS CLEAN E I R L,sales
2025-09-08,5424,GRADILLA CUBIERTA DE PLASTICO 3*4,D PLUS CLEAN E.I.R.L.,4.0,8.4745762712,10.0,33.8983050847,6.1016949153,40.0,False,NO,False,True,10.0,40.0,GRADILLA CUBIERTA DE PLASTICO 3 4,D PLUS CLEAN E I R L,sales
2025-09-08,5064,GATILLO PULVERIZADOR 28/410,ZAMDOR PERU E.I.R.L.,50.0,0.6779661017,0.8,33.8983050847,6.1016949153,40.0,False,NO,False,True,0.8,40.0,GATILLO PULVERIZADOR 28 410,ZAMDOR PERU E I R L,sales
2025-09-08,5066,PISETA 500 ML,OFILAB PERU S.A.C.,6.0,4.6610169492,5.5,27.9661016949,5.0338983051,33.0,False,NO,False,True,5.5,33.0,PISETA 500 ML,OFILAB PERU S A C,sales
2025-09-08,5425,POTE CREMERO DOBLE FONDO C/ CINTILLO PLATEADO 100GR C/TAPA Y LAINA,VARIOS,2.0,4.2372881356,5.0,8.4745762712,1.5254237288,10.0,False,NO,False,True,5.0,10.0,POTE CREMERO DOBLE FONDO C CINTILLO PLATEADO 100GR C TAPA Y LAINA,VARIOS,sales
2025-09-08,5419,GOTERO PLASTICO BLANCO 30ML C/TAPA Y TAPON N15,CHUCO VASQUEZ NATHALY CINTHIA,300.0,0.2966101695,0.35,88.9830508475,16.0169491525,105.0,False,NO,False,True,0.35,105.0,GOTERO PLASTICO BLANCO 30ML C TAPA Y TAPON N15,CHUCO VASQUEZ NATHALY CINTHIA,sales
2025-09-08,5209,FRASCO PET TRANSPARENTE 120ML B/28 C/TAPA DISPENSADOR GEL,VARIOS,12.0,2.1186440678,2.5,25.4237288136,4.5762711864,30.0,False,NO,False,True,2.5,30.0,FRASCO PET TRANSPARENTE 120ML B 28 C TAPA DISPENSADOR GEL,VARIOS,sales
2025-09-08,5277,POTE CREMERO DOBLE FONDO 60GR BLANCO C/TAPA Y LAINA NACIONAL,VARIOS,4.0,2.1186440678,2.5,8.4745762712,1.5254237288,10.0,False,NO,False,True,2.5,10.0,POTE CREMERO DOBLE FONDO 60GR BLANCO C TAPA Y LAINA NACIONAL,VARIOS,sales
2025-09-08,5311,PROBETA PLASTICO 1L,BITCOM PERU S.A.C - BITPER S.A.C,1.0,21.186440678,25.0,21.186440678,3.813559322,25.0,False,NO,False,True,25.0,25.0,PROBETA PLASTICO 1L,BITCOM PERU S A C BITPER S A C,sales
2025-09-08,5069,PISETA 1LT,BITCOM PERU S.A.C - BITPER S.A.C,1.0,5.5084745763,6.5,5.5084745763,0.9915254237,6.5,False,NO,False,True,6.5,6.5,PISETA 1LT,BITCOM PERU S A C BITPER S A C,sales
2025-09-08,5021,FRASCO PET TRANSPARENTE ESPUMERO 100ML CON TAPA,LIMMA NAILS BAR S.A.C.,1.0,3.813559322,4.5,3.813559322,0.686440678,4.5,False,NO,False,True,4.5,4.5,FRASCO PET TRANSPARENTE ESPUMERO 100ML CON TAPA,LIMMA NAILS BAR S A C,sales
2025-09-08,5161,FRASCO VIDRIO AMBAR 70ML C/TAPA Y TAPON N28,LIMMA NAILS BAR S.A.C.,4.0,2.5423728814,3.0,10.1694915254,1.8305084746,12.0,False,NO,False,True,3.0,12.0,FRASCO VIDRIO AMBAR 70ML C TAPA Y TAPON N28,LIMMA NAILS BAR S A C,sales
2025-09-08,5007,TAPA DISPENSADORA BLANCO B28MM,LIMMA NAILS BAR S.A.C.,4.0,1.2711864407,1.5,5.0847457627,0.9152542373,6.0,False,NO,False,True,1.5,6.0,TAPA DISPENSADORA BLANCO B28MM,LIMMA NAILS BAR S A C,sales
2025-09-08,5420,FRASCO PARA RIMEL 4ML C/TAPA (12CM - 1.5CM) INYEC.,LIMMA NAILS BAR S.A.C.,1.0,2.5423728814,3.0,2.5423728814,0.4576271186,3.0,False,NO,False,True,3.0,3.0,FRASCO PARA RIMEL 4ML C TAPA 12CM 1 5CM INYEC,LIMMA NAILS BAR S A C,sales
2025-09-08,5194,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C/BROCHA Y TAPA,LIMMA NAILS BAR S.A.C.,3.0,1.2711864407,1.5,3.813559322,0.686440678,4.5,False,NO,False,True,1.5,4.5,FRASCO ESMALTE VIDRIO TRANSPARENTE 10ML C BROCHA Y TAPA,LIMMA NAILS BAR S A C,sales
2025-09-08,5166,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,TORRES CUELLAR MITCHAELL NERIO,12.0,6.7796610169,8.0,81.3559322034,14.6440677966,96.0,False,NO,False,True,8.0,96.0,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,TORRES CUELLAR MITCHAELL NERIO,sales
2025-09-08,5166,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,TORRES CUELLAR MITCHAELL NERIO,3.0,6.7796610169,8.0,20.3389830508,3.6610169492,24.0,False,NO,False,True,8.0,24.0,FRASCO VIDRIO AMBAR IMPORTADO 1LT B28 TAPA Y TAPON,TORRES CUELLAR MITCHAELL NERIO,sales
2025-09-08,5176,POTE VIDRIO TRANSPARENTE 240GR C/TAPA DE METAL N63 MN,VARIOS,15.0,1.7796610169,2.1,26.6949152542,4.8050847458,31.5,False,NO,False,True,2.1,31.5,POTE VIDRIO TRANSPARENTE 240GR C TAPA DE METAL N63 MN,VARIOS,sales
2025-09-08,5093,PROBETA DE PLASTICO GRADUADA 50 ML,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA - TRANSARY S.A.C.,1.0,5.0847457627,6.0,5.0847457627,0.9152542373,6.0,False,NO,False,True,6.0,6.0,PROBETA DE PLASTICO GRADUADA 50 ML,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA TRANSARY S A C,sales
2025-09-08,5092,PROBETA DE PLASTICO GRADUADA 10 ML,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA - TRANSARY S.A.C.,1.0,3.3898305085,4.0,3.3898305085,0.6101694915,4.0,False,NO,False,True,4.0,4.0,PROBETA DE PLASTICO GRADUADA 10 ML,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA TRANSARY S A C,sales
2025-09-08,5094,PROBETA DE PLASTICO GRADUADA 100 ML,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA - TRANSARY S.A.C.,1.0,8.4745762712,10.0,8.4745762712,1.5254237288,10.0,False,NO,False,True,10.0,10.0,PROBETA DE PLASTICO GRADUADA 100 ML,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA TRANSARY S A C,sales
2025-09-08,5386,VASO GRADUADO DE POLIPROPILENO 250ML-300ML,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA - TRANSARY S.A.C.,1.0,3.813559322,4.5,3.813559322,0.686440678,4.5,False,NO,False,True,4.5,4.5,VASO GRADUADO DE POLIPROPILENO 250ML 300ML,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA TRANSARY S A C,sales
2025-09-08,5083,VASO PRECIPITADO DE VIDRIO 1L (BEAKER),EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA - TRANSARY S.A.C.,1.0,13.5593220339,16.0,13.5593220339,2.4406779661,16.0,False,NO,False,True,16.0,16.0,VASO PRECIPITADO DE VIDRIO 1L BEAKER,EMPRESA DE TRANSPORTES ARY SOCIEDAD ANONIMA CERRADA TRANSARY S A C,sales
2025-09-09,5168,POTE CREMERO VIDRIO AMBAR 100GR C/TAPA NEGRA Y LAINA,VARIOS,10.0,0.3220338983,0.38,3.2203389831,0.5796610169,3.8,False,NO,False,True,0.38,3.8,POTE CREMERO VIDRIO AMBAR 100GR C TAPA NEGRA Y LAINA,VARIOS,sales
2025-09-09,5217,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,VARIOS,12.0,1.6949152542,2.0,20.3389830508,3.6610169492,24.0,False,NO,False,True,2.0,24.0,FRASCO PET TRANSPARENTE 120ML TAPA Y TAPON B28,VARIOS,sales
2025-09-09,5199,TALQUERA PLASTICO 70GR C/TAPA Y REJILLA,VARIOS,3.0,2.5423728814,3.0,7.6271186441,1.3728813559,9.0,False,NO,False,True,3.0,9.0,TALQUERA PLASTICO 70GR C TAPA Y REJILLA,VARIOS,sales
2025-09-09,5206,LATA DE ALUMINIO PLATEADA 50GR C/TAPA,VARIOS,3.0,2.9661016949,3.5,8.8983050847,1.6016949153,10.5,False,NO,False,True,3.5,10.5,LATA DE ALUMINIO PLATEADA 50GR C TAPA,VARIOS,sales
2025-09-09,5065,PISETA 250ML,VARIOS,1.0,3.813559322,4.5,3.813559322,0.686440678,4.5,False,NO,False,True,4.5,4.5,PISETA 250ML,VARIOS,sales
2025-09-09,5066,PISETA 500 ML,VARIOS,1.0,4.6610169492,5.5,4.6610169492,0.8389830508,5.5,False,NO,False,True,5.5,5.5,PISETA 500 ML,VARIOS,sales
2025-09-09,5286,FRASCO PET TRANSPARENTE 250ML C/TAPA SPRAY MINI PISTOLA N24,VARIOS,1.0,2.1186440678,2.5,2.1186440678,0.3813559322,2.5,False,NO,False,True,2.5,2.5,FRASCO PET TRANSPARENTE 250ML C TAPA SPRAY MINI PISTOLA N24,VARIOS,sales
2025-09-09,5002,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,VARIOS,1.0,1.6949152542,2.0,1.6949152542,0.3050847458,2.0,False,NO,False,True,2.0,2.0,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,VARIOS,sales
