product_id,product_name,query,query_tokens,matched_tokens,unmatched_tokens,matched_attributes_json,retrievability_score,top1_found,top5_found,top10_found,best_match_product_id,best_match_product_name,best_match_score
0,LAPTOP MAMEL,LAPTOP MAMEL,LAPTOP|MAMEL,,LAPTOP|MAMEL,{},0.0,True,True,True,0,LAPTOP MAMEL,2.761
1,utiles de oficina,utiles de oficina,UTILES|OFICINA,,UTILES|OFICINA,{},0.0,True,True,True,1,utiles de oficina,2.7569
2,ORTOPEDIA,ORTOPEDIA,ORTOPEDIA,,ORTOPEDIA,{},0.0,True,True,True,2,ORTOPEDIA,2.7639
3,BOLSA 16*19 C/ASA *100UND,BOLSA 16*19 C/ASA *100UND,BOLSA|16|19|ASA|100UND,BOLSA|ASA,16|19|100UND,"{""product_type"": [""BOLSA""], ""accessory"": [""ASA""]}",0.4,True,True,True,3,BOLSA 16*19 C/ASA *100UND,3.2079
4,BOLSA 12*16 BCO ALFA *100UND,BOLSA 12*16 BCO ALFA *100UND,BOLSA|12|16|BCO|ALFA|100UND,BOLSA,12|16|BCO|ALFA|100UND,"{""product_type"": [""BOLSA""]}",0.1667,True,True,True,4,BOLSA 12*16 BCO ALFA *100UND,2.9494
5,ARTICULOS DE FERRETERIA,ARTICULOS DE FERRETERIA,ARTICULOS|FERRETERIA,,ARTICULOS|FERRETERIA,{},0.0,True,True,True,5,ARTICULOS DE FERRETERIA,2.7569
6,MATERIAL MEDICO,MATERIAL MEDICO,MATERIAL|MEDICO,,MATERIAL|MEDICO,{},0.0,True,True,True,6,MATERIAL MEDICO,2.7569
7,"GASTOS ADMINISTRITIVOS, MENAJES Y ONOMASTICOS","GASTOS ADMINISTRITIVOS, MENAJES Y ONOMASTICOS",GASTOS|ADMINISTRITIVOS|MENAJES|ONOMASTICOS,,GASTOS|ADMINISTRITIVOS|MENAJES|ONOMASTICOS,{},0.0,True,True,True,7,"GASTOS ADMINISTRITIVOS, MENAJES Y ONOMASTICOS",2.7569
8,BOLSA 16*19 C/ASA*100UND,BOLSA 16*19 C/ASA*100UND,BOLSA|16|19|ASA|100UND,BOLSA|ASA,16|19|100UND,"{""product_type"": [""BOLSA""], ""accessory"": [""ASA""]}",0.4,False,True,True,3,BOLSA 16*19 C/ASA *100UND,3.2079
9,BOLSA 21*24,BOLSA 21*24,BOLSA|21|24,BOLSA,21|24,"{""product_type"": [""BOLSA""]}",0.3333,True,True,True,9,BOLSA 21*24,3.1328
10,EQUIPOS DE SEGURIDAD,EQUIPOS DE SEGURIDAD,EQUIPOS|SEGURIDAD,,EQUIPOS|SEGURIDAD,{},0.0,True,True,True,10,EQUIPOS DE SEGURIDAD,2.7569
5000,FRASCO GOTERO VIDRIO AMBAR 5ML CON TAPA Y CHUPON,FRASCO GOTERO VIDRIO AMBAR 5ML CON TAPA Y CHUPON,FRASCO|GOTERO|VIDRIO|AMBAR|5ML|TAPA|CHUPON,GOTERO|VIDRIO|AMBAR|5ML|TAPA|CHUPON,FRASCO,"{""product_type"": [""GOTERO""], ""subtype"": [""CHUPON""], ""accessory"": [""CHUPON"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""5ML""], ""material_family"": [""VIDRIO""]}",0.8571,True,True,True,5000,FRASCO GOTERO VIDRIO AMBAR 5ML CON TAPA Y CHUPON,3.7159
5001,FRASCO GOTERO VIDRIO AMBAR 10ML CON TAPA Y CHUPON,FRASCO GOTERO VIDRIO AMBAR 10ML CON TAPA Y CHUPON,FRASCO|GOTERO|VIDRIO|AMBAR|10ML|TAPA|CHUPON,GOTERO|VIDRIO|AMBAR|10ML|TAPA|CHUPON,FRASCO,"{""product_type"": [""GOTERO""], ""subtype"": [""CHUPON""], ""accessory"": [""CHUPON"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""10ML""], ""material_family"": [""VIDRIO""]}",0.8571,True,True,True,5001,FRASCO GOTERO VIDRIO AMBAR 10ML CON TAPA Y CHUPON,3.7159
5002,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,FRASCO|GOTERO|VIDRIO|AMBAR|15ML|TAPA|CHUPON,GOTERO|VIDRIO|AMBAR|15ML|TAPA|CHUPON,FRASCO,"{""product_type"": [""GOTERO""], ""subtype"": [""CHUPON""], ""accessory"": [""CHUPON"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""15ML""], ""material_family"": [""VIDRIO""]}",0.8571,True,True,True,5002,FRASCO GOTERO VIDRIO AMBAR 15ML CON TAPA Y CHUPON,3.7159
5003,FRASCO GOTERO VIDRIO AMBAR 20ML CON TAPA Y CHUPON,FRASCO GOTERO VIDRIO AMBAR 20ML CON TAPA Y CHUPON,FRASCO|GOTERO|VIDRIO|AMBAR|20ML|TAPA|CHUPON,GOTERO|VIDRIO|AMBAR|20ML|TAPA|CHUPON,FRASCO,"{""product_type"": [""GOTERO""], ""subtype"": [""CHUPON""], ""accessory"": [""CHUPON"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""20ML""], ""material_family"": [""VIDRIO""]}",0.8571,True,True,True,5003,FRASCO GOTERO VIDRIO AMBAR 20ML CON TAPA Y CHUPON,3.7159
5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,FRASCO|GOTERO|VIDRIO|AMBAR|30ML|TAPA|CHUPON,GOTERO|VIDRIO|AMBAR|30ML|TAPA|CHUPON,FRASCO,"{""product_type"": [""GOTERO""], ""subtype"": [""CHUPON""], ""accessory"": [""CHUPON"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""30ML""], ""material_family"": [""VIDRIO""]}",0.8571,True,True,True,5004,FRASCO GOTERO VIDRIO AMBAR 30ML CON TAPA Y CHUPON,3.7159
5005,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,FRASCO|GOTERO|VIDRIO|AMBAR|50ML|TAPA|CHUPON,GOTERO|VIDRIO|AMBAR|50ML|TAPA|CHUPON,FRASCO,"{""product_type"": [""GOTERO""], ""subtype"": [""CHUPON""], ""accessory"": [""CHUPON"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""50ML""], ""material_family"": [""VIDRIO""]}",0.8571,True,True,True,5005,FRASCO GOTERO VIDRIO AMBAR 50ML CON TAPA Y CHUPON,3.7159
5006,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,FRASCO|GOTERO|VIDRIO|AMBAR|100ML|TAPA|CHUPON,GOTERO|VIDRIO|AMBAR|100ML|TAPA|CHUPON,FRASCO,"{""product_type"": [""GOTERO""], ""subtype"": [""CHUPON""], ""accessory"": [""CHUPON"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""100ML""], ""material_family"": [""VIDRIO""]}",0.8571,True,True,True,5006,FRASCO GOTERO VIDRIO AMBAR 100ML CON TAPA Y CHUPON,3.7159
5007,TAPA DISPENSADORA BLANCO B28MM,TAPA DISPENSADORA BLANCO B28MM,TAPA|DISPENSADORA|BLANCO|B28MM,TAPA|BLANCO,DISPENSADORA|B28MM,"{""product_type"": [""TAPA""], ""accessory"": [""TAPA""], ""color"": [""BLANCO""]}",0.5,True,True,True,5007,TAPA DISPENSADORA BLANCO B28MM,3.3179
5008,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJA,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJA,FRASCO|VIDRIO|AMBAR|IMPORTADO|125ML|TAPA|ESPRAY|BAJA,FRASCO|VIDRIO|AMBAR|IMPORTADO|125ML|TAPA|ESPRAY,BAJA,"{""product_type"": [""FRASCO""], ""accessory"": [""ESPRAY"", ""TAPA""], ""feature"": [""IMPORTADO""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""125ML""], ""material_family"": [""VIDRIO""]}",0.875,True,True,True,5008,FRASCO VIDRIO AMBAR IMPORTADO 125ML TAPA ESPRAY BAJA,3.7381
5009,PROBADOR VIDRIO TRASPARENTE 2ML CON TAPA SPRAY,PROBADOR VIDRIO TRASPARENTE 2ML CON TAPA SPRAY,PROBADOR|VIDRIO|TRASPARENTE|2ML|TAPA|SPRAY,VIDRIO|2ML|TAPA,PROBADOR|TRASPARENTE|SPRAY,"{""accessory"": [""TAPA""], ""material"": [""VIDRIO""], ""capacity_text"": [""2ML""], ""material_family"": [""VIDRIO""]}",0.5,True,True,True,5009,PROBADOR VIDRIO TRASPARENTE 2ML CON TAPA SPRAY,3.3179
5010,PROBADOR VIDRIO TRASPARENTE 3ML CON TAPA SPRAY,PROBADOR VIDRIO TRASPARENTE 3ML CON TAPA SPRAY,PROBADOR|VIDRIO|TRASPARENTE|3ML|TAPA|SPRAY,VIDRIO|3ML|TAPA,PROBADOR|TRASPARENTE|SPRAY,"{""accessory"": [""TAPA""], ""material"": [""VIDRIO""], ""capacity_text"": [""3ML""], ""material_family"": [""VIDRIO""]}",0.5,True,True,True,5010,PROBADOR VIDRIO TRASPARENTE 3ML CON TAPA SPRAY,3.3179
5011,PROBADOR VIDRIO TRASPARENTE 5ML CON TAPA SPRAY,PROBADOR VIDRIO TRASPARENTE 5ML CON TAPA SPRAY,PROBADOR|VIDRIO|TRASPARENTE|5ML|TAPA|SPRAY,VIDRIO|5ML|TAPA,PROBADOR|TRASPARENTE|SPRAY,"{""accessory"": [""TAPA""], ""material"": [""VIDRIO""], ""capacity_text"": [""5ML""], ""material_family"": [""VIDRIO""]}",0.5,True,True,True,5011,PROBADOR VIDRIO TRASPARENTE 5ML CON TAPA SPRAY,3.3179
5012,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,PROBADOR|VIDRIO|TRASPARENTE|10ML|TAPA|SPRAY,VIDRIO|10ML|TAPA,PROBADOR|TRASPARENTE|SPRAY,"{""accessory"": [""TAPA""], ""material"": [""VIDRIO""], ""capacity_text"": [""10ML""], ""material_family"": [""VIDRIO""]}",0.5,True,True,True,5012,PROBADOR VIDRIO TRASPARENTE 10ML CON TAPA SPRAY,3.3179
5013,FRASCO PARA RIMEL 5ML(9CM X 1CM) CON TAPA,FRASCO PARA RIMEL 5ML(9CM X 1CM) CON TAPA,FRASCO|RIMEL|5ML|9CM|1CM|TAPA,FRASCO|RIMEL|5ML|TAPA,9CM|1CM,"{""product_type"": [""FRASCO""], ""subtype"": [""RIMEL""], ""accessory"": [""TAPA""], ""capacity_text"": [""5ML""]}",0.6667,True,True,True,5013,FRASCO PARA RIMEL 5ML(9CM X 1CM) CON TAPA,3.5013
5014,POTE CREMERO SIMPLE 30GR CON TAPA Y LAINA,POTE CREMERO SIMPLE 30GR CON TAPA Y LAINA,POTE|CREMERO|SIMPLE|30GR|TAPA|LAINA,CREMERO|30GR|TAPA|LAINA,POTE|SIMPLE,"{""product_type"": [""CREMERO""], ""subtype"": [""CREMERO""], ""accessory"": [""LAINA"", ""TAPA""], ""capacity_text"": [""30GR""]}",0.6667,True,True,True,5014,POTE CREMERO SIMPLE 30GR CON TAPA Y LAINA,3.5013
5015,POTE PLASTICO 1KG B110 BLANCO C/TAPA,POTE PLASTICO 1KG B110 BLANCO C/TAPA,POTE|PLASTICO|1KG|B110|BLANCO|TAPA,POTE|PLASTICO|1KG|BLANCO|TAPA,B110,"{""product_type"": [""POTE""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""BLANCO""], ""capacity_text"": [""1KG""], ""material_family"": [""PLASTICO""]}",0.8333,True,True,True,5015,POTE PLASTICO 1KG B110 BLANCO C/TAPA,3.6897
5016,FRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLA,FRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLA,FRASCO|VIDRIO|AMBAR|HOMBRO|CAIDO|250ML|TAPA|ESPRAY|PISTOLA,FRASCO|VIDRIO|AMBAR|250ML|TAPA|ESPRAY|PISTOLA,HOMBRO|CAIDO,"{""product_type"": [""FRASCO""], ""accessory"": [""ESPRAY"", ""PISTOLA"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""AMBAR""], ""capacity_text"": [""250ML""], ""material_family"": [""VIDRIO""]}",0.7778,True,True,True,5016,FRASCO VIDRIO AMBAR HOMBRO CAIDO 250ML TAPA ESPRAY PISTOLA,3.6326
5017,POTE CREMERO SIMPLE 60GR CON TAPA Y LAINA,POTE CREMERO SIMPLE 60GR CON TAPA Y LAINA,POTE|CREMERO|SIMPLE|60GR|TAPA|LAINA,CREMERO|60GR|TAPA|LAINA,POTE|SIMPLE,"{""product_type"": [""CREMERO""], ""subtype"": [""CREMERO""], ""accessory"": [""LAINA"", ""TAPA""], ""capacity_text"": [""60GR""]}",0.6667,True,True,True,5017,POTE CREMERO SIMPLE 60GR CON TAPA Y LAINA,3.5013
5018,FRASCO BULLET 30ML CON TAPA ATOMIZADOR,FRASCO BULLET 30ML CON TAPA ATOMIZADOR,FRASCO|BULLET|30ML|TAPA|ATOMIZADOR,FRASCO|30ML|TAPA|ATOMIZADOR,BULLET,"{""product_type"": [""FRASCO""], ""subtype"": [""ATOMIZADOR""], ""accessory"": [""TAPA""], ""capacity_text"": [""30ML""]}",0.8,True,True,True,5018,FRASCO BULLET 30ML CON TAPA ATOMIZADOR,3.6479
5019,FRASCO BULLET 60ML CON TAPA ATOMIZADOR,FRASCO BULLET 60ML CON TAPA ATOMIZADOR,FRASCO|BULLET|60ML|TAPA|ATOMIZADOR,FRASCO|60ML|TAPA|ATOMIZADOR,BULLET,"{""product_type"": [""FRASCO""], ""subtype"": [""ATOMIZADOR""], ""accessory"": [""TAPA""], ""capacity_text"": [""60ML""]}",0.8,True,True,True,5019,FRASCO BULLET 60ML CON TAPA ATOMIZADOR,3.6479
5020,FRASCO ESMALTE 5ML VIDRIO TRANSPARENTE CON BROCHA Y TAPA,FRASCO ESMALTE 5ML VIDRIO TRANSPARENTE CON BROCHA Y TAPA,FRASCO|ESMALTE|5ML|VIDRIO|TRANSPARENTE|BROCHA|TAPA,FRASCO|ESMALTE|5ML|VIDRIO|TRANSPARENTE|BROCHA|TAPA,,"{""product_type"": [""FRASCO""], ""subtype"": [""ESMALTE""], ""accessory"": [""BROCHA"", ""TAPA""], ""material"": [""VIDRIO""], ""color"": [""TRANSPARENTE""], ""capacity_text"": [""5ML""], ""material_family"": [""VIDRIO""]}",1.0,True,True,True,5020,FRASCO ESMALTE 5ML VIDRIO TRANSPARENTE CON BROCHA Y TAPA,3.872
5021,FRASCO PET TRANSPARENTE ESPUMERO 100ML CON TAPA,FRASCO PET TRANSPARENTE ESPUMERO 100ML CON TAPA,FRASCO|PET|TRANSPARENTE|ESPUMERO|100ML|TAPA,FRASCO|PET|TRANSPARENTE|ESPUMERO|100ML|TAPA,,"{""product_type"": [""FRASCO""], ""subtype"": [""ESPUMERO""], ""accessory"": [""TAPA""], ""material"": [""PET""], ""color"": [""TRANSPARENTE""], ""capacity_text"": [""100ML""]}",1.0,True,True,True,5021,FRASCO PET TRANSPARENTE ESPUMERO 100ML CON TAPA,3.8756
5022,FRASCO PET TRANSPARENTE ESPUMERO 150ML CON TAPA,FRASCO PET TRANSPARENTE ESPUMERO 150ML CON TAPA,FRASCO|PET|TRANSPARENTE|ESPUMERO|150ML|TAPA,FRASCO|PET|TRANSPARENTE|ESPUMERO|150ML|TAPA,,"{""product_type"": [""FRASCO""], ""subtype"": [""ESPUMERO""], ""accessory"": [""TAPA""], ""material"": [""PET""], ""color"": [""TRANSPARENTE""], ""capacity_text"": [""150ML""]}",1.0,True,True,True,5022,FRASCO PET TRANSPARENTE ESPUMERO 150ML CON TAPA,3.8756
5023,FRASCO PET TRANSPARENTE 30ML C/TAPA FLIT TOP N18,FRASCO PET TRANSPARENTE 30ML C/TAPA FLIT TOP N18,FRASCO|PET|TRANSPARENTE|30ML|TAPA|FLIT|TOP|N18,FRASCO|PET|TRANSPARENTE|30ML|TAPA,FLIT|TOP|N18,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PET""], ""color"": [""TRANSPARENTE""], ""capacity_text"": [""30ML""]}",0.625,True,True,True,5023,FRASCO PET TRANSPARENTE 30ML C/TAPA FLIT TOP N18,3.4631
5024,FRASCO PET BLANCO ESPUMERO 150ML CON TAPA,FRASCO PET BLANCO ESPUMERO 150ML CON TAPA,FRASCO|PET|BLANCO|ESPUMERO|150ML|TAPA,FRASCO|PET|BLANCO|ESPUMERO|150ML|TAPA,,"{""product_type"": [""FRASCO""], ""subtype"": [""ESPUMERO""], ""accessory"": [""TAPA""], ""material"": [""PET""], ""color"": [""BLANCO""], ""capacity_text"": [""150ML""]}",1.0,True,True,True,5024,FRASCO PET BLANCO ESPUMERO 150ML CON TAPA,3.8756
5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,PASTILLERO|PLASTICO|BLANCO|40GR|TAPA,PLASTICO|BLANCO|40GR|TAPA,PASTILLERO,"{""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""BLANCO""], ""capacity_text"": [""40GR""], ""material_family"": [""PLASTICO""]}",0.8,True,True,True,5025,PASTILLERO PLASTICO BLANCO 40GR CON TAPA,3.6495
5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,PASTILLERO|PLASTICO|BLANCO|60GR|TAPA,PLASTICO|BLANCO|60GR|TAPA,PASTILLERO,"{""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""BLANCO""], ""capacity_text"": [""60GR""], ""material_family"": [""PLASTICO""]}",0.8,True,True,True,5026,PASTILLERO PLASTICO BLANCO 60GR CON TAPA,3.6495
5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,PASTILLERO|PLASTICO|BLANCO|90GR|TAPA,PLASTICO|BLANCO|90GR|TAPA,PASTILLERO,"{""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""BLANCO""], ""capacity_text"": [""90GR""], ""material_family"": [""PLASTICO""]}",0.8,True,True,True,5027,PASTILLERO PLASTICO BLANCO 90GR CON TAPA,3.6495
5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,PASTILLERO|PLASTICO|BLANCO|120GR|TAPA,PLASTICO|BLANCO|120GR|TAPA,PASTILLERO,"{""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""BLANCO""], ""capacity_text"": [""120GR""], ""material_family"": [""PLASTICO""]}",0.8,True,True,True,5028,PASTILLERO PLASTICO BLANCO 120GR CON TAPA,3.6495
5029,PASTILLERO PLASTICO NEGRO 40GR CON TAPA,PASTILLERO PLASTICO NEGRO 40GR CON TAPA,PASTILLERO|PLASTICO|NEGRO|40GR|TAPA,PLASTICO|NEGRO|40GR|TAPA,PASTILLERO,"{""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NEGRO""], ""capacity_text"": [""40GR""], ""material_family"": [""PLASTICO""]}",0.8,True,True,True,5029,PASTILLERO PLASTICO NEGRO 40GR CON TAPA,3.6495
5030,PASTILLERO PLASTICO NEGRO 60GR CON TAPA,PASTILLERO PLASTICO NEGRO 60GR CON TAPA,PASTILLERO|PLASTICO|NEGRO|60GR|TAPA,PLASTICO|NEGRO|60GR|TAPA,PASTILLERO,"{""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NEGRO""], ""capacity_text"": [""60GR""], ""material_family"": [""PLASTICO""]}",0.8,True,True,True,5030,PASTILLERO PLASTICO NEGRO 60GR CON TAPA,3.6495
5031,PASTILLERO PLASTICO NEGRO 90GR CON TAPA,PASTILLERO PLASTICO NEGRO 90GR CON TAPA,PASTILLERO|PLASTICO|NEGRO|90GR|TAPA,PLASTICO|NEGRO|90GR|TAPA,PASTILLERO,"{""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NEGRO""], ""capacity_text"": [""90GR""], ""material_family"": [""PLASTICO""]}",0.8,True,True,True,5031,PASTILLERO PLASTICO NEGRO 90GR CON TAPA,3.6495
5032,PASTILLERO PLASTICO NEGRO 120GR CON TAPA,PASTILLERO PLASTICO NEGRO 120GR CON TAPA,PASTILLERO|PLASTICO|NEGRO|120GR|TAPA,PLASTICO|NEGRO|120GR|TAPA,PASTILLERO,"{""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NEGRO""], ""capacity_text"": [""120GR""], ""material_family"": [""PLASTICO""]}",0.8,True,True,True,5032,PASTILLERO PLASTICO NEGRO 120GR CON TAPA,3.6495
5033,FRASCO PLASTICO NATURAL 30ML CON TAPON Y TAPA N28,FRASCO PLASTICO NATURAL 30ML CON TAPON Y TAPA N28,FRASCO|PLASTICO|NATURAL|30ML|TAPON|TAPA|N28,FRASCO|PLASTICO|NATURAL|30ML|TAPA,TAPON|N28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NATURAL""], ""capacity_text"": [""30ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5033,FRASCO PLASTICO NATURAL 30ML CON TAPON Y TAPA N28,3.5587
5034,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28,FRASCO|PLASTICO|NATURAL|120ML|TAPON|TAPA|28,FRASCO|PLASTICO|NATURAL|120ML|TAPA,TAPON|28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NATURAL""], ""capacity_text"": [""120ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5034,FRASCO PLASTICO NATURAL 120ML CON TAPON Y TAPA B/28,3.5587
5035,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM,FRASCO|PLASTICO|NATURAL|250ML|TAPON|TAPA|B28MM,FRASCO|PLASTICO|NATURAL|250ML|TAPA,TAPON|B28MM,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NATURAL""], ""capacity_text"": [""250ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5035,FRASCO PLASTICO NATURAL 250ML CON TAPON Y TAPA B28MM,3.5587
5036,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,FRASCO|PLASTICO|NATURAL|500ML|TAPON|TAPA|B28MM,FRASCO|PLASTICO|NATURAL|500ML|TAPA,TAPON|B28MM,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NATURAL""], ""capacity_text"": [""500ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5036,FRASCO PLASTICO NATURAL 500ML CON TAPON Y TAPA B28MM,3.5587
5037,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,FRASCO|PLASTICO|NATURAL|1LT|TAPA|TAPON|N28,FRASCO|PLASTICO|NATURAL|TAPA,1LT|TAPON|N28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""NATURAL""], ""material_family"": [""PLASTICO""]}",0.5714,True,True,True,5037,FRASCO PLASTICO NATURAL 1LT CON TAPA Y TAPON N28,3.4016
5038,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,FRASCO|PLASTICO|AMBAR|60ML|TAPA|TAPON|N28,FRASCO|PLASTICO|AMBAR|60ML|TAPA,TAPON|N28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""AMBAR""], ""capacity_text"": [""60ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5038,FRASCO PLASTICO AMBAR 60ML CON TAPA Y TAPON N28,3.5587
5039,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,FRASCO|PLASTICO|AMBAR|120ML|TAPA|TAPON|N28,FRASCO|PLASTICO|AMBAR|120ML|TAPA,TAPON|N28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""AMBAR""], ""capacity_text"": [""120ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5039,FRASCO PLASTICO AMBAR 120ML CON TAPA Y TAPON N28,3.5587
5040,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,FRASCO|PLASTICO|AMBAR|250ML|TAPA|TAPON|N28,FRASCO|PLASTICO|AMBAR|250ML|TAPA,TAPON|N28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""AMBAR""], ""capacity_text"": [""250ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5040,FRASCO PLASTICO AMBAR 250ML CON TAPA Y TAPON N28,3.5587
5041,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,FRASCO|PLASTICO|AMBAR|500ML|TAPA|TAPON|N28,FRASCO|PLASTICO|AMBAR|500ML|TAPA,TAPON|N28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""AMBAR""], ""capacity_text"": [""500ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5041,FRASCO PLASTICO AMBAR 500ML CON TAPA Y TAPON N28,3.5587
5042,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,FRASCO|PLASTICO|AMBAR|1LT|TAPA|TAPON|N28,FRASCO|PLASTICO|AMBAR|TAPA,1LT|TAPON|N28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""AMBAR""], ""material_family"": [""PLASTICO""]}",0.5714,True,True,True,5042,FRASCO PLASTICO AMBAR 1LT CON TAPA Y TAPON N28,3.4016
5043,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,FRASCO|PLASTICO|BLANCO|30ML|TAPA|TAPON|N28,FRASCO|PLASTICO|BLANCO|30ML|TAPA,TAPON|N28,"{""product_type"": [""FRASCO""], ""accessory"": [""TAPA""], ""material"": [""PLASTICO""], ""color"": [""BLANCO""], ""capacity_text"": [""30ML""], ""material_family"": [""PLASTICO""]}",0.7143,True,True,True,5043,FRASCO PLASTICO BLANCO 30ML CON TAPA Y TAPON N28,3.5587
